ID	adj.P.Val	P.Value	Gene.symbol	Gene.title	Gene.ID
7982064	0.76716455	3.68e-01	SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N	100036563///100033818///100033817///100033816///100033815///100033814///100033813///100033812///100033810///100033808///100033805///100033804///100033803///100033802///100033801///100033799///100033603///100033460///100033458///100033456///100033455///100033454///100033453///100033451///100033450///100033449///100033448///100033447///100033446///100033445///100033444///100033443///100033442///100033441///100033440///338433///6638
7982078	0.76716455	3.68e-01	SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N	100036563///100033818///100033817///100033816///100033815///100033814///100033813///100033812///100033810///100033808///100033805///100033804///100033803///100033802///100033801///100033799///100033603///100033460///100033458///100033456///100033455///100033454///100033453///100033451///100033450///100033449///100033448///100033447///100033446///100033445///100033444///100033443///100033442///100033441///100033440///338433///6638
7982092	0.76716455	3.68e-01	SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N	100036563///100033818///100033817///100033816///100033815///100033814///100033813///100033812///100033810///100033808///100033805///100033804///100033803///100033802///100033801///100033799///100033603///100033460///100033458///100033456///100033455///100033454///100033453///100033451///100033450///100033449///100033448///100033447///100033446///100033445///100033444///100033443///100033442///100033441///100033440///338433///6638
7950423	0.76716455	3.68e-01			
7964033	0.76716455	3.68e-01	ANKRD52	ankyrin repeat domain 52	283373
7979691	0.76717808	3.68e-01	LOC100128233	uncharacterized LOC100128233	100128233
7898594	0.76721227	3.68e-01	HTR6	5-hydroxytryptamine receptor 6	3362
8093839	0.76721227	3.68e-01	NSG1	neuron specific gene family member 1	27065
7894918	0.76721227	3.68e-01			
8089036	0.76721227	3.68e-01			
8112329	0.76721227	3.68e-01			
7894378	0.76724392	3.68e-01			
8088828	0.76736396	3.68e-01			
8165630	0.76746718	3.68e-01	ARRDC1-AS1	ARRDC1 antisense RNA 1	85026
7968913	0.76746718	3.68e-01			
8000772	0.76746718	3.68e-01	FAM57B	family with sequence similarity 57 member B	83723
7995344	0.76746718	3.68e-01			
8003892	0.76746718	3.68e-01	SMTNL2	smoothelin like 2	342527
8111506	0.7675866	3.68e-01	CAPSL	calcyphosine like	133690
8045075	0.7675866	3.68e-01	GPR17	G protein-coupled receptor 17	2840
8051949	0.7675866	3.68e-01	SIX2	SIX homeobox 2	10736
8162276	0.76761476	3.68e-01	NFIL3	nuclear factor, interleukin 3 regulated	4783
7959023	0.76774074	3.68e-01	MAP1LC3B2///MAP1LC3B	microtubule associated protein 1 light chain 3 beta 2///microtubule associated protein 1 light chain 3 beta	643246///81631
8035958	0.76786678	3.68e-01	CEP89	centrosomal protein 89	84902
8031277	0.76787142	3.68e-01	1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin-like receptor, three domains, pseudogene///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802
7893912	0.76793346	3.68e-01			
8021208	0.76800374	3.69e-01	ME2	malic enzyme 2	4200
8115664	0.76801923	3.69e-01			
7992337	0.76801923	3.69e-01	HN1L	hematological and neurological expressed 1 like	90861
7894516	0.76801923	3.69e-01			
8113214	0.76801989	3.69e-01	GLRX	glutaredoxin	2745
8139632	0.76803616	3.69e-01	FIGNL1	fidgetin like 1	63979
7955989	0.76803616	3.69e-01	OR6C1	olfactory receptor family 6 subfamily C member 1	390321
8016300	0.76803616	3.69e-01	ARL17B///ARL17A///NBR2///NBR2	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A///neighbor of BRCA1 gene 2 (non-protein coding)///neighbor of BRCA1 gene 2 (non-protein coding)	100506084///51326///10230///10230
7984261	0.76803616	3.69e-01			
8030749	0.76803616	3.69e-01	MGC45922	uncharacterized LOC284365	284365
8086627	0.76803616	3.69e-01	ALS2CL	ALS2 C-terminal like	259173
7917910	0.76803616	3.69e-01			
8003719	0.76803616	3.69e-01	HIC1	hypermethylated in cancer 1	3090
8003156	0.76803616	3.69e-01			
8175537	0.76803616	3.69e-01	SPANXA2-OT1	SPANXA2 overlapping transcript 1	619455
8143247	0.76808889	3.69e-01	KIAA1549	KIAA1549	57670
8014749	0.76842655	3.69e-01	RPL23	ribosomal protein L23	9349
8109629	0.76842655	3.69e-01	FABP6	fatty acid binding protein 6	2172
7893482	0.76848044	3.69e-01			
7894495	0.76848044	3.69e-01			
7946703	0.76848044	3.69e-01	COPB1	coatomer protein complex subunit beta 1	1315
7895866	0.76848044	3.69e-01			
8029617	0.76848044	3.69e-01	GEMIN7	gem nuclear organelle associated protein 7	79760
8057480	0.76848044	3.69e-01	CERKL///NEUROD1	ceramide kinase like///neuronal differentiation 1	375298///4760
8140061	0.76848044	3.69e-01	BCL7B	BCL tumor suppressor 7B	9275
8000482	0.76848044	3.69e-01	XPO6	exportin 6	23214
7999598	0.76848044	3.69e-01	NTAN1	N-terminal asparagine amidase	123803
7896490	0.76848044	3.69e-01			
8160163	0.76848044	3.70e-01	CER1	cerberus 1, DAN family BMP antagonist	9350
7956593	0.76848044	3.70e-01	OS9	OS9, endoplasmic reticulum lectin	10956
7961142	0.76848044	3.70e-01	OLR1	oxidized low density lipoprotein receptor 1	4973
7943317	0.76848044	3.70e-01			
7973427	0.76848044	3.70e-01	THTPA	thiamine triphosphatase	79178
8034851	0.76848044	3.70e-01	ADGRE3	adhesion G protein-coupled receptor E3	84658
7895130	0.76848044	3.70e-01			
8132840	0.76848044	3.70e-01	POM121L12	POM121 transmembrane nucleoporin like 12	285877
8113651	0.76848044	3.70e-01	ATG12	autophagy related 12	9140
7957560	0.76848044	3.70e-01	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	8738
7894942	0.76848044	3.70e-01			
7896029	0.76848044	3.70e-01			
8145134	0.76848044	3.70e-01			
8001615	0.76848044	3.70e-01	CNGB1	cyclic nucleotide gated channel beta 1	1258
7967660	0.76848044	3.70e-01	RIMBP2	RIMS binding protein 2	23504
7895565	0.76848044	3.70e-01			
8092083	0.76848044	3.70e-01	SLC2A2	solute carrier family 2 member 2	6514
8053231	0.76848044	3.70e-01	LOXL3	lysyl oxidase like 3	84695
7895675	0.76848044	3.70e-01			
7892565	0.76848044	3.70e-01			
7942400	0.76848044	3.70e-01	P2RY2	purinergic receptor P2Y2	5029
7922868	0.76848044	3.70e-01			
7932834	0.76848044	3.70e-01	GOLGA2P6///MTPAP	golgin A2 pseudogene 6///mitochondrial poly(A) polymerase	729668///55149
8088065	0.76848044	3.70e-01	SFMBT1	Scm-like with four mbt domains 1	51460
7896759	0.76848044	3.70e-01	LINC01128	long intergenic non-protein coding RNA 1128	643837
7935855	0.76848044	3.70e-01	LBX1	ladybird homeobox 1	10660
8068494	0.76848044	3.70e-01			
7937866	0.76848044	3.70e-01			
8130406	0.76848044	3.70e-01			
8138067	0.76848044	3.70e-01	CYTH3	cytohesin 3	9265
8027341	0.76848044	3.70e-01			
7895623	0.76848044	3.70e-01			
7895907	0.76848044	3.70e-01			
7980024	0.76848044	3.70e-01	HEATR4	HEAT repeat containing 4	399671
8130765	0.76848044	3.70e-01	FAM103A1	family with sequence similarity 103 member A1	83640
7895385	0.76848044	3.70e-01			
8144571	0.76848044	3.70e-01	PRSS55	protease, serine 55	203074
8164006	0.76848044	3.70e-01			
8048595	0.76848044	3.70e-01	GMPPA	GDP-mannose pyrophosphorylase A	29926
8073114	0.76848044	3.70e-01	LOC100506472///TAB1	uncharacterized LOC100506472///TGF-beta activated kinase 1 (MAP3K7) binding protein 1	100506472///10454
7896333	0.76848044	3.70e-01			
7958895	0.76859501	3.70e-01	OAS3	2'-5'-oligoadenylate synthetase 3	4940
8084266	0.76859501	3.70e-01	HTR3D	5-hydroxytryptamine receptor 3D	200909
7930777	0.76859501	3.70e-01	PNLIP///COL1A2	pancreatic lipase///collagen type I alpha 2 chain	5406///1278
7896271	0.76861317	3.71e-01			
8134349	0.76861317	3.71e-01			
7951966	0.76865316	3.71e-01	FXYD6-FXYD2///FXYD2	FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2	100533181///486
7969959	0.76865316	3.71e-01	DAOA	D-amino acid oxidase activator	267012
8165648	0.76865316	3.71e-01	MPLKIP	M-phase specific PLK1 interacting protein	136647
8031684	0.76865316	3.71e-01			
8039246	0.76865316	3.71e-01	LILRA4	leukocyte immunoglobulin like receptor A4	23547
7974697	0.76867527	3.71e-01	DAAM1	dishevelled associated activator of morphogenesis 1	23002
8061605	0.76867527	3.71e-01	MYLK2	myosin light chain kinase 2	85366
8015070	0.76867527	3.71e-01	KRT25	keratin 25	147183
7905576	0.76876321	3.71e-01	S100A7A	S100 calcium binding protein A7A	338324
7895645	0.76876321	3.71e-01			
7978312	0.76876321	3.71e-01	RIPK3	receptor interacting serine/threonine kinase 3	11035
8121782	0.76876321	3.71e-01			
7901311	0.76876321	3.71e-01	FOXD2	forkhead box D2	2306
7978366	0.76876321	3.71e-01	GZMB	granzyme B	3002
8155665	0.76876321	3.71e-01	PGM5	phosphoglucomutase 5	5239
8110347	0.76882779	3.71e-01	SLC34A1	solute carrier family 34 member 1	6569
8146898	0.76901719	3.71e-01			
8003357	0.76917419	3.71e-01	PIEZO1	piezo type mechanosensitive ion channel component 1	9780
7912056	0.76917419	3.71e-01	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	57449
7991283	0.76920559	3.71e-01	RHCG	Rh family C glycoprotein	51458
8159670	0.76927808	3.71e-01	NOXA1	NADPH oxidase activator 1	10811
8000200	0.76935745	3.71e-01	RRN3P1///RRN3P2///RRN3	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 2///RRN3 homolog, RNA polymerase I transcription factor	730092///653390///54700
8150489	0.76935745	3.71e-01			
7960134	0.76945592	3.71e-01	ZNF26	zinc finger protein 26	7574
8003566	0.76949366	3.72e-01	GAS8-AS1	GAS8 antisense RNA 1	750
7942594	0.76949366	3.72e-01	SNORD15B	small nucleolar RNA, C/D box 15B	114599
7895387	0.76949366	3.72e-01			
8162674	0.76949366	3.72e-01	LOC286359	uncharacterized LOC286359	286359
7961111	0.76949366	3.72e-01	CLEC1A	C-type lectin domain family 1 member A	51267
8008540	0.76949366	3.72e-01	LOC440446	uncharacterized LOC440446	440446
7896000	0.76949366	3.72e-01			
7977497	0.76949366	3.72e-01	CCNB1IP1	cyclin B1 interacting protein 1	57820
7895342	0.76949366	3.72e-01			
7931479	0.76949366	3.72e-01	INPP5A	inositol polyphosphate-5-phosphatase A	3632
8145291	0.76949366	3.72e-01	SLC25A37	solute carrier family 25 member 37	51312
7929332	0.76949366	3.72e-01			
8097096	0.76949366	3.72e-01			
8095767	0.76949366	3.72e-01	C4orf26	chromosome 4 open reading frame 26	152816
7931914	0.76949366	3.72e-01	IL2RA	interleukin 2 receptor subunit alpha	3559
7895009	0.76949366	3.72e-01			
8136067	0.76949366	3.72e-01	TSPAN33	tetraspanin 33	340348
7984626	0.76949366	3.72e-01	SENP8	SUMO/sentrin peptidase family member, NEDD8 specific	123228
8097507	0.76949366	3.72e-01	RAB33B	RAB33B, member RAS oncogene family	83452
8078772	0.76962058	3.72e-01	SLC22A14	solute carrier family 22 member 14	9389
7964142	0.76972877	3.72e-01	APOF	apolipoprotein F	319
8171350	0.76972877	3.72e-01	LOC645769	uncharacterized LOC645769	645769
8000748	0.76972877	3.72e-01	HIRIP3	HIRA interacting protein 3	8479
8091556	0.76972877	3.72e-01			
7907633	0.76972877	3.72e-01	TEX35	testis expressed 35	84066
7948900	0.76972877	3.72e-01	SNORD30	small nucleolar RNA, C/D box 30	9299
7896268	0.76972877	3.72e-01			
8107321	0.76972877	3.72e-01	EPB41L4A-AS1	EPB41L4A antisense RNA 1	114915
7977598	0.76972877	3.72e-01	RNASE12///RNASE11	ribonuclease A family member 12 (inactive)///ribonuclease A family member 11 (inactive)	493901///122651
7976350	0.76976621	3.72e-01	UNC79	unc-79 homolog (C. elegans)	57578
7892520	0.76978949	3.72e-01			
7916743	0.76978949	3.72e-01			
8175315	0.76978949	3.73e-01			
7958948	0.76978949	3.73e-01	CFAP73	cilia and flagella associated protein 73	387885
8065410	0.76978949	3.73e-01	CST4	cystatin S	1472
7897179	0.76978949	3.73e-01	TP73	tumor protein p73	7161
8021818	0.76978949	3.73e-01	GALR1	galanin receptor 1	2587
7896455	0.76978949	3.73e-01			
7991459	0.76978949	3.73e-01	RGMA	repulsive guidance molecule family member a	56963
7895815	0.76978949	3.73e-01			
8051204	0.76978949	3.73e-01	SUPT7L	SPT7-like STAGA complex gamma subunit	9913
8029814	0.76978949	3.73e-01	PPP5C	protein phosphatase 5 catalytic subunit	5536
7985873	0.76978949	3.73e-01	TICRR	TOPBP1 interacting checkpoint and replication regulator	90381
7896497	0.76978949	3.73e-01			
8003700	0.76978949	3.73e-01	OVCA2///DPH1	ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1	124641///1801
7893390	0.76978949	3.73e-01			
7899988	0.76978949	3.73e-01			
8099860	0.76978949	3.73e-01	RFC1	replication factor C subunit 1	5981
8157229	0.76993662	3.73e-01			
7895956	0.76994442	3.73e-01			
8117583	0.76994442	3.73e-01	HIST1H3H///HIST1H2AI	histone cluster 1, H3h///histone cluster 1, H2ai	8357///8329
7905801	0.76994442	3.73e-01	TDRD10	tudor domain containing 10	126668
8175299	0.76994442	3.73e-01	FAM127C	family with sequence similarity 127 member C	441518
8169750	0.77005564	3.73e-01	STAG2	stromal antigen 2	10735
8099649	0.77005564	3.73e-01	DHX15	DEAH-box helicase 15	1665
7967876	0.77005564	3.73e-01	LOC101928697	uncharacterized LOC101928697	101928697
8156112	0.77005564	3.73e-01			
7894149	0.77005564	3.73e-01			
7979414	0.77005564	3.73e-01			
8139746	0.77005564	3.73e-01	PHKG1	phosphorylase kinase catalytic subunit gamma 1	5260
7961422	0.77012536	3.73e-01	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	2904
7895915	0.77012536	3.73e-01			
7892926	0.77012536	3.73e-01			
8061666	0.77012536	3.73e-01			
8016841	0.77019692	3.73e-01	TMEM100	transmembrane protein 100	55273
8065460	0.77024792	3.73e-01	VSX1	visual system homeobox 1	30813
8107940	0.77024792	3.73e-01			
8118124	0.77024792	3.73e-01	MCCD1	mitochondrial coiled-coil domain 1	401250
8045161	0.77024792	3.73e-01			
8055271	0.77024792	3.73e-01			
7981011	0.77024792	3.73e-01			
8065069	0.77028211	3.74e-01			
8000465	0.77028211	3.74e-01			
8020088	0.77028211	3.74e-01			
8150978	0.77028211	3.74e-01	CA8	carbonic anhydrase 8	767
7969986	0.77057382	3.74e-01	TNFSF13B	tumor necrosis factor superfamily member 13b	10673
8177426	0.77057382	3.74e-01	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1	57135///57055///57054///1617
7943734	0.77057382	3.74e-01			
7940762	0.77057382	3.74e-01	LGALS12	galectin 12	85329
7896314	0.77057382	3.74e-01			
7927099	0.77057382	3.74e-01	LINC00839	long intergenic non-protein coding RNA 839	84856
7999427	0.77057382	3.74e-01	TNP2	transition protein 2	7142
7934968	0.77057382	3.74e-01			
8175562	0.77057382	3.74e-01	MAGEC2	MAGE family member C2	51438
7893947	0.77064704	3.74e-01			
7932983	0.77064704	3.74e-01			
8124164	0.77065566	3.74e-01			
7893152	0.77071035	3.74e-01			
8139113	0.77074573	3.74e-01			
7896604	0.77074573	3.74e-01			
7961798	0.77074573	3.74e-01	SOX5	SRY-box 5	6660
8070421	0.77074573	3.74e-01	DSCAM	DS cell adhesion molecule	1826
8025766	0.77074573	3.74e-01	CARM1	coactivator associated arginine methyltransferase 1	10498
7914748	0.77074573	3.74e-01			
7896522	0.77074573	3.74e-01			
8074059	0.77079062	3.74e-01			
8140857	0.77084222	3.74e-01			
8094101	0.77085294	3.74e-01	CPZ	carboxypeptidase Z	8532
8049784	0.77085294	3.74e-01	PPP1R7	protein phosphatase 1 regulatory subunit 7	5510
7960518	0.77085294	3.75e-01	TNFRSF1A	TNF receptor superfamily member 1A	7132
8069872	0.77085294	3.75e-01	KRTAP11-1	keratin associated protein 11-1	337880
7922889	0.77085294	3.75e-01	IVNS1ABP	influenza virus NS1A binding protein	10625
8073096	0.77085294	3.75e-01	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H	164668
8092654	0.77085294	3.75e-01	RPL39L	ribosomal protein L39 like	116832
7945666	0.77085294	3.75e-01	CTSD	cathepsin D	1509
7979820	0.77098033	3.75e-01			
8148020	0.77098033	3.75e-01			
7943376	0.77098033	3.75e-01	CEP126	centrosomal protein 126	57562
7930179	0.77098033	3.75e-01			
8013191	0.77098033	3.75e-01	FLII	FLII, actin remodeling protein	2314
8015014	0.77098033	3.75e-01			
8160138	0.77098033	3.75e-01	NFIB	nuclear factor I B	4781
7906041	0.77098033	3.75e-01	DAP3	death associated protein 3	7818
7926545	0.77098033	3.75e-01	PLXDC2	plexin domain containing 2	84898
8148467	0.77098033	3.75e-01	CHRAC1	chromatin accessibility complex 1	54108
7893541	0.77098033	3.75e-01			
8032034	0.77098033	3.75e-01	C2CD4C	C2 calcium dependent domain containing 4C	126567
8133339	0.77100603	3.75e-01	VPS37D	VPS37D, ESCRT-I subunit	155382
8175016	0.7710659	3.75e-01	APLN	apelin	8862
8167656	0.7710659	3.75e-01	MAGED1	MAGE family member D1	9500
7944216	0.7710659	3.75e-01	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	10632
8088895	0.7710659	3.75e-01	FAM86DP	family with sequence similarity 86, member D, pseudogene	692099
7956819	0.7710659	3.75e-01	RASSF3	Ras association domain family member 3	283349
8151609	0.7710659	3.75e-01	LOC101929601///REXO1L2P///REXO1L1P	putative exonuclease GOR///REX1, RNA exonuclease 1 homolog-like 2, pseudogene///REX1, RNA exonuclease 1 homolog-like 1, pseudogene	101929601///100288527///254958
8122261	0.7710659	3.75e-01			
8120679	0.77114094	3.75e-01	DDX43	DEAD-box helicase 43	55510
8013465	0.77114094	3.75e-01	KRT16P1///KRT16P3///KRT16P2///KRT16	keratin 16 pseudogene 1///keratin 16 pseudogene 3///keratin 16 pseudogene 2///keratin 16	729252///644945///400578///3868
8053347	0.77114094	3.75e-01			
8165217	0.77114094	3.75e-01	NOTCH1	notch 1	4851
7896055	0.77114094	3.75e-01			
8119765	0.77114094	3.75e-01	TTBK1	tau tubulin kinase 1	84630
8068220	0.77114094	3.75e-01	C21orf62-AS1	C21orf62 antisense RNA 1	54067
7990269	0.77114094	3.75e-01	C15orf59	chromosome 15 open reading frame 59	388135
7963459	0.77114094	3.75e-01	KRT72	keratin 72	140807
8151743	0.77114094	3.75e-01			
8091595	0.77114094	3.75e-01			
7925813	0.77118085	3.75e-01	PRR26	proline rich 26	414235
7895125	0.77118085	3.76e-01			
7893328	0.77118085	3.76e-01			
8133155	0.77118085	3.76e-01	TPST1	tyrosylprotein sulfotransferase 1	8460
7982020	0.77118085	3.76e-01	SNORD115-7///SNRPN	small nucleolar RNA, C/D box 115-7///small nuclear ribonucleoprotein polypeptide N	100033444///6638
8065427	0.77118085	3.76e-01	GGTLC1	gamma-glutamyltransferase light chain 1	92086
8105605	0.77118085	3.76e-01			
8043639	0.77119507	3.76e-01	FER1L5	fer-1 like family member 5	90342
8032815	0.7712436	3.76e-01	UBXN6	UBX domain protein 6	80700
7958305	0.7712436	3.76e-01	RFX4	regulatory factor X4	5992
8148029	0.7712436	3.76e-01	COLEC10	collectin subfamily member 10	10584
8161575	0.7712436	3.76e-01	CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 1	644019///445571///220869///150472///55871///644019///445571///220869///55871
8031690	0.7712436	3.76e-01	ZNF264	zinc finger protein 264	9422
7920317	0.7712436	3.76e-01	ILF2	interleukin enhancer binding factor 2	3608
7954631	0.7712436	3.76e-01	FAR2	fatty acyl-CoA reductase 2	55711
