Gene Symbol Origin,Gene Symbol Target,Combined Score
COX15,SLC25A24,0.422
COX15,SLC25A19,0.422
COX15,COX7A2,0.557
COX15,COX6A1,0.54
COX15,COX6B1,0.54
COX15,COX10,0.67
COX15,UQCR11,0.54
COX15,UQCRH,0.54
COX15,SLC25A3,0.434
COX15,SURF1,0.477
COX15,CYC1,0.796
COX15,SFXN1,0.57
COX15,COX5A,0.77
COX15,UQCRB,0.54
COX15,COX7B,0.563
COX15,UQCRFS1,0.72
COX15,COX7C,0.762
COX15,SCO1,0.606
COX15,COX1,0.944
COX15,COX4I1,0.694
COX15,COX4I2,0.542
COX15,COX6C,0.54
COX15,NDUFS4,0.522
COX15,SLC25A11,0.435
COX15,BCS1L,0.72
COX15,UQCRC2,0.731
COX15,MRPL14,0.422
RGPD5,RANGAP1,0.521
RGPD5,NXF1,0.465
RGPD5,XPO1,0.523
RGPD5,RAN,0.62
XYLT2,XYLT1,0.934
XYLT2,B4GALT3,0.542
SNAI2,SIN3A,0.841
SNAI2,KDM1A,0.916
SNAI2,TP53,0.408
SNAI2,MDM2,0.483
SNAI2,GSK3B,0.457
SNAI2,CTBP1,0.578
SNAI2,HDAC2,0.473
SNAI2,HDAC1,0.487
RTF2,TRMT1,0.733
RB1CC1,ATG13,0.998
RB1CC1,SESN2,0.793
RB1CC1,RRAGA,0.499
RB1CC1,RPTOR,0.555
RB1CC1,NRBF2,0.734
RB1CC1,PRKAG2,0.499
RB1CC1,LAMTOR5,0.499
RB1CC1,ATG12,0.93
RB1CC1,PRKAA2,0.547
RB1CC1,VAPB,0.45
RB1CC1,SMCR8,0.756
RB1CC1,MTOR,0.606
RB1CC1,PTK2B,0.971
RB1CC1,TBK1,0.537
RB1CC1,VAPA,0.576
RB1CC1,CCPG1,0.997
RB1CC1,NBR1,0.631
RB1CC1,RHEB,0.499
RB1CC1,PRKAG1,0.499
RB1CC1,MAP1LC3A,0.628
RB1CC1,MAP1LC3B,0.539
RB1CC1,OPTN,0.926
RB1CC1,LAMTOR2,0.499
RB1CC1,RRAGD,0.499
RB1CC1,SMARCB1,0.653
RB1CC1,GABARAP,0.831
RB1CC1,GABARAPL1,0.754
RB1CC1,TAX1BP1,0.402
RB1CC1,AZI2,0.528
RB1CC1,SLC38A9,0.499
RB1CC1,MLST8,0.499
RB1CC1,MAP3K5,0.893
RB1CC1,ATG5,0.652
RB1CC1,RRAGC,0.499
RB1CC1,RRAGB,0.499
RB1CC1,PRKAB1,0.499
RB1CC1,CALCOCO2,0.995
RB1CC1,TRAF2,0.574
RB1CC1,BECN1,0.812
RB1CC1,ULK1,0.999
RB1CC1,PTK2,0.99
RB1CC1,OFD1,0.402
RB1CC1,SQSTM1,0.66
RB1CC1,LAMTOR3,0.499
RB1CC1,PRKAA1,0.499
RB1CC1,LAMTOR4,0.499
RB1CC1,PRKAB2,0.549
RB1CC1,ATG101,0.998
RB1CC1,ATG16L1,0.962
RB1CC1,GABARAPL2,0.706
RB1CC1,LAMTOR1,0.499
RB1CC1,WIPI2,0.659
RB1CC1,ULK2,0.997
RB1CC1,TP53,0.969
RB1CC1,C9orf72,0.964
RB1CC1,ATG14,0.734
AKAP11,PPP1CA,0.457
AKAP11,PRKAR2A,0.489
AKAP11,FGD5,0.473
AKAP11,PRKAR1A,0.612
AKAP11,PRKACA,0.63
AKAP11,KLHL28,0.42
AKAP11,PRKACB,0.654
AKAP11,PRKAR2B,0.489
AKAP11,GSK3B,0.68
AKAP11,PRKAR1B,0.506
AKAP11,ETFB,0.471
PIGQ,PIGY,0.996
PIGQ,PIGH,0.998
PIGQ,PIGA,0.995
PIGQ,PIGP,0.998
PIGQ,PIGC,0.998
PIGQ,DPM2,0.996
B4GALT7,RABGGTB,0.428
CHPF2,CHSY3,0.42
GABARAPL2,STBD1,0.579
GABARAPL2,NBR1,0.999
GABARAPL2,TBC1D25,0.95
GABARAPL2,MAP1LC3B,0.431
GABARAPL2,TEX264,0.423
GABARAPL2,ATG12,0.962
GABARAPL2,TP53INP2,0.611
GABARAPL2,TRIM21,0.414
GABARAPL2,TBC1D15,0.726
GABARAPL2,KBTBD6,0.402
GABARAPL2,GABRP,0.65
GABARAPL2,TP53INP1,0.763
GABARAPL2,TBC1D5,0.875
GABARAPL2,PCM1,0.457
GABARAPL2,NIPSNAP1,0.652
GABARAPL2,ULK1,0.864
GABARAPL2,HNRNPK,0.449
GABARAPL2,WDFY3,0.573
GABARAPL2,TAX1BP1,0.96
GABARAPL2,GABARAP,0.936
GABARAPL2,OPTN,0.995
GABARAPL2,ATG7,0.995
GABARAPL2,GABRB2,0.65
GABARAPL2,BCL2L13,0.923
GABARAPL2,PWP1,0.471
GABARAPL2,CCT6A,0.42
GABARAPL2,TBC1D9B,0.428
GABARAPL2,ULK2,0.58
GABARAPL2,CCT2,0.42
GABARAPL2,GABRQ,0.65
GABARAPL2,ATG14,0.581
GABARAPL2,NEK9,0.649
GABARAPL2,GIMAP6,0.684
GABARAPL2,ATG16L1,0.528
GABARAPL2,SQSTM1,0.999
GABARAPL2,KBTBD7,0.422
GABARAPL2,RETREG1,0.843
GABARAPL2,GABARAPL1,0.932
GABARAPL2,UBA5,0.944
GABARAPL2,ATG4C,0.441
GABARAPL2,CALCOCO1,0.64
GABARAPL2,ATG4D,0.587
GABARAPL2,CALCOCO2,0.981
GABARAPL2,GABRB3,0.65
GABARAPL2,NIPSNAP2,0.704
GABARAPL2,FYCO1,0.622
GABARAPL2,HSP90AB1,0.421
GABARAPL2,FUNDC1,0.967
GABARAPL2,GABRE,0.672
GABARAPL2,ATG4A,0.669
GABARAPL2,ATG13,0.906
GABARAPL2,TECPR2,0.78
GABARAPL2,NEDD4,0.433
GABARAPL2,ATG3,0.995
GABARAPL2,BNIP3,0.992
GABARAPL2,ATG4B,0.899
GABARAPL2,BNIP3L,0.997
GABARAPL2,AAK1,0.564
GABARAPL2,ATG5,0.969
TTC17,CNOT6L,0.412
MRI1,KCTD3,0.619
MRI1,LRRC40,0.68
BOD1L1,SPDL1,0.54
BOD1L1,PLK1,0.54
BOD1L1,ASH2L,0.795
BOD1L1,MDK,0.509
BOD1L1,EPB41L5,0.422
BOD1L1,RBBP5,0.806
BOD1L1,SKA3,0.54
BOD1L1,CENPF,0.54
BOD1L1,NUP50,0.463
BOD1L1,SKA2,0.54
BOD1L1,BOD1,0.598
BOD1L1,NDC80,0.54
BOD1L1,SETD1A,0.864
BOD1L1,WDR5,0.76
BOD1L1,WDR82,0.54
BOD1L1,SETD1B,0.671
BOD1L1,HCFC1,0.671
BOD1L1,CXXC1,0.838
BOD1L1,BUB1B,0.54
BOD1L1,WDR5B,0.54
BOD1L1,CCNB1,0.54
BOD1L1,DPY30,0.54
BOD1L1,HCFC2,0.765
BOD1L1,SKA1,0.54
RTN4R,KIAA0319L,0.409
RTN4R,LINGO1,0.989
PSMA4,DESI1,0.734
PSMA4,PSMD6,0.959
PSMA4,PSMD14,0.982
PSMA4,NUB1,0.499
PSMA4,AKIRIN2,0.926
PSMA4,PSMD11,0.96
PSMA4,PSMB3,0.999
PSMA4,BRCC3,0.474
PSMA4,PSMA6,0.998
PSMA4,PSMD2,0.971
PSMA4,PSME1,0.978
PSMA4,PSME4,0.976
PSMA4,PSMC5,0.979
PSMA4,PSMD7,0.979
PSMA4,NEDD8,0.63
PSMA4,PSMB9,0.994
PSMA4,PSMD1,0.96
PSMA4,PSMB4,0.998
PSMA4,PSMG2,0.786
PSMA4,PSME2,0.967
PSMA4,UBE3A,0.457
PSMA4,PSMC6,0.961
PSMA4,ADRM1,0.887
PSMA4,VCP,0.408
PSMA4,PSMA3,0.999
PSMA4,PSMD8,0.963
PSMA4,PSMB10,0.969
PSMA4,UBB,0.874
PSMA4,PSMD3,0.969
PSMA4,UCHL5,0.868
PSMA4,SORT1,0.422
PSMA4,PSMC1,0.976
PSMA4,PSMA7,0.998
PSMA4,PSMC4,0.964
PSMA4,PSMF1,0.965
PSMA4,NFKBIA,0.457
PSMA4,UBC,0.866
PSMA4,PSMG3,0.582
PSMA4,ELP6,0.467
PSMA4,WDR11,0.42
PSMA4,PSMD4,0.987
PSMA4,CSF3,0.454
PSMA4,GET3,0.426
PSMA4,PSMB8,0.993
PSMA4,PSMB7,0.997
PSMA4,MPND,0.474
PSMA4,PSMC2,0.954
PSMA4,PSMG1,0.42
PSMA4,PSMD5,0.65
PSMA4,PSMA2,0.999
PSMA4,PSMD12,0.971
PSMA4,HIF1A,0.457
PSMA4,PSMA1,0.998
PSMA4,PSMC3,0.983
PSMA4,PSME3,0.709
PSMA4,UBA52,0.835
PSMA4,PSMA5,0.998
PSMA4,PSMA8,0.953
PSMA4,MYSM1,0.474
PSMA4,PSMB5,0.998
PSMA4,PSMB1,0.997
PSMA4,RPS27A,0.921
PSMA4,POMP,0.89
PSMA4,PSMB2,0.999
PSMA4,USP14,0.962
PSMA4,PSMD13,0.968
PSMA4,UBQLN4,0.734
PSMA4,PSMB6,0.998
PSMA4,FBXO7,0.545
RIPOR3,FAU,0.407
RIPOR3,RHOA,0.412
LCP2,RAC1,0.499
LCP2,CBL,0.904
LCP2,GRB2,0.994
LCP2,ITK,0.998
LCP2,WAS,0.922
LCP2,VAV1,0.998
LCP2,LYN,0.812
LCP2,PAK2,0.499
LCP2,HLA-DPB1,0.499
LCP2,HAVCR2,0.583
LCP2,KLRC4-KLRK1,0.499
LCP2,KLRD1,0.499
LCP2,BLNK,0.985
LCP2,TREM2,0.657
LCP2,LAT,0.993
LCP2,CD6,0.805
LCP2,FYN,0.965
LCP2,HLA-E,0.499
LCP2,SKAP1,0.938
LCP2,PLCG1,0.998
LCP2,PAK1,0.499
LCP2,FYB1,0.998
LCP2,TNK2,0.431
LCP2,HLA-DPA1,0.589
LCP2,NCK2,0.955
LCP2,CD3G,0.499
LCP2,SHC1,0.889
LCP2,VAV3,0.997
LCP2,SOS1,0.871
LCP2,NCK1,0.999
LCP2,BTK,0.996
LCP2,CD247,0.516
LCP2,PLCG2,0.986
LCP2,ZAP70,0.994
LCP2,TYROBP,0.864
LCP2,ENAH,0.499
LCP2,SYK,0.991
LCP2,SRC,0.835
LCP2,VASP,0.599
LCP2,HLA-DQA1,0.499
LCP2,SHB,0.461
LCP2,HLA-DQB2,0.499
LCP2,PTPN6,0.457
LCP2,VAV2,0.991
LCP2,HLA-DRA,0.499
LCP2,HLA-DRB1,0.565
LCP2,MAP4K1,0.808
LCP2,CD3E,0.499
LCP2,EVL,0.499
LCP2,PIK3R1,0.457
LCP2,EGFR,0.564
LCP2,LCK,0.987
LCP2,HLA-DQB1,0.499
LCP2,B2M,0.499
LCP2,CD3D,0.579
LCP2,PAK3,0.499
DCN,TNF,0.836
DCN,TGFB2,0.774
DCN,FAM20B,0.457
DCN,ERBB3,0.9
DCN,TLR2,0.989
DCN,EGFR,0.998
DCN,FGF2,0.637
DCN,MET,0.976
DCN,ELN,0.975
DCN,TGFB1,0.993
DCN,TLR4,0.985
DCN,FN1,0.986
DCN,ERBB4,0.9
DCN,TGFB3,0.499
DCN,COL14A1,0.856
DCN,ERBB2,0.938
DCN,IGF1,0.969
TNFRSF17,TRAF6,0.574
TNFRSF17,TNFSF13B,0.999
TNFRSF17,OTULINL,0.511
TNFRSF17,TNFSF13,0.982
TNFRSF17,CD70,0.546
MRPS10,RPL19,0.541
MRPS10,RPS26,0.495
MRPS10,RPS2,0.61
MRPS10,RPS15,0.499
MRPS10,RPL24,0.495
MRPS10,RPS7,0.497
MRPS10,RPS28,0.497
MRPS10,MRPL15,0.844
MRPS10,MRPL20,0.895
MRPS10,MCAT,0.862
MRPS10,SOD2,0.416
MRPS10,GFM1,0.871
MRPS10,RPL38,0.497
MRPS10,MRPL36,0.944
MRPS10,RPL35A,0.497
MRPS10,MRPL40,0.944
MRPS10,RPL10,0.409
MRPS10,MRRF,0.9
MRPS10,MRPS16,0.994
MRPS10,RPS6,0.546
MRPS10,MRPS18C,0.992
MRPS10,RPL35,0.631
MRPS10,LOC107987373,0.953
MRPS10,NSA2,0.495
MRPS10,EIF2S2,0.403
MRPS10,RPL6,0.448
MRPS10,MRPL38,0.87
MRPS10,MRPL37,0.8
MRPS10,RPS21,0.499
MRPS10,MRPL2,0.898
MRPS10,MRPS25,0.987
MRPS10,MRPL43,0.944
MRPS10,MRPS31,0.994
MRPS10,RPL11,0.596
MRPS10,MRPL27,0.944
MRPS10,TFB1M,0.859
MRPS10,MRPL42,0.98
MRPS10,CUL7,0.428
MRPS10,MTIF3,0.9
MRPS10,RPL4,0.481
MRPS10,UBA52,0.499
MRPS10,RPLP2,0.407
MRPS10,RPS5,0.503
MRPS10,MRPS2,0.994
MRPS10,METTL17,0.903
MRPS10,MRPS34,0.986
MRPS10,RPS18,0.689
MRPS10,RACK1,0.51
MRPS10,MRPS23,0.987
MRPS10,MRPL35,0.816
MRPS10,MRPL16,0.944
MRPS10,MRPL48,0.816
MRPS10,MRPS15,0.997
MRPS10,MRPL33,0.944
MRPS10,NOA1,0.8
MRPS10,AURKAIP1,0.982
MRPS10,RPL23A,0.637
MRPS10,MRPL21,0.895
MRPS10,PDCD11,0.48
MRPS10,MRPS35,0.994
MRPS10,MRPL1,0.867
MRPS10,RPL36AL,0.427
MRPS10,MRPL47,0.944
MRPS10,RPL29,0.499
MRPS10,MRPS11,0.997
MRPS10,MRPL51,0.816
MRPS10,MRPL30,0.889
MRPS10,MRPS18B,0.993
MRPS10,MRPS6,0.996
MRPS10,RPL31,0.497
MRPS10,MRPL28,0.816
MRPS10,EIF3G,0.536
MRPS10,MRPL24,0.927
MRPS10,MRPS28,0.975
MRPS10,MRPL10,0.886
MRPS10,EIF2S1,0.454
MRPS10,RPS24,0.531
MRPS10,MRPS33,0.985
MRPS10,EFTUD2,0.436
MRPS10,RPL23,0.497
MRPS10,RPLP1,0.406
MRPS10,RPS19,0.522
MRPS10,MRPL11,0.878
MRPS10,HIBCH,0.74
MRPS10,RPL7L1,0.458
MRPS10,RPS3,0.491
MRPS10,MRPS9,0.996
MRPS10,MRPL44,0.962
MRPS10,METTL15,0.809
MRPS10,TUFM,0.926
MRPS10,HABP4,0.534
MRPS10,GADD45GIP1,0.816
MRPS10,MRPS30,0.961
MRPS10,MRPL52,0.816
MRPS10,RPL37A,0.495
MRPS10,RBFA,0.8
MRPS10,MRPL58,0.912
MRPS10,MRPL9,0.9
MRPS10,MRPL34,0.944
MRPS10,MRPS5,0.998
MRPS10,MRPL3,0.944
MRPS10,OXA1L,0.8
MRPS10,RPL18,0.571
MRPS10,MRPL13,0.944
MRPS10,MRPS18A,0.986
MRPS10,MRPS36,0.8
MRPS10,MRPL41,0.944
MRPS10,MRPS14,0.998
MRPS10,MRPL22,0.944
MRPS10,MRPL57,0.816
MRPS10,TFAM,0.457
MRPS10,MRPL54,0.862
MRPS10,TRMT10B,0.576
MRPS10,DAP3,0.996
MRPS10,PPP1R26,0.489
MRPS10,MRPL19,0.944
MRPS10,RPL9,0.516
MRPS10,MRPL14,0.844
MRPS10,MED1,0.416
MRPS10,MRPS26,0.982
MRPS10,MRPS12,0.994
MRPS10,MRPS17,0.986
MRPS10,MRPL18,0.832
MRPS10,MRPL45,0.8
MRPS10,RPS11,0.495
MRPS10,MRPL39,0.82
MRPS10,MRPL32,0.944
MRPS10,WDR31,0.51
MRPS10,MRPS24,0.991
MRPS10,RPS25,0.502
MRPS10,IMP3,0.422
MRPS10,RPL36,0.497
MRPS10,MRPS21,0.985
MRPS10,MRPL4,0.949
MRPS10,MRPL55,0.816
MRPS10,RPS9,0.661
MRPS10,RPL34,0.497
MRPS10,RPL15,0.495
MRPS10,SERBP1,0.534
MRPS10,TRA2A,0.464
MRPS10,MRPS22,0.985
MRPS10,MRPL50,0.816
MRPS10,FAU,0.749
MRPS10,MRPL46,0.944
MRPS10,MRPL17,0.944
MRPS10,RPL13,0.524
MRPS10,RPL18A,0.497
MRPS10,MRPL12,0.922
MRPS10,MRPS27,0.994
MRPS10,RPL28,0.499
MRPS10,PTCD3,0.983
MRPS10,MRPS7,0.994
MRPS10,RPS16,0.429
MRPS10,RPL21,0.524
MRPS10,RPS3A,0.532
MRPS10,CHCHD1,0.971
MRPS10,MRPL49,0.944
MRPS10,RPS8,0.495
MRPS10,MTIF2,0.935
MRPS10,RPS17,0.499
MRPS10,RPL30,0.497
MRPS10,ERAL1,0.975
GRN,HSPA5,0.427
GRN,PDCD6,0.42
GRN,CTSO,0.411
GRN,DNAJC10,0.484
GRN,CS,0.422
GRN,SORT1,0.895
GRN,SLC25A1,0.422
GRN,TNFRSF1A,0.613
GRN,PSAP,0.503
GRN,NLK,0.459
GRN,CXorf56,0.422
GRN,P4HB,0.413
GRN,TNFRSF1B,0.675
GRN,HSPG2,0.86
GRN,CCNT1,0.614
GRN,C15orf40,0.422
GRN,POLE2,0.422
GRN,DRG1,0.422
GRN,SLPI,0.682
THAP3,OGT,0.54
THAP3,HCFC1,0.415
THAP3,LTBR,0.414
VAMP3,RHOF,0.557
VAMP3,SNAP47,0.76
VAMP3,RHOH,0.543
VAMP3,GOSR1,0.629
VAMP3,NAPB,0.727
VAMP3,FNBP1L,0.4
VAMP3,SNAP29,0.951
VAMP3,RHOBTB3,0.499
VAMP3,RAC3,0.543
VAMP3,RHOB,0.563
VAMP3,USE1,0.608
VAMP3,STX3,0.919
VAMP3,STX1A,0.996
VAMP3,TSNARE1,0.586
VAMP3,RHOC,0.55
VAMP3,RHOG,0.543
VAMP3,TRIP10,0.4
VAMP3,STX17,0.91
VAMP3,STX5,0.589
VAMP3,CPLX3,0.54
VAMP3,VPS53,0.499
VAMP3,RHOD,0.543
VAMP3,VAMP1,0.9
VAMP3,VPS54,0.499
VAMP3,STX16,0.996
VAMP3,VPS51,0.499
VAMP3,BNIP1,0.72
VAMP3,VAMP7,0.965
VAMP3,GCC2,0.499
VAMP3,RAB9A,0.591
VAMP3,SEC22B,0.54
VAMP3,RAB11A,0.446
VAMP3,CDC42,0.476
VAMP3,SNX4,0.9
VAMP3,CPLX1,0.976
VAMP3,NAPG,0.625
VAMP3,STX19,0.729
VAMP3,TMEM98,0.481
VAMP3,RHOA,0.475
VAMP3,VAMP2,0.992
VAMP3,RAB8A,0.574
VAMP3,STXBP5,0.54
VAMP3,VAMP8,0.983
VAMP3,NSF,0.738
VAMP3,BET1L,0.615
VAMP3,PICALM,0.562
VAMP3,RAC2,0.543
VAMP3,GOSR2,0.72
VAMP3,STX12,0.971
VAMP3,STX6,0.997
VAMP3,STX4,0.999
VAMP3,VTI1B,0.833
VAMP3,RABEPK,0.8
VAMP3,STX11,0.783
VAMP3,VPS52,0.499
VAMP3,IGF2R,0.594
VAMP3,RHOQ,0.553
VAMP3,STX10,0.992
VAMP3,YKT6,0.578
VAMP3,SYT1,0.9
VAMP3,BET1,0.559
VAMP3,FNBP1,0.4
VAMP3,WASL,0.4
VAMP3,RAC1,0.543
VAMP3,STX8,0.777
VAMP3,RHOJ,0.543
VAMP3,TFRC,0.513
VAMP3,STX2,0.93
VAMP3,PLIN3,0.8
VAMP3,VAMP4,0.547
VAMP3,NAPA,0.839
VAMP3,STX18,0.608
VAMP3,SNAP23,0.999
VAMP3,STX7,0.804
VAMP3,TNFRSF10B,0.527
VAMP3,VTI1A,0.994
RCN1,BRD1,0.42
RCN1,VCP,0.42
RCN1,CALR,0.474
RCN1,COPG2,0.429
RCN1,LTV1,0.612
RCN1,ZWINT,0.724
RCN1,TRIM33,0.42
RCN1,PTRH1,0.478
RCN1,SP100,0.42
RCN1,FAM20C,0.63
RFC2,MCM9,0.464
RFC2,POLE2,0.499
RFC2,MAD2L2,0.499
RFC2,UBB,0.499
RFC2,PRIM2,0.499
RFC2,TOP3A,0.499
RFC2,TRIM25,0.499
RFC2,APEX1,0.499
RFC2,BRD3,0.564
RFC2,USP10,0.499
RFC2,CHTF8,0.99
RFC2,BRD2,0.42
RFC2,TERF2IP,0.499
RFC2,RAD1,0.706
RFC2,POLE,0.499
RFC2,POLD3,0.499
RFC2,NPLOC4,0.499
RFC2,POLK,0.499
RFC2,ACD,0.499
RFC2,KAT5,0.499
RFC2,MRE11,0.499
RFC2,RAD17,0.999
RFC2,RFC4,0.999
RFC2,UBE2B,0.697
RFC2,RAD50,0.499
RFC2,ISG15,0.499
RFC2,POLD1,0.499
RFC2,CUL4A,0.499
RFC2,NUDCD1,0.619
RFC2,BARD1,0.499
RFC2,RAD9A,0.98
RFC2,WDR48,0.499
RFC2,UFD1,0.499
RFC2,POLD2,0.499
RFC2,RMI1,0.499
RFC2,UBA52,0.499
RFC2,RBX1,0.499
RFC2,RPA1,0.716
RFC2,IFI16,0.457
RFC2,RAD18,0.63
RFC2,REV1,0.499
RFC2,RPS27A,0.499
RFC2,RMI2,0.499
RFC2,MYC,0.521
RFC2,PRIM1,0.499
RFC2,POLH,0.499
RFC2,USP43,0.499
RFC2,POLE4,0.499
RFC2,HUS1,0.945
RFC2,RAD52,0.499
RFC2,VCP,0.499
RFC2,DDB1,0.499
RFC2,PURA,0.578
RFC2,PCNA,0.995
RFC2,LIG1,0.499
RFC2,TERF1,0.499
RFC2,BRIP1,0.499
RFC2,UBE2L6,0.499
RFC2,BRCA1,0.739
RFC2,DSCC1,0.996
RFC2,ATM,0.499
RFC2,RBBP8,0.499
RFC2,NBN,0.499
RFC2,RFC3,0.999
RFC2,USP1,0.499
RFC2,SPRTN,0.63
RFC2,POLA2,0.577
RFC2,POLA1,0.499
RFC2,DTL,0.499
RFC2,POT1,0.499
RFC2,POLE3,0.499
RFC2,BLM,0.499
RFC2,PRKAR1A,0.484
RFC2,EXO1,0.543
RFC2,TOPBP1,0.662
RFC2,FEN1,0.623
RFC2,POLD4,0.499
RFC2,RPA3,0.6
RFC2,POLI,0.499
RFC2,WRN,0.499
RFC2,RFC1,0.999
RFC2,TINF2,0.499
RFC2,RFC5,0.999
RFC2,CHTF18,0.999
RFC2,CUL4B,0.499
RFC2,BRD4,0.457
RFC2,UBC,0.503
RFC2,RPA2,0.636
RFC2,RHNO1,0.499
RFC2,ATR,0.499
RFC2,DNA2,0.499
RFC2,REV3L,0.499
RFC2,TERF2,0.499
PPP1R3F,PPP1R15A,0.54
PPP1R3F,PPP1R3D,0.9
PPP1R3F,PPP1CC,0.939
PPP1R3F,LRRC43,0.54
PPP1R3F,PPP1R3E,0.9
PPP1R3F,PPP1R15B,0.54
PPP1R3F,SHOC2,0.54
PPP1R3F,LRRC46,0.54
PPP1R3F,PYGB,0.475
PPP1R3F,PPP1CB,0.914
PPP1R3F,PPP1CA,0.914
PPP1R3F,GYG2,0.442
PPP1R3F,PPP1R7,0.54
PPP1R3F,DYRK1A,0.457
PPP1R3F,PPP1R3C,0.9
PPP1R3F,PPP1R9B,0.54
PPP1R3F,NCK1,0.54
PPP1R3F,PPP1R3B,0.9
ARHGEF5,SHC1,0.652
ARHGEF5,EFHC2,0.591
ARHGEF5,RHOA,0.483
ARHGEF5,HSPBAP1,0.426
ARHGEF5,GRB2,0.656
NFE2L3,MAFF,0.528
NFE2L3,HCFC1,0.601
NFE2L3,MAFK,0.68
NFE2L3,MAFG,0.707
CLDN11,CLDN22,0.65
CLDN11,CLDN8,0.65
CLDN11,OCLN,0.876
CLDN11,CLDN19,0.65
CLDN11,CLDN15,0.65
CLDN11,CLDN23,0.65
CLDN11,CLDN1,0.65
CLDN11,PARD3,0.65
CLDN11,CLDN5,0.65
CLDN11,CLDN3,0.758
CLDN11,CLDN7,0.65
CLDN11,ESAM,0.65
CLDN11,TJP3,0.675
CLDN11,CLDN4,0.651
CLDN11,CLDN12,0.4
CLDN11,TJP1,0.956
CLDN11,CLDN10,0.65
FAM168A,POLR2B,0.479
FAM168A,WWP1,0.446
FAM168A,WBP2,0.422
FAM168A,UBASH3B,0.452
FAM168A,WWP2,0.608
FAM168A,AKT1,0.458
FAM168A,POLR2A,0.42
FAM168A,POLR2C,0.473
FAM168A,POLR2D,0.479
FAM168A,POLR2G,0.446
FAM168A,RECQL5,0.446
FAM168A,POLR2I,0.431
RELT,STK39,0.526
RELT,OXSR1,0.567
RELT,TRAF1,0.523
RELT,PIK3R3,0.592
RELT,TGFBR2,0.538
RELT,IL4R,0.42
PKP2,DSC3,0.763
PKP2,DSG2,0.976
PKP2,VIM,0.475
PKP2,NDEL1,0.408
PKP2,DSG3,0.625
PKP2,ARMC8,0.457
PKP2,MARK3,0.594
PKP2,POLR3A,0.517
PKP2,CECR2,0.42
PKP2,PHIP,0.42
PKP2,CDH2,0.421
PKP2,DSG1,0.67
PKP2,BRD8,0.42
PKP2,JUP,0.748
PKP2,CTNNB1,0.579
PKP2,PERP,0.499
PKP2,DSP,0.991
PKP2,GJA1,0.858
PKP2,DSC2,0.98
PKP2,TRIM66,0.42
PKP2,YWHAZ,0.422
PKP2,TAF1,0.42
YIPF1,YIPF6,0.618
INPP4A,INPP4B,0.9
STYK1,ERBB2,0.596
GNA11,GNAO1,0.54
GNA11,PLCB4,0.499
GNA11,PIK3R3,0.499
GNA11,GNAL,0.571
GNA11,PLCB2,0.499
GNA11,GNAZ,0.54
GNA11,GNAI2,0.54
GNA11,PLCB1,0.633
GNA11,GNB4,0.754
GNA11,CD81,0.558
GNA11,GRK5,0.536
GNA11,GNG5,0.659
GNA11,GNG4,0.674
GNA11,RGS4,0.499
GNA11,RGS1,0.501
GNA11,CMIP,0.42
GNA11,F2RL2,0.499
GNA11,GRK2,0.717
GNA11,GNB1,0.981
GNA11,GNAI1,0.54
GNA11,GNG7,0.595
GNA11,RGS2,0.579
GNA11,RGS5,0.499
GNA11,TRIO,0.499
GNA11,RGS18,0.499
GNA11,RGS19,0.499
GNA11,KALRN,0.499
GNA11,GNG12,0.595
GNA11,RGS16,0.499
GNA11,TBXA2R,0.716
GNA11,GNA15,0.622
GNA11,PIK3R2,0.499
GNA11,PIK3R1,0.525
GNA11,GNA14,0.579
GNA11,GNAI3,0.54
GNA11,HRAS,0.54
GNA11,GNA13,0.54
GNA11,SLC16A1,0.465
GNA11,RGS3,0.809
GNA11,GNG10,0.673
GNA11,GNAS,0.661
GNA11,PIK3CA,0.499
GNA11,GNG2,0.926
GNA11,RGS13,0.632
GNA11,RIC8A,0.415
GNA11,BTK,0.499
GNA11,SOS1,0.54
GNA11,PLCB3,0.499
GNA11,GNB2,0.745
GNA11,GNA12,0.54
GNA11,GNAQ,0.972
GNA11,GNG11,0.595
GNA11,GNB5,0.664
HDAC7,YWHAB,0.457
HDAC7,H2AZ2,0.65
HDAC7,H2BC5,0.653
HDAC7,KAT5,0.952
HDAC7,FOXA1,0.968
HDAC7,ESR1,0.605
HDAC7,CTNNB1,0.457
HDAC7,MEF2C,0.495
HDAC7,NCOR2,0.746
HDAC7,HDAC1,0.445
HDAC7,RUNX2,0.571
HDAC7,H2BC4,0.653
HDAC7,HDAC3,0.403
HDAC7,H2BC12,0.653
HDAC7,RBPJ,0.512
HDAC7,H2AC8,0.65
HDAC7,TBL1X,0.56
HDAC7,MACROH2A2,0.65
HDAC7,H2AC18,0.65
HDAC7,EGFR,0.564
HDAC7,YWHAQ,0.457
HDAC7,NCOR1,0.914
HDAC7,H2AC13,0.65
HDAC7,YWHAH,0.457
HDAC7,SNW1,0.499
HDAC7,H2BC21,0.653
HDAC7,BCL6,0.648
HDAC7,H2AX,0.65
HDAC7,HDAC4,0.517
HDAC7,H2AW,0.65
HDAC7,H2BS1,0.653
HDAC7,H2AC6,0.65
HDAC7,TBL1XR1,0.56
HDAC7,H2BC15,0.653
HDAC7,H2AC14,0.65
HDAC7,NRIP2,0.591
HDAC7,EP300,0.768
HDAC7,WDR73,0.467
HDAC7,H2AJ,0.65
HDAC7,RAC1,0.591
HDAC7,MACROH2A1,0.65
HDAC7,PML,0.457
