#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GNAI3	GRM1	9606.ENSP00000358867	9606.ENSP00000282753	0	0	0	0	0.052	0	0.900	0.066	0.903
GNAI3	GNAQ	9606.ENSP00000358867	9606.ENSP00000286548	0	0	0.066	0.937	0.073	0.081	0.540	0.412	0.745
GNAI3	KCNJ3	9606.ENSP00000358867	9606.ENSP00000295101	0	0	0	0	0	0	0.900	0.160	0.912
GNAI3	NOS3	9606.ENSP00000358867	9606.ENSP00000297494	0	0	0	0	0	0.073	0.900	0.069	0.906
GNAI3	ITPR1	9606.ENSP00000358867	9606.ENSP00000306253	0	0	0	0	0.042	0	0	0.442	0.443
GNAI3	PRKACA	9606.ENSP00000358867	9606.ENSP00000309591	0	0	0	0	0.068	0.071	0.650	0.188	0.721
GNAI3	PLCB1	9606.ENSP00000358867	9606.ENSP00000338185	0	0	0	0	0.091	0.067	0.900	0.263	0.929
GNAI3	KCNJ9	9606.ENSP00000358867	9606.ENSP00000357067	0	0	0	0	0	0	0.900	0.229	0.919
GNAI3	NRAS	9606.ENSP00000358867	9606.ENSP00000358548	0	0	0	0	0.162	0.129	0.900	0.127	0.927
GNAI3	ITPR2	9606.ENSP00000358867	9606.ENSP00000370744	0	0	0	0	0.044	0	0	0.435	0.437
GNAI3	HSP90AB1	9606.ENSP00000358867	9606.ENSP00000360609	0	0	0	0	0.060	0.094	0	0.458	0.498
GNAI3	SOS1	9606.ENSP00000358867	9606.ENSP00000384675	0	0	0	0	0.067	0	0.540	0.162	0.609
GNAI3	GNAS	9606.ENSP00000358867	9606.ENSP00000360141	0	0	0	0.885	0.057	0.092	0.540	0.156	0.623
GNAI3	PRKACG	9606.ENSP00000358867	9606.ENSP00000366488	0	0	0	0	0.055	0.071	0.650	0.190	0.718
GNAI3	PRKACB	9606.ENSP00000358867	9606.ENSP00000359719	0	0	0	0	0.061	0.071	0.650	0.229	0.733
GNAI3	KCNJ5	9606.ENSP00000358867	9606.ENSP00000433295	0	0	0	0	0	0	0.900	0.066	0.902
GNAI3	PIK3CD	9606.ENSP00000358867	9606.ENSP00000366563	0	0	0	0	0.042	0	0.900	0.073	0.903
GNAI3	KCNJ6	9606.ENSP00000358867	9606.ENSP00000477437	0	0	0	0	0	0	0.900	0.073	0.903
GNAI3	PIK3R1	9606.ENSP00000358867	9606.ENSP00000428056	0	0	0	0	0.042	0	0.900	0.142	0.910
GNAI3	SRC	9606.ENSP00000358867	9606.ENSP00000362680	0	0	0	0	0.049	0.088	0.900	0.094	0.911
GNAI3	OPRM1	9606.ENSP00000358867	9606.ENSP00000394624	0	0	0	0	0	0.125	0.900	0.071	0.911
GNAI3	PIK3CB	9606.ENSP00000358867	9606.ENSP00000501150	0	0	0	0	0.049	0	0.900	0.178	0.915
GNAI3	HRAS	9606.ENSP00000358867	9606.ENSP00000407586	0	0	0	0	0.067	0.129	0.900	0.182	0.924
GNAI3	PLCB3	9606.ENSP00000358867	9606.ENSP00000443631	0	0	0	0	0.098	0.067	0.900	0.319	0.935
GNAI3	PLCB4	9606.ENSP00000358867	9606.ENSP00000367762	0	0	0	0	0.091	0.067	0.900	0.514	0.953
GNAQ	PIK3R2	9606.ENSP00000286548	9606.ENSP00000222254	0	0	0	0	0.076	0	0.500	0.181	0.588
GNAQ	RARA	9606.ENSP00000286548	9606.ENSP00000254066	0	0	0	0	0.055	0.294	0	0.693	0.777
GNAQ	KRAS	9606.ENSP00000286548	9606.ENSP00000256078	0	0	0	0	0.062	0	0.900	0.612	0.960
GNAQ	PLCB2	9606.ENSP00000286548	9606.ENSP00000260402	0	0	0	0	0.048	0.314	0.900	0.919	0.994
GNAQ	PIK3R3	9606.ENSP00000286548	9606.ENSP00000262741	0	0	0	0	0.058	0	0.500	0.163	0.571
GNAQ	MAP2K2	9606.ENSP00000286548	9606.ENSP00000262948	0	0	0	0	0.044	0	0	0.410	0.411
GNAQ	MAPK3	9606.ENSP00000286548	9606.ENSP00000263025	0	0	0	0	0.131	0	0	0.580	0.619
GNAQ	PIK3CA	9606.ENSP00000286548	9606.ENSP00000263967	0	0	0	0	0.055	0.292	0.500	0.741	0.901
GNAQ	GRM1	9606.ENSP00000286548	9606.ENSP00000282753	0	0	0	0	0.042	0	0.900	0.985	0.998
GNAQ	RAF1	9606.ENSP00000286548	9606.ENSP00000401888	0	0	0	0	0.100	0	0	0.379	0.418
GNAQ	HSP90AB1	9606.ENSP00000286548	9606.ENSP00000360609	0	0	0	0	0.047	0	0	0.469	0.473
GNAQ	HSP90AA1	9606.ENSP00000286548	9606.ENSP00000335153	0	0	0	0	0.047	0	0	0.470	0.474
GNAQ	MAP2K1	9606.ENSP00000286548	9606.ENSP00000302486	0	0	0	0	0.049	0	0	0.570	0.573
GNAQ	GPER1	9606.ENSP00000286548	9606.ENSP00000380281	0	0	0	0	0	0	0	0.588	0.588
GNAQ	SOS1	9606.ENSP00000286548	9606.ENSP00000384675	0	0	0	0	0.061	0	0.540	0.202	0.625
GNAQ	PRKACG	9606.ENSP00000286548	9606.ENSP00000366488	0	0	0	0	0.052	0	0	0.626	0.630
GNAQ	PRKACB	9606.ENSP00000286548	9606.ENSP00000359719	0	0	0	0	0.072	0	0	0.626	0.638
GNAQ	PRKACA	9606.ENSP00000286548	9606.ENSP00000309591	0	0	0	0	0.072	0	0	0.626	0.638
GNAQ	POMC	9606.ENSP00000286548	9606.ENSP00000384092	0	0	0	0	0	0	0.500	0.376	0.674
GNAQ	GNAS	9606.ENSP00000286548	9606.ENSP00000360141	0	0	0.061	0.873	0.093	0.226	0.540	0.212	0.717
GNAQ	ITPR2	9606.ENSP00000286548	9606.ENSP00000370744	0	0	0	0	0.072	0.098	0.500	0.571	0.796
GNAQ	OPRM1	9606.ENSP00000286548	9606.ENSP00000394624	0	0	0	0	0	0.115	0.500	0.633	0.823
GNAQ	PIK3R1	9606.ENSP00000286548	9606.ENSP00000428056	0	0	0	0	0.072	0.292	0.500	0.608	0.854
GNAQ	SRC	9606.ENSP00000286548	9606.ENSP00000362680	0	0	0	0	0.057	0	0.500	0.728	0.860
GNAQ	ITPR1	9606.ENSP00000286548	9606.ENSP00000306253	0	0	0	0	0.048	0.098	0.500	0.754	0.880
GNAQ	ITPR3	9606.ENSP00000286548	9606.ENSP00000363435	0	0	0	0	0.042	0.098	0.500	0.788	0.896
GNAQ	HRAS	9606.ENSP00000286548	9606.ENSP00000407586	0	0	0	0	0.055	0.166	0.900	0.631	0.967
GNAQ	PLCB4	9606.ENSP00000286548	9606.ENSP00000367762	0	0	0	0	0.042	0.072	0.900	0.736	0.973
GNAQ	NRAS	9606.ENSP00000286548	9606.ENSP00000358548	0	0	0	0	0.057	0	0.900	0.747	0.974
GNAQ	PLCB1	9606.ENSP00000286548	9606.ENSP00000338185	0	0	0	0	0.060	0.555	0.900	0.985	0.999
GNAQ	PLCB3	9606.ENSP00000286548	9606.ENSP00000443631	0	0	0	0	0.047	0.903	0.900	0.990	0.999
GNAS	KRAS	9606.ENSP00000360141	9606.ENSP00000256078	0	0	0	0	0.044	0.142	0	0.767	0.792
GNAS	PIK3CA	9606.ENSP00000360141	9606.ENSP00000263967	0	0	0	0	0.042	0	0	0.697	0.697
GNAS	GRM1	9606.ENSP00000360141	9606.ENSP00000282753	0	0	0	0	0	0	0.900	0.093	0.905
GNAS	MAP2K1	9606.ENSP00000360141	9606.ENSP00000302486	0	0	0	0	0.049	0	0	0.396	0.401
GNAS	PRKACA	9606.ENSP00000360141	9606.ENSP00000309591	0	0	0	0	0.059	0	0.500	0.662	0.827
GNAS	NRAS	9606.ENSP00000360141	9606.ENSP00000358548	0	0	0	0	0.054	0.143	0	0.668	0.707
GNAS	PRKACB	9606.ENSP00000360141	9606.ENSP00000359719	0	0	0	0	0	0	0.500	0.663	0.824
GNAS	SHC1	9606.ENSP00000360141	9606.ENSP00000401303	0	0	0	0	0.042	0	0.500	0.050	0.505
GNAS	SOS1	9606.ENSP00000360141	9606.ENSP00000384675	0	0	0	0	0.047	0.093	0.540	0.159	0.621
GNAS	HRAS	9606.ENSP00000360141	9606.ENSP00000407586	0	0	0	0	0	0	0.540	0.609	0.812
GNAS	PRKACG	9606.ENSP00000360141	9606.ENSP00000366488	0	0	0	0	0	0	0.500	0.643	0.814
GNAS	POMC	9606.ENSP00000360141	9606.ENSP00000384092	0	0	0	0	0	0.507	0.500	0.592	0.890
GNAS	GPER1	9606.ENSP00000360141	9606.ENSP00000380281	0	0	0	0	0	0	0.900	0.227	0.919
GNAS	OPRM1	9606.ENSP00000360141	9606.ENSP00000394624	0	0	0	0	0.083	0.142	0.900	0.111	0.920
GNAS	SRC	9606.ENSP00000360141	9606.ENSP00000362680	0	0	0	0	0.042	0.071	0.900	0.425	0.942
GPER1	MAPK3	9606.ENSP00000380281	9606.ENSP00000263025	0	0	0	0	0.066	0	0	0.573	0.584
GPER1	NOS3	9606.ENSP00000380281	9606.ENSP00000297494	0	0	0	0	0.044	0	0	0.446	0.448
GPER1	PRKACA	9606.ENSP00000380281	9606.ENSP00000309591	0	0	0	0	0.059	0	0	0.553	0.561
GPER1	PGR	9606.ENSP00000380281	9606.ENSP00000325120	0	0	0	0	0.044	0	0	0.716	0.717
GPER1	PRKACB	9606.ENSP00000380281	9606.ENSP00000359719	0	0	0	0	0	0	0	0.552	0.552
GPER1	SRC	9606.ENSP00000380281	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.507	0.948
GPER1	PRKACG	9606.ENSP00000380281	9606.ENSP00000366488	0	0	0	0	0	0	0	0.552	0.552
GPER1	SHC1	9606.ENSP00000380281	9606.ENSP00000401303	0	0	0	0	0	0	0.500	0.300	0.635
GPER1	POMC	9606.ENSP00000380281	9606.ENSP00000384092	0	0	0	0	0.044	0	0.500	0.419	0.698
GPER1	OPRM1	9606.ENSP00000380281	9606.ENSP00000394624	0	0	0	0.650	0	0	0.500	0.486	0.732
GRB2	MAPK1	9606.ENSP00000376345	9606.ENSP00000215832	0	0	0	0	0.093	0	0.400	0.866	0.920
GRB2	SOS2	9606.ENSP00000376345	9606.ENSP00000216373	0	0	0	0	0.102	0.963	0.900	0.998	0.999
GRB2	MMP2	9606.ENSP00000376345	9606.ENSP00000219070	0	0	0	0	0.086	0	0	0.486	0.511
GRB2	PIK3R2	9606.ENSP00000376345	9606.ENSP00000222254	0	0	0	0.627	0.042	0.605	0.400	0.182	0.789
GRB2	HBEGF	9606.ENSP00000376345	9606.ENSP00000230990	0	0	0	0	0	0	0.400	0.348	0.592
GRB2	KRAS	9606.ENSP00000376345	9606.ENSP00000256078	0	0	0	0	0.093	0.450	0.500	0.758	0.931
GRB2	PIK3R3	9606.ENSP00000376345	9606.ENSP00000262741	0	0	0	0.613	0	0.338	0.400	0.202	0.655
GRB2	MAP2K2	9606.ENSP00000376345	9606.ENSP00000262948	0	0	0	0	0.085	0	0	0.680	0.695
GRB2	MAPK3	9606.ENSP00000376345	9606.ENSP00000263025	0	0	0	0	0.075	0	0.400	0.782	0.868
GRB2	PIK3CA	9606.ENSP00000376345	9606.ENSP00000263967	0	0	0	0	0	0.676	0.400	0.642	0.924
GRB2	SHC2	9606.ENSP00000376345	9606.ENSP00000264554	0	0	0	0.619	0.074	0.334	0.900	0.395	0.957
GRB2	NOS3	9606.ENSP00000376345	9606.ENSP00000297494	0	0	0	0	0	0	0	0.526	0.526
GRB2	MAP2K1	9606.ENSP00000376345	9606.ENSP00000302486	0	0	0	0	0.108	0	0	0.800	0.814
GRB2	ITPR1	9606.ENSP00000376345	9606.ENSP00000306253	0	0	0	0	0.042	0	0.500	0.251	0.610
GRB2	PRKACA	9606.ENSP00000376345	9606.ENSP00000309591	0	0	0	0	0.060	0	0	0.556	0.564
GRB2	SHC4	9606.ENSP00000376345	9606.ENSP00000329668	0	0	0	0	0.074	0.539	0.900	0.341	0.968
GRB2	PRKCD	9606.ENSP00000376345	9606.ENSP00000331602	0	0	0	0	0.129	0.066	0	0.554	0.605
GRB2	HSP90AA1	9606.ENSP00000376345	9606.ENSP00000335153	0	0	0	0	0.078	0.200	0.500	0.606	0.835
GRB2	NRAS	9606.ENSP00000376345	9606.ENSP00000358548	0	0	0	0	0.104	0.209	0.500	0.539	0.815
GRB2	PRKACB	9606.ENSP00000376345	9606.ENSP00000359719	0	0	0	0	0	0	0	0.559	0.559
GRB2	JUN	9606.ENSP00000376345	9606.ENSP00000360266	0	0	0	0	0	0	0	0.586	0.586
GRB2	HSP90AB1	9606.ENSP00000376345	9606.ENSP00000360609	0	0	0	0	0.098	0.224	0	0.551	0.658
GRB2	MMP9	9606.ENSP00000376345	9606.ENSP00000361405	0	0	0	0	0.063	0	0	0.396	0.411
GRB2	SRC	9606.ENSP00000376345	9606.ENSP00000362680	0	0	0	0.737	0.083	0.558	0.900	0.986	0.999
GRB2	ITPR3	9606.ENSP00000376345	9606.ENSP00000363435	0	0	0	0	0.042	0.124	0.500	0.453	0.740
GRB2	HSPA1B	9606.ENSP00000376345	9606.ENSP00000364801	0	0	0	0	0.067	0.336	0	0.127	0.412
GRB2	SHC3	9606.ENSP00000376345	9606.ENSP00000364995	0	0	0	0	0.087	0.129	0.900	0.866	0.987
GRB2	PRKACG	9606.ENSP00000376345	9606.ENSP00000366488	0	0	0	0	0	0	0	0.557	0.557
GRB2	PIK3CD	9606.ENSP00000376345	9606.ENSP00000366563	0	0	0	0	0.067	0	0.400	0.363	0.612
GRB2	ITPR2	9606.ENSP00000376345	9606.ENSP00000370744	0	0	0	0	0.047	0	0.500	0.076	0.521
GRB2	KRT18	9606.ENSP00000376345	9606.ENSP00000373489	0	0	0	0	0	0.124	0	0.429	0.479
GRB2	HSPA8	9606.ENSP00000376345	9606.ENSP00000437125	0	0	0	0	0.074	0.370	0	0.516	0.693
GRB2	TGFA	9606.ENSP00000376345	9606.ENSP00000404131	0	0	0	0	0	0	0.400	0.630	0.768
GRB2	PIK3CB	9606.ENSP00000376345	9606.ENSP00000501150	0	0	0	0	0.064	0.422	0.400	0.389	0.775
GRB2	RAF1	9606.ENSP00000376345	9606.ENSP00000401888	0	0	0	0	0.074	0.100	0	0.776	0.797
GRB2	HRAS	9606.ENSP00000376345	9606.ENSP00000407586	0	0	0	0	0.086	0.209	0.500	0.850	0.938
GRB2	PIK3R1	9606.ENSP00000376345	9606.ENSP00000428056	0	0	0	0	0.042	0.921	0.400	0.975	0.998
GRB2	SOS1	9606.ENSP00000376345	9606.ENSP00000384675	0	0	0	0	0.076	0.998	0.900	0.999	0.999
GRB2	SHC1	9606.ENSP00000376345	9606.ENSP00000401303	0	0	0	0	0.099	0.999	0.900	0.999	0.999
GRM1	MAPK1	9606.ENSP00000282753	9606.ENSP00000215832	0	0	0	0	0	0	0	0.415	0.415
GRM1	PLCB2	9606.ENSP00000282753	9606.ENSP00000260402	0	0	0	0	0.063	0	0.500	0.253	0.619
GRM1	MAPK3	9606.ENSP00000282753	9606.ENSP00000263025	0	0	0	0	0	0	0	0.548	0.548
GRM1	PRKCD	9606.ENSP00000282753	9606.ENSP00000331602	0	0	0	0	0	0	0	0.429	0.429
GRM1	PIK3R1	9606.ENSP00000282753	9606.ENSP00000428056	0	0	0	0	0	0	0	0.480	0.480
GRM1	PLCB4	9606.ENSP00000282753	9606.ENSP00000367762	0	0	0	0	0.082	0	0	0.510	0.531
GRM1	PLCB3	9606.ENSP00000282753	9606.ENSP00000443631	0	0	0	0	0.063	0	0.500	0.261	0.624
GRM1	SRC	9606.ENSP00000282753	9606.ENSP00000362680	0	0	0	0	0	0.356	0	0.487	0.655
GRM1	ITPR3	9606.ENSP00000282753	9606.ENSP00000363435	0	0	0	0	0.052	0.076	0	0.662	0.678
GRM1	PLCB1	9606.ENSP00000282753	9606.ENSP00000338185	0	0	0	0	0.093	0	0.500	0.452	0.729
GRM1	ITPR1	9606.ENSP00000282753	9606.ENSP00000306253	0	0	0	0	0.082	0.091	0	0.854	0.868
HBEGF	MMP2	9606.ENSP00000230990	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.419	0.939
HBEGF	PRKCD	9606.ENSP00000230990	9606.ENSP00000331602	0	0	0	0	0.042	0	0	0.429	0.430
HBEGF	PIK3R1	9606.ENSP00000230990	9606.ENSP00000428056	0	0	0	0	0	0	0.400	0.125	0.452
HBEGF	SOS1	9606.ENSP00000230990	9606.ENSP00000384675	0	0	0	0	0	0	0.400	0.198	0.498
HBEGF	MAPK3	9606.ENSP00000230990	9606.ENSP00000263025	0	0	0	0	0	0	0	0.510	0.510
HBEGF	PIK3CA	9606.ENSP00000230990	9606.ENSP00000263967	0	0	0	0	0	0	0.400	0.223	0.513
HBEGF	JUN	9606.ENSP00000230990	9606.ENSP00000360266	0	0	0	0	0.257	0	0	0.419	0.549
HBEGF	NRAS	9606.ENSP00000230990	9606.ENSP00000358548	0	0	0	0	0.044	0	0.500	0.193	0.580
HBEGF	HSP90AA1	9606.ENSP00000230990	9606.ENSP00000335153	0	0	0	0	0	0	0.500	0.199	0.582
HBEGF	HRAS	9606.ENSP00000230990	9606.ENSP00000407586	0	0	0	0	0.059	0	0.500	0.210	0.596
HBEGF	SHC1	9606.ENSP00000230990	9606.ENSP00000401303	0	0	0	0	0.042	0	0.400	0.370	0.606
HBEGF	KRAS	9606.ENSP00000230990	9606.ENSP00000256078	0	0	0	0	0	0	0.500	0.383	0.678
HBEGF	SRC	9606.ENSP00000230990	9606.ENSP00000362680	0	0	0	0	0.042	0	0.400	0.695	0.809
HBEGF	TGFA	9606.ENSP00000230990	9606.ENSP00000404131	0	0	0	0	0.067	0	0.400	0.864	0.917
HBEGF	MMP9	9606.ENSP00000230990	9606.ENSP00000361405	0	0	0	0	0.067	0	0.900	0.512	0.950
HRAS	MAPK1	9606.ENSP00000407586	9606.ENSP00000215832	0	0	0	0	0.056	0.098	0.900	0.783	0.979
HRAS	SOS2	9606.ENSP00000407586	9606.ENSP00000216373	0	0	0	0	0.065	0.157	0.900	0.798	0.981
HRAS	PIK3R2	9606.ENSP00000407586	9606.ENSP00000222254	0	0	0	0	0.059	0.065	0.900	0.305	0.930
HRAS	KRAS	9606.ENSP00000407586	9606.ENSP00000256078	0	0	0.050	0.981	0	0.883	0.900	0.411	0.992
HRAS	PIK3R3	9606.ENSP00000407586	9606.ENSP00000262741	0	0	0	0	0	0.065	0.900	0.232	0.922
HRAS	MAP2K2	9606.ENSP00000407586	9606.ENSP00000262948	0	0	0	0	0.062	0.163	0.900	0.641	0.968
HRAS	MAPK3	9606.ENSP00000407586	9606.ENSP00000263025	0	0	0	0	0.061	0.098	0.900	0.829	0.983
HRAS	PIK3CA	9606.ENSP00000407586	9606.ENSP00000263967	0	0	0	0	0.100	0.758	0.900	0.800	0.995
HRAS	SHC2	9606.ENSP00000407586	9606.ENSP00000264554	0	0	0	0	0.051	0	0.500	0.175	0.574
HRAS	NOS3	9606.ENSP00000407586	9606.ENSP00000297494	0	0	0	0	0	0	0	0.510	0.510
HRAS	MAP2K1	9606.ENSP00000407586	9606.ENSP00000302486	0	0	0	0	0.062	0.382	0.900	0.832	0.989
HRAS	PRKACA	9606.ENSP00000407586	9606.ENSP00000309591	0	0	0	0	0.076	0.129	0	0.352	0.433
HRAS	PRKCD	9606.ENSP00000407586	9606.ENSP00000331602	0	0	0	0	0.060	0.138	0.500	0.190	0.628
HRAS	HSP90AA1	9606.ENSP00000407586	9606.ENSP00000335153	0.042	0	0	0	0.055	0.126	0.500	0.614	0.819
HRAS	NRAS	9606.ENSP00000407586	9606.ENSP00000358548	0	0	0.050	0.981	0	0.330	0.900	0.059	0.932
HRAS	PRKACB	9606.ENSP00000407586	9606.ENSP00000359719	0	0	0	0	0.056	0.129	0	0.356	0.424
HRAS	JUN	9606.ENSP00000407586	9606.ENSP00000360266	0	0	0	0	0.067	0.181	0	0.733	0.778
HRAS	HSP90AB1	9606.ENSP00000407586	9606.ENSP00000360609	0.042	0	0	0	0.066	0.126	0	0.371	0.443
HRAS	MMP9	9606.ENSP00000407586	9606.ENSP00000361405	0	0	0	0	0	0	0	0.413	0.413
HRAS	SRC	9606.ENSP00000407586	9606.ENSP00000362680	0	0	0	0	0.102	0.496	0.900	0.891	0.994
HRAS	HSPA1B	9606.ENSP00000407586	9606.ENSP00000364801	0	0	0	0	0.056	0.053	0	0.446	0.462
HRAS	SHC3	9606.ENSP00000407586	9606.ENSP00000364995	0	0	0	0	0.056	0	0.500	0.114	0.545
HRAS	PRKACG	9606.ENSP00000407586	9606.ENSP00000366488	0	0	0	0	0.056	0.129	0	0.353	0.421
HRAS	PIK3CD	9606.ENSP00000407586	9606.ENSP00000366563	0	0	0	0	0.056	0.644	0.900	0.239	0.971
HRAS	SOS1	9606.ENSP00000407586	9606.ENSP00000384675	0	0	0	0	0.071	0.991	0.900	0.976	0.999
HRAS	SHC1	9606.ENSP00000407586	9606.ENSP00000401303	0	0	0	0	0.070	0	0.500	0.724	0.860
HRAS	RAF1	9606.ENSP00000407586	9606.ENSP00000401888	0	0	0	0	0.074	0.999	0.900	0.985	0.999
HRAS	TGFA	9606.ENSP00000407586	9606.ENSP00000404131	0	0	0	0	0	0	0.500	0.433	0.704
HRAS	PIK3CB	9606.ENSP00000407586	9606.ENSP00000501150	0	0	0	0	0.056	0.133	0.900	0.610	0.963
HRAS	PIK3R1	9606.ENSP00000407586	9606.ENSP00000428056	0	0	0	0	0	0.688	0.900	0.707	0.990
HSP90AA1	MAPK1	9606.ENSP00000335153	9606.ENSP00000215832	0	0	0	0	0.057	0.113	0.400	0.897	0.941
HSP90AA1	MMP2	9606.ENSP00000335153	9606.ENSP00000219070	0	0	0	0	0.068	0.292	0	0.765	0.831
HSP90AA1	PIK3R2	9606.ENSP00000335153	9606.ENSP00000222254	0	0	0	0	0.055	0.190	0	0.494	0.578
HSP90AA1	RARA	9606.ENSP00000335153	9606.ENSP00000254066	0	0	0	0	0.054	0.159	0	0.308	0.401
HSP90AA1	KRAS	9606.ENSP00000335153	9606.ENSP00000256078	0.042	0	0	0	0.056	0.207	0.500	0.570	0.818
HSP90AA1	MAP2K2	9606.ENSP00000335153	9606.ENSP00000262948	0	0	0	0	0.089	0.238	0	0.327	0.492
HSP90AA1	MAPK3	9606.ENSP00000335153	9606.ENSP00000263025	0	0	0	0	0.055	0.259	0.400	0.628	0.823
HSP90AA1	PIK3CA	9606.ENSP00000335153	9606.ENSP00000263967	0	0	0	0	0.049	0	0.500	0.686	0.837
HSP90AA1	NOS3	9606.ENSP00000335153	9606.ENSP00000297494	0	0	0	0	0	0.789	0.800	0.992	0.999
HSP90AA1	HSP90B1	9606.ENSP00000335153	9606.ENSP00000299767	0	0	0.086	0.909	0.317	0.236	0.900	0.121	0.950
HSP90AA1	MAP2K1	9606.ENSP00000335153	9606.ENSP00000302486	0	0	0	0	0.098	0.181	0	0.749	0.798
HSP90AA1	ITPR1	9606.ENSP00000335153	9606.ENSP00000306253	0	0	0	0	0.042	0	0	0.496	0.496
HSP90AA1	PRKACA	9606.ENSP00000335153	9606.ENSP00000309591	0	0	0	0	0.052	0.603	0	0.496	0.794
HSP90AA1	HSPA6	9606.ENSP00000335153	9606.ENSP00000310219	0	0.001	0	0	0.404	0.493	0	0.633	0.879
HSP90AA1	PGR	9606.ENSP00000335153	9606.ENSP00000325120	0	0	0	0	0.054	0.582	0.500	0.956	0.990
HSP90AA1	SP1	9606.ENSP00000335153	9606.ENSP00000329357	0	0	0	0	0.075	0.526	0	0.302	0.667
HSP90AA1	PRKCD	9606.ENSP00000335153	9606.ENSP00000331602	0	0	0	0	0.042	0.328	0	0.685	0.780
HSP90AA1	MMP9	9606.ENSP00000335153	9606.ENSP00000361405	0	0	0	0	0.051	0	0	0.484	0.489
HSP90AA1	NCOA3	9606.ENSP00000335153	9606.ENSP00000361066	0	0	0	0	0.064	0.062	0	0.494	0.517
HSP90AA1	KRT19	9606.ENSP00000335153	9606.ENSP00000355124	0	0	0	0	0.042	0.095	0	0.493	0.522
HSP90AA1	PRKACG	9606.ENSP00000335153	9606.ENSP00000366488	0	0	0	0	0.047	0.147	0	0.492	0.551
HSP90AA1	NCOA2	9606.ENSP00000335153	9606.ENSP00000399968	0	0	0	0	0.049	0.062	0	0.595	0.607
HSP90AA1	SOS1	9606.ENSP00000335153	9606.ENSP00000384675	0	0	0	0	0.067	0.071	0.500	0.240	0.627
HSP90AA1	SHC1	9606.ENSP00000335153	9606.ENSP00000401303	0	0	0	0	0.047	0.164	0.500	0.293	0.680
HSP90AA1	PRKACB	9606.ENSP00000335153	9606.ENSP00000359719	0	0	0	0	0.047	0.471	0	0.495	0.724
HSP90AA1	PIK3R1	9606.ENSP00000335153	9606.ENSP00000428056	0	0	0	0	0.043	0	0.500	0.593	0.788
HSP90AA1	JUN	9606.ENSP00000335153	9606.ENSP00000360266	0	0	0	0	0.062	0.165	0	0.763	0.798
HSP90AA1	NRAS	9606.ENSP00000335153	9606.ENSP00000358548	0.042	0	0	0	0.073	0.126	0.500	0.602	0.817
HSP90AA1	HSPA2	9606.ENSP00000335153	9606.ENSP00000378199	0	0.001	0	0	0.309	0.493	0.500	0.477	0.896
HSP90AA1	RAF1	9606.ENSP00000335153	9606.ENSP00000401888	0	0	0	0	0.054	0.941	0	0.766	0.985
HSP90AA1	HSPA1L	9606.ENSP00000335153	9606.ENSP00000364805	0	0.001	0	0	0.304	0.975	0.500	0.684	0.996
HSP90AA1	HSP90AB1	9606.ENSP00000335153	9606.ENSP00000360609	0	0	0.048	0.984	0.783	0.896	0.900	0.048	0.997
HSP90AA1	HSPA1B	9606.ENSP00000335153	9606.ENSP00000364801	0	0.001	0	0	0.367	0.868	0.500	0.964	0.998
HSP90AA1	SRC	9606.ENSP00000335153	9606.ENSP00000362680	0	0	0	0	0.042	0.799	0.800	0.994	0.999
HSP90AA1	HSPA8	9606.ENSP00000335153	9606.ENSP00000437125	0	0.001	0	0	0.725	0.884	0.500	0.999	0.999
HSP90AB1	MAPK1	9606.ENSP00000360609	9606.ENSP00000215832	0	0	0	0	0.057	0.113	0.400	0.672	0.813
HSP90AB1	MMP2	9606.ENSP00000360609	9606.ENSP00000219070	0	0	0	0	0.068	0	0	0.752	0.758
HSP90AB1	KRAS	9606.ENSP00000360609	9606.ENSP00000256078	0.042	0	0	0	0.055	0.207	0	0.551	0.635
HSP90AB1	MAP2K2	9606.ENSP00000360609	9606.ENSP00000262948	0	0	0	0	0.099	0.244	0	0.329	0.504
HSP90AB1	MAPK3	9606.ENSP00000360609	9606.ENSP00000263025	0	0	0	0	0.055	0.260	0.400	0.617	0.818
HSP90AB1	PIK3CA	9606.ENSP00000360609	9606.ENSP00000263967	0	0	0	0	0.043	0	0	0.638	0.639
HSP90AB1	NOS3	9606.ENSP00000360609	9606.ENSP00000297494	0	0	0	0	0	0.059	0.800	0.992	0.998
HSP90AB1	HSP90B1	9606.ENSP00000360609	9606.ENSP00000299767	0	0	0.076	0.929	0.215	0.074	0.900	0.414	0.953
HSP90AB1	MAP2K1	9606.ENSP00000360609	9606.ENSP00000302486	0	0	0	0	0.110	0.162	0	0.705	0.761
HSP90AB1	ITPR1	9606.ENSP00000360609	9606.ENSP00000306253	0	0	0	0	0.050	0	0	0.496	0.500
HSP90AB1	PRKACA	9606.ENSP00000360609	9606.ENSP00000309591	0	0	0	0	0.052	0.374	0	0.487	0.669
HSP90AB1	HSPA6	9606.ENSP00000360609	9606.ENSP00000310219	0	0.002	0	0	0.392	0.314	0	0.755	0.889
HSP90AB1	PGR	9606.ENSP00000360609	9606.ENSP00000325120	0	0	0	0	0.054	0.177	0.500	0.950	0.978
