ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
209614_at,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125,2.71e-09,1.74e-10,-8.45,13.7101,-3.35758
1555814_a_at,RHOA,ras homolog family member A,387,2.8e-09,1.81e-10,8.44,13.673,4.61456
211685_s_at,NCALD,neurocalcin delta,83988,2.97e-09,1.94e-10,-8.42,13.6067,-3.54207
228051_at,ARFGEF3,ARFGEF family member 3,57221,3.15e-09,2.07e-10,8.4,13.5412,3.02345
219295_s_at,PCOLCE2,procollagen C-endopeptidase enhancer 2,26577,3.21e-09,2.12e-10,-8.39,13.5169,-4.91873
226147_s_at,PIGR,polymeric immunoglobulin receptor,5284,3.26e-09,2.16e-10,-8.38,13.4996,-7.8782
208925_at,CLDND1,claudin domain containing 1,56650,3.29e-09,2.19e-10,8.38,13.4855,3.42873
204401_at,KCNN4,potassium calcium-activated channel subfamily N member 4,3783,3.54e-09,2.38e-10,-8.35,13.4012,-3.45715
201104_x_at,NBPF25P,"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 14",101929780,3.55e-09,2.39e-10,8.35,13.3972,3.13686
224250_s_at,SECISBP2,SECIS binding protein 2,79048,3.62e-09,2.45e-10,8.34,13.3722,3.24341
1553678_a_at,ITGB1,integrin subunit beta 1,3688,3.63e-09,2.46e-10,8.34,13.3667,3.43881
1567628_at,CD74,CD74 molecule,972,3.91e-09,2.67e-10,8.31,13.2849,3.36007
210830_s_at,PON2,paraoxonase 2,5445,3.95e-09,2.71e-10,8.31,13.2698,3.47151
230378_at,SCGB3A1,secretoglobin family 3A member 1,92304,4.12e-09,2.86e-10,-8.29,13.2179,-5.59413
218678_at,NES,nestin,10763,4.53e-09,3.21e-10,-8.26,13.1045,-3.13139
201908_at,DVL3,dishevelled segment polarity protein 3,1857,4.57e-09,3.24e-10,8.25,13.0951,3.1281
213900_at,FAM189A2,family with sequence similarity 189 member A2,9413,4.71e-09,3.35e-10,-8.24,13.0599,-3.81864
202350_s_at,LOC100506558,uncharacterized LOC100506558///matrilin 2,100506558,4.73e-09,3.37e-10,-8.24,13.0548,-4.28107
224061_at,INMT,indolethylamine N-methyltransferase,11185,4.82e-09,3.45e-10,-8.23,13.0318,-3.5048
202952_s_at,ADAM12,ADAM metallopeptidase domain 12,8038,4.93e-09,3.54e-10,8.22,13.0053,3.88666
223468_s_at,RGMA,repulsive guidance molecule family member a,56963,4.99e-09,3.59e-10,-8.22,12.9926,-3.0184
208186_s_at,LIPE,"lipase E, hormone sensitive type",3991,5.07e-09,3.65e-10,-8.21,12.9754,-3.16785
222717_at,SDPR,serum deprivation response,8436,5.68e-09,4.18e-10,-8.17,12.8405,-4.32334
215236_s_at,PICALM,phosphatidylinositol binding clathrin assembly protein,8301,5.72e-09,4.22e-10,8.17,12.8317,3.71605
210338_s_at,SNORD14D,"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8",85390,5.74e-09,4.23e-10,8.17,12.8277,3.38372
210084_x_at,TPSAB1,tryptase alpha/beta 1,7177,5.76e-09,4.25e-10,8.17,12.823,4.72376
201386_s_at,DHX15,DEAH-box helicase 15,1665,6.46e-09,4.86e-10,8.12,12.6889,3.40393
201367_s_at,ZFP36L2,ZFP36 ring finger protein like 2,678,6.67e-09,5.06e-10,8.11,12.6489,3.65681
202022_at,ALDOC,"aldolase, fructose-bisphosphate C",230,6.78e-09,5.17e-10,-8.1,12.6287,-3.14077
214552_s_at,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",9135,7.21e-09,5.56e-10,8.08,12.5556,3.20133
213315_x_at,CXorf40A,chromosome X open reading frame 40A,91966,7.36e-09,5.71e-10,8.07,12.5293,3.10859
228588_s_at,UBE2B,ubiquitin conjugating enzyme E2 B,7320,7.42e-09,5.79e-10,8.07,12.5163,3.29018
206243_at,TIMP4,TIMP metallopeptidase inhibitor 4,7079,7.6e-09,5.95e-10,-8.06,12.4885,-4.8754
207175_at,ADIPOQ,"adiponectin, C1Q and collagen domain containing",9370,7.6e-09,5.96e-10,-8.06,12.4873,-6.95697
228123_s_at,ABHD12,abhydrolase domain containing 12,26090,7.66e-09,6.01e-10,8.06,12.4789,3.03953
235003_at,UHMK1,U2AF homology motif (UHM) kinase 1,127933,7.73e-09,6.08e-10,8.05,12.4668,3.70728
209457_at,DUSP5,dual specificity phosphatase 5,1847,8.45e-09,6.79e-10,8.02,12.3573,3.98704
1554574_a_at,CYB5R3,cytochrome b5 reductase 3,1727,8.56e-09,6.89e-10,8.01,12.3423,3.49649
201291_s_at,TOP2A,topoisomerase (DNA) II alpha,7153,8.67e-09,6.99e-10,8.01,12.3274,3.76706
236044_at,PLPP4,phospholipid phosphatase 4,196051,9.5e-09,7.78e-10,7.97,12.2212,4.22785
209696_at,FBP1,fructose-bisphosphatase 1,2203,9.85e-09,8.16e-10,7.96,12.1739,3.10307
200806_s_at,HSPD1,heat shock protein family D (Hsp60) member 1,3329,1.02e-08,8.49e-10,7.95,12.1349,3.01061
235978_at,FABP4,fatty acid binding protein 4,2167,1.02e-08,8.52e-10,-7.94,12.1309,-5.22784
212937_s_at,COL6A1,collagen type VI alpha 1 chain,1291,1.02e-08,8.52e-10,7.94,12.1307,3.30925
227443_at,LURAP1L,leucine rich adaptor protein 1 like,286343,1.06e-08,8.88e-10,7.93,12.0898,3.18514
205913_at,PLIN1,perilipin 1,5346,1.07e-08,9e-10,-7.93,12.0765,-5.63314
235371_at,GXYLT2,glucoside xylosyltransferase 2,727936,1.1e-08,9.24e-10,7.92,12.05,4.86651
213661_at,PAMR1,peptidase domain containing associated with muscle regeneration 1,25891,1.12e-08,9.49e-10,-7.91,12.024,-3.40703
226237_at,COL8A1,collagen type VIII alpha 1 chain,1295,1.15e-08,9.75e-10,7.9,11.9965,4.34072
208579_x_at,H2BFS,H2B histone family member S,54145,1.16e-08,9.85e-10,7.9,11.9862,4.47732
216474_x_at,TPSB2,tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1,64499,1.16e-08,9.87e-10,7.9,11.984,4.76616
228658_at,MIAT,myocardial infarction associated transcript (non-protein coding),440823,1.16e-08,9.93e-10,7.9,11.9782,3.88762
60794_f_at,ZNF814,zinc finger protein 814,730051,1.22e-08,1.05e-09,7.88,11.9228,3.22579
205422_s_at,ITGBL1,integrin subunit beta like 1,9358,1.36e-08,1.19e-09,7.84,11.7977,3.36577
210978_s_at,TAGLN2,transgelin 2,8407,1.38e-08,1.22e-09,7.83,11.7769,3.32828
211864_s_at,MYOF,myoferlin,26509,1.45e-08,1.29e-09,7.81,11.7153,3.74666
238066_at,RBP7,retinol binding protein 7,116362,1.45e-08,1.3e-09,-7.81,11.7127,-4.19946
52651_at,COL8A2,collagen type VIII alpha 2 chain,1296,1.48e-08,1.32e-09,7.81,11.6943,3.22129
222155_s_at,SLC52A2,solute carrier family 52 member 2,79581,1.74e-08,1.6e-09,7.74,11.5022,3.20302
225827_at,AGO2,"argonaute 2, RISC catalytic component",27161,1.93e-08,1.81e-09,7.71,11.3815,3.00784
202902_s_at,CTSS,cathepsin S,1520,2.03e-08,1.93e-09,7.69,11.3162,3.24756
228030_at,RBM6,RNA binding motif protein 6,10180,2.03e-08,1.94e-09,7.69,11.3134,4.04984
218237_s_at,SLC38A1,solute carrier family 38 member 1,81539,2.05e-08,1.95e-09,7.68,11.3048,4.01681
214290_s_at,HIST2H2AA4,"histone cluster 2, H2aa4///histone cluster 2, H2aa3",723790,2.12e-08,2.04e-09,7.67,11.2636,3.91584
1556474_a_at,LOC285097,uncharacterized FLJ38379,285097,2.13e-08,2.05e-09,7.67,11.2587,4.79792
204114_at,NID2,nidogen 2,22795,2.22e-08,2.14e-09,7.65,11.2151,3.18816
213524_s_at,G0S2,G0/G1 switch 2,50486,2.28e-08,2.21e-09,-7.64,11.1838,-4.74761
220386_s_at,EML4,echinoderm microtubule associated protein like 4,27436,2.34e-08,2.27e-09,7.63,11.1542,3.05688
206850_at,RASL10A,RAS like family 10 member A,10633,2.89e-08,2.89e-09,-7.56,10.916,-3.31561
244745_at,RERG,RAS like estrogen regulated growth inhibitor,85004,2.92e-08,2.92e-09,7.56,10.905,3.26244
208451_s_at,C4B_2,"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)",100293534,2.93e-08,2.93e-09,7.56,10.902,3.2521
228186_s_at,RSPO3,R-spondin 3,84870,3.02e-08,3.03e-09,-7.54,10.8671,-4.17817
201540_at,FHL1,four and a half LIM domains 1,2273,3.08e-08,3.11e-09,-7.54,10.8432,-3.0081
205624_at,CPA3,carboxypeptidase A3,1359,3.17e-08,3.21e-09,7.53,10.8096,4.67913
202545_at,PRKCD,protein kinase C delta,5580,3.41e-08,3.5e-09,7.5,10.7243,3.09154
205862_at,GREB1,growth regulation by estrogen in breast cancer 1,9687,3.41e-08,3.51e-09,7.5,10.7216,3.73933
1558111_at,MBNL1,muscleblind like splicing regulator 1,4154,3.49e-08,3.6e-09,7.49,10.6956,3.15673
225424_at,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",57678,3.55e-08,3.68e-09,-7.48,10.6744,-3.48655
225436_at,ABHD17C,abhydrolase domain containing 17C,58489,3.68e-08,3.82e-09,7.47,10.6363,3.03854
209791_at,PADI2,peptidyl arginine deiminase 2,11240,3.7e-08,3.85e-09,-7.47,10.6298,-3.43625
202708_s_at,HIST2H2BE,"histone cluster 2, H2be",8349,4.05e-08,4.28e-09,7.44,10.5244,4.03657
205044_at,GABRP,gamma-aminobutyric acid type A receptor pi subunit,2568,4.42e-08,4.76e-09,-7.4,10.4185,-5.61396
216950_s_at,FCGR1CP,"Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia",100132417,4.58e-08,4.97e-09,7.39,10.3758,3.06927
205752_s_at,GSTM5,glutathione S-transferase mu 5,2949,4.9e-08,5.39e-09,-7.36,10.2954,-3.64912
227826_s_at,SORBS2,sorbin and SH3 domain containing 2,8470,5.14e-08,5.68e-09,-7.35,10.2427,-3.33615
1556364_at,ADAMTS9-AS2,ADAMTS9 antisense RNA 2,100507098,5.39e-08,5.99e-09,-7.33,10.1903,-3.05098
202988_s_at,RGS1,regulator of G-protein signaling 1,5996,5.55e-08,6.2e-09,7.32,10.1561,4.05191
220038_at,C8orf44-SGK3,C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3,100533105,5.7e-08,6.38e-09,7.31,10.1276,3.33175
210387_at,HIST1H2BJ,"histone cluster 1, H2bj///histone cluster 1, H2bg",8970,5.7e-08,6.39e-09,7.31,10.1257,5.19869
222904_s_at,TMC5,transmembrane channel like 5,79838,5.92e-08,6.68e-09,7.3,10.0818,4.04316
208383_s_at,PCK1,phosphoenolpyruvate carboxykinase 1,5105,6.19e-08,7.04e-09,-7.28,10.0302,-3.46678
202829_s_at,VAMP7,vesicle associated membrane protein 7,6845,6.34e-08,7.26e-09,7.27,9.99897,3.03715
219795_at,SLC6A14,solute carrier family 6 member 14,11254,6.46e-08,7.41e-09,-7.27,9.97817,-3.59213
219342_at,CASD1,CAS1 domain containing 1,64921,6.79e-08,7.83e-09,7.25,9.92381,3.22075
226311_at,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,9509,7.13e-08,8.28e-09,7.23,9.86857,3.03716
220625_s_at,ELF5,E74 like ETS transcription factor 5,2001,7.25e-08,8.44e-09,-7.22,9.84906,-5.68175
203953_s_at,CLDN3,claudin 3,1365,7.48e-08,8.73e-09,7.21,9.8157,4.01397
202912_at,ADM,adrenomedullin,133,7.59e-08,8.88e-09,-7.21,9.79811,-3.22347
207980_s_at,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370,7.7e-08,9.03e-09,7.2,9.78158,3.48833
211494_s_at,SLC4A4,solute carrier family 4 member 4,8671,7.84e-08,9.22e-09,-7.2,9.76102,-3.30641
213135_at,TIAM1,T-cell lymphoma invasion and metastasis 1,7074,8.18e-08,9.67e-09,7.18,9.71351,3.10916
1568765_at,SERPINE1,serpin family E member 1,5054,8.19e-08,9.69e-09,7.18,9.71209,3.55658
209772_s_at,CD24,CD24 molecule,100133941,9.55e-08,1.15e-08,7.13,9.53976,3.27811
209875_s_at,SPP1,secreted phosphoprotein 1,6696,9.8e-08,1.19e-08,7.12,9.50877,3.95794
212768_s_at,OLFM4,olfactomedin 4,10562,1.01e-07,1.23e-08,-7.11,9.47271,-3.28192
223551_at,PKIB,"protein kinase (cAMP-dependent, catalytic) inhibitor beta",5570,1.01e-07,1.24e-08,7.11,9.46994,4.20263
205225_at,ESR1,estrogen receptor 1,2099,1.06e-07,1.29e-08,7.09,9.42384,3.53378
218039_at,NUSAP1,nucleolar and spindle associated protein 1,51203,1.08e-07,1.33e-08,7.08,9.39973,3.26868
209173_at,AGR2,"anterior gradient 2, protein disulphide isomerase family member",10551,1.1e-07,1.36e-08,7.08,9.37452,3.24912
209763_at,CHRDL1,chordin like 1,91851,1.16e-07,1.44e-08,-7.06,9.32103,-5.22298
1555229_a_at,C1S,"complement component 1, s subcomponent",716,1.17e-07,1.45e-08,7.06,9.30808,4.94174
209911_x_at,HIST1H2BD,"histone cluster 1, H2bd",3017,1.19e-07,1.48e-08,7.05,9.28922,3.90987
1556427_s_at,LRRN4CL,LRRN4 C-terminal like,221091,1.25e-07,1.57e-08,-7.03,9.23155,-3.80101
201340_s_at,ENC1,ectodermal-neural cortex 1,8507,1.38e-07,1.76e-08,7,9.11898,3.02541
229310_at,KLHL29,kelch like family member 29,114818,1.51e-07,1.95e-08,-6.96,9.01673,-3.22191
208546_x_at,HIST1H2BH,"histone cluster 1, H2bh",8345,1.68e-07,2.21e-08,6.93,8.89467,3.37635
243349_at,KIAA1324,KIAA1324,57535,1.72e-07,2.26e-08,6.92,8.87155,3.05269
1553622_a_at,FSIP1,fibrous sheath interacting protein 1,161835,1.91e-07,2.53e-08,6.88,8.75659,4.69815
204103_at,CCL4,C-C motif chemokine ligand 4,6351,1.95e-07,2.6e-08,6.88,8.73068,3.05852
243495_s_at,ZNF652,zinc finger protein 652,22834,2.34e-07,3.22e-08,6.81,8.51922,3.90467
224327_s_at,DGAT2,diacylglycerol O-acyltransferase 2,84649,2.36e-07,3.25e-08,-6.81,8.50989,-4.25745
223092_at,ANKH,ANKH inorganic pyrophosphate transport regulator,56172,2.41e-07,3.32e-08,6.8,8.48725,3.00075
203021_at,SLPI,secretory leukocyte peptidase inhibitor,6590,2.41e-07,3.33e-08,-6.8,8.48515,-3.72937
203504_s_at,ABCA1,ATP binding cassette subfamily A member 1,19,2.49e-07,3.45e-08,6.79,8.45154,3.09874
211737_x_at,PTN,pleiotrophin,5764,2.64e-07,3.68e-08,-6.77,8.38565,-3.651
201858_s_at,SRGN,serglycin,5552,2.75e-07,3.85e-08,6.76,8.34267,3.65203
201149_s_at,TIMP3,TIMP metallopeptidase inhibitor 3,7078,3.02e-07,4.29e-08,6.72,8.23413,3.98799
87100_at,ABHD2,abhydrolase domain containing 2,11057,3.04e-07,4.32e-08,6.72,8.2273,3.20864
202357_s_at,CFB,complement factor B,629,3.14e-07,4.48e-08,6.71,8.19066,3.0345
227722_at,RPS23,ribosomal protein S23,6228,3.2e-07,4.58e-08,6.7,8.169,3.06053
218398_at,MRPS30,mitochondrial ribosomal protein S30,10884,3.55e-07,5.14e-08,6.67,8.05371,3.76477
213844_at,HOXA5,homeobox A5,3202,3.68e-07,5.36e-08,-6.65,8.01388,-4.09832
218468_s_at,GREM1,"gremlin 1, DAN family BMP antagonist",26585,3.82e-07,5.57e-08,6.64,7.9745,3.73311
212671_s_at,LOC100509457,"HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 2///major histocompatibility complex, class II, DQ alpha 1",100509457,3.85e-07,5.62e-08,6.64,7.96551,3.73762
209823_x_at,LOC101060835,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1",101060835,4.01e-07,5.9e-08,6.62,7.91696,3.06749
223623_at,C2orf40,chromosome 2 open reading frame 40,84417,4.01e-07,5.91e-08,-6.62,7.91628,-5.2183
205321_at,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,1968,4.21e-07,6.24e-08,6.61,7.86263,3.54773
214414_x_at,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040,4.29e-07,6.37e-08,-6.6,7.84117,-3.76876
244276_at,KLB,klotho beta,152831,4.38e-07,6.53e-08,-6.59,7.81776,-3.17399
225116_at,HIPK2,homeodomain interacting protein kinase 2,28996,4.57e-07,6.86e-08,6.58,7.76819,3.3126
201123_s_at,EIF5A,eukaryotic translation initiation factor 5A,1984,4.6e-07,6.92e-08,6.57,7.75969,5.03808
204285_s_at,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,5366,4.61e-07,6.95e-08,6.57,7.75523,3.37425
221795_at,NTRK2,neurotrophic receptor tyrosine kinase 2,4915,4.8e-07,7.26e-08,-6.56,7.71182,-4.4104
220065_at,TNMD,tenomodulin,64102,4.98e-07,7.59e-08,-6.55,7.66769,-3.03479
211726_s_at,FMO2,flavin containing monooxygenase 2,2327,5.04e-07,7.7e-08,-6.54,7.65424,-3.6802
227742_at,CLIC6,chloride intracellular channel 6,54102,5.04e-07,7.7e-08,6.54,7.65379,5.92183
208078_s_at,SIK1,salt inducible kinase 1,150094,5.43e-07,8.38e-08,6.52,7.57017,3.63004
207414_s_at,LOC100507472,uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6,100507472,5.47e-07,8.45e-08,6.51,7.56188,3.13079
204364_s_at,REEP1,receptor accessory protein 1,65055,6.03e-07,9.41e-08,6.48,7.45503,3.79196
224027_at,CCL28,C-C motif chemokine ligand 28,56477,6.08e-07,9.51e-08,-6.48,7.4443,-4.35875
228821_at,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",84620,6.33e-07,9.95e-08,6.46,7.39936,3.35582
209101_at,CTGF,connective tissue growth factor,1490,6.69e-07,1.06e-07,6.44,7.3372,3.55391
204533_at,CXCL10,C-X-C motif chemokine ligand 10,3627,6.85e-07,1.09e-07,6.44,7.31092,4.69862
219179_at,DACT1,dishevelled binding antagonist of beta catenin 1,51339,6.88e-07,1.09e-07,6.43,7.30538,3.15114
217889_s_at,CYBRD1,cytochrome b reductase 1,79901,7.03e-07,1.12e-07,6.43,7.28203,3.17316
204734_at,KRT15,keratin 15,3866,7.42e-07,1.19e-07,-6.41,7.222,-4.71224
201820_at,KRT5,keratin 5,3852,8.36e-07,1.36e-07,-6.37,7.08738,-4.31136
210764_s_at,CYR61,cysteine rich angiogenic inducer 61,3491,8.9e-07,1.47e-07,6.34,7.01428,3.77566
230748_at,SLC16A6,solute carrier family 16 member 6,9120,9.1e-07,1.5e-07,6.34,6.98979,3.6798
214598_at,CLDN8,claudin 8,9073,1.03e-06,1.73e-07,-6.29,6.85397,-3.79384
209616_s_at,LOC100653057,liver carboxylesterase 1-like///carboxylesterase 1,100653057,1.03e-06,1.73e-07,-6.29,6.85108,-3.86793
209189_at,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",2353,1.11e-06,1.88e-07,6.27,6.77022,4.92071
224856_at,FKBP5,FK506 binding protein 5,2289,1.18e-06,2.01e-07,6.25,6.70276,3.02781
209160_at,AKR1C3,"aldo-keto reductase family 1, member C3",8644,1.36e-06,2.36e-07,-6.2,6.54264,-3.19622
204379_s_at,FGFR3,fibroblast growth factor receptor 3,2261,1.55e-06,2.75e-07,6.15,6.39136,3.77168
221295_at,CIDEA,cell death-inducing DFFA-like effector a,1149,1.62e-06,2.87e-07,-6.14,6.34826,-3.33366
205991_s_at,PRRX1,paired related homeobox 1,5396,1.66e-06,2.97e-07,6.13,6.3176,3.05951
202965_s_at,CAPN6,calpain 6,827,1.82e-06,3.28e-07,-6.1,6.21863,-3.10243
217232_x_at,HBB,hemoglobin subunit beta,3043,2.06e-06,3.77e-07,-6.05,6.07993,-3.33638
208527_x_at,HIST1H2BE,"histone cluster 1, H2be",8344,2.06e-06,3.77e-07,6.05,6.07954,3.01125
205157_s_at,KRT17,keratin 17///junction plakoglobin,3872,2.1e-06,3.86e-07,-6.05,6.05644,-3.14704
227081_at,DNALI1,dynein axonemal light intermediate chain 1,7802,2.36e-06,4.4e-07,6.01,5.92696,3.16035
209773_s_at,RRM2,ribonucleotide reductase regulatory subunit M2,6241,2.47e-06,4.65e-07,5.99,5.87169,3.42856
229975_at,BMPR1B,bone morphogenetic protein receptor type 1B,658,2.58e-06,4.88e-07,5.97,5.82429,5.89686
205696_s_at,GFRA1,GDNF family receptor alpha 1,2674,2.81e-06,5.36e-07,5.95,5.73262,4.40429
223828_s_at,LGALS12,galectin 12,85329,3.2e-06,6.21e-07,-5.9,5.5865,-3.078
231240_at,DIO2,"deiodinase, iodothyronine, type II",1734,3.76e-06,7.43e-07,5.85,5.40895,3.90317
227803_at,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative),59084,4.13e-06,8.28e-07,5.81,5.30171,3.33323
212551_at,CAP2,"CAP, adenylate cyclase-associated protein, 2 (yeast)",10486,4.15e-06,8.33e-07,5.81,5.29601,3.06919
220340_at,GREB1L,growth regulation by estrogen in breast cancer 1 like,80000,4.3e-06,8.67e-07,5.8,5.25722,3.17552
213664_at,SLC1A1,solute carrier family 1 member 1,6505,5.24e-06,1.08e-06,5.73,5.03823,4.45859
204006_s_at,FCGR3B,Fc fragment of IgG receptor IIIb///Fc fragment of IgG receptor IIIa,2215,5.34e-06,1.11e-06,5.72,5.01616,3.56399
229160_at,MUM1L1,MUM1 like 1,139221,5.77e-06,1.21e-06,5.7,4.92714,3.3257
1552477_a_at,IRF6,interferon regulatory factor 6,3664,5.91e-06,1.24e-06,5.69,4.90193,3.03864
228648_at,LRG1,leucine rich alpha-2-glycoprotein 1,116844,6.02e-06,1.27e-06,5.68,4.88087,3.10567
205552_s_at,OAS1,2'-5'-oligoadenylate synthetase 1,4938,6.67e-06,1.42e-06,5.65,4.76905,3.301
1555725_a_at,RGS5,regulator of G-protein signaling 5,8490,7.52e-06,1.63e-06,5.6,4.63419,3.18481
203354_s_at,PSD3,pleckstrin and Sec7 domain containing 3,23362,8.45e-06,1.87e-06,5.56,4.4993,4.24679
212741_at,MAOA,monoamine oxidase A,4128,9.25e-06,2.06e-06,-5.53,4.40159,-3.76361
205828_at,MMP3,matrix metallopeptidase 3,4314,9.81e-06,2.21e-06,5.51,4.3357,3.59576
205498_at,GHR,growth hormone receptor,2690,1.05e-05,2.39e-06,-5.49,4.25762,-3.19771
206227_at,CILP,cartilage intermediate layer protein,8483,1.26e-05,2.93e-06,5.42,4.05515,4.09753
236293_at,RHOH,ras homolog family member H,399,1.27e-05,2.96e-06,5.42,4.04589,3.33203
227450_at,ERP27,endoplasmic reticulum protein 27,121506,1.38e-05,3.24e-06,5.39,3.95643,3.98404
209351_at,KRT14,keratin 14,3861,1.55e-05,3.67e-06,-5.35,3.83343,-4.58054
204719_at,ABCA8,ATP binding cassette subfamily A member 8,10351,1.89e-05,4.59e-06,-5.28,3.61359,-3.6771
223864_at,ANKRD30A,ankyrin repeat domain 30A,91074,2.08e-05,5.09e-06,5.25,3.51187,4.72931
204971_at,CSTA,cystatin A,1475,2.2e-05,5.44e-06,-5.23,3.4478,-3.12923
204624_at,ATP7B,ATPase copper transporting beta,540,2.6e-05,6.55e-06,5.17,3.26394,3.09395
232277_at,SLC28A3,solute carrier family 28 member 3,64078,2.61e-05,6.57e-06,-5.17,3.26102,-3.37906
225165_at,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B,84152,3.34e-05,8.68e-06,-5.09,2.98799,-3.53982
219197_s_at,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",57758,3.91e-05,1.04e-05,5.03,2.81525,3.25972
205392_s_at,CCL15-CCL14,CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14,348249,4.05e-05,1.07e-05,-5.02,2.77888,-3.20854
204537_s_at,MIR452,microRNA 452///microRNA 224///gamma-aminobutyric acid type A receptor epsilon subunit,574412,5.13e-05,1.4e-05,-4.94,2.5196,-3.34481
230418_s_at,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16,57452,5.13e-05,1.4e-05,-4.94,2.51812,-3.77907
204304_s_at,PROM1,prominin 1,8842,6.32e-05,1.76e-05,-4.87,2.293,-4.19754
204351_at,S100P,S100 calcium binding protein P,6286,6.54e-05,1.84e-05,4.85,2.25402,3.82086
203915_at,CXCL9,C-X-C motif chemokine ligand 9,4283,7.93e-05,2.27e-05,4.79,2.04569,4.0775
1555989_at,DAAM1,dishevelled associated activator of morphogenesis 1,23002,8.96e-05,2.61e-05,4.74,1.90962,3.34569
1553434_at,CYP4Z2P,"cytochrome P450 family 4 subfamily Z member 2, pseudogene",163720,9.74e-05,2.86e-05,4.71,1.82084,3.79177
209560_s_at,DLK1,delta like non-canonical Notch ligand 1,8788,9.86e-05,2.9e-05,-4.71,1.80629,-4.40571
229476_s_at,THRSP,thyroid hormone responsive,7069,9.95e-05,2.93e-05,-4.71,1.7974,-4.27926
232164_s_at,EPPK1,epiplakin 1,83481,0.000103,3.03e-05,4.69,1.7628,3.12531
216491_x_at,IGHM,immunoglobulin heavy constant mu,3507,0.000103,3.06e-05,4.69,1.75462,3.41777
222379_at,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4,23704,0.000118,3.53e-05,4.65,1.61505,4.20682
228554_at,PGR,progesterone receptor,5241,0.000175,5.5e-05,4.51,1.18322,3.24504
1553602_at,MUCL1,mucin like 1,118430,0.000634,0.00023,-4.04,-0.205959,-4.94536
229764_at,TPRG1,tumor protein p63 regulated 1,285386,0.000728,0.000268,3.99,-0.352351,3.21005
235004_at,RBM24,RNA binding motif protein 24,221662,0.000893,0.000337,3.92,-0.574166,3.64399
211421_s_at,RET,ret proto-oncogene,5979,0.000995,0.000381,3.88,-0.691091,3.29219
