ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
240440_at	1.71e-01	1.20e-01	1.59	-5.946966	0.5119429	NPL	N-acetylneuraminate pyruvate lyase	80896
228825_at	1.71e-01	1.20e-01	1.59	-5.947014	0.4455126	PTGR1	prostaglandin reductase 1	22949
212605_s_at	1.71e-01	1.20e-01	1.59	-5.94732	0.2991139	NUDT3	nudix hydrolase 3	11165
217602_at	1.71e-01	1.20e-01	1.59	-5.94752	0.167217	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A	101060363///5478
244687_at	1.71e-01	1.20e-01	-1.59	-5.947523	-0.3044996	DBT	dihydrolipoamide branched chain transacylase E2	1629
201895_at	1.71e-01	1.20e-01	1.59	-5.947782	0.2163886	ARAF	A-Raf proto-oncogene, serine/threonine kinase	369
212876_at	1.71e-01	1.20e-01	-1.59	-5.947924	-0.2199917	B4GALT4	beta-1,4-galactosyltransferase 4	8702
209832_s_at	1.71e-01	1.20e-01	-1.59	-5.947977	-0.1301053	CDT1	chromatin licensing and DNA replication factor 1	81620
235072_s_at	1.71e-01	1.20e-01	1.59	-5.94806	0.2325826	KIF13A	kinesin family member 13A	63971
234944_s_at	1.71e-01	1.20e-01	-1.59	-5.948261	-0.1312967	MTFR2	mitochondrial fission regulator 2	113115
226245_at	1.71e-01	1.20e-01	-1.59	-5.949589	-0.4506542	KCTD1	potassium channel tetramerization domain containing 1	284252
1558604_a_at	1.71e-01	1.20e-01	-1.59	-5.950223	-0.3153787	SSBP2	single stranded DNA binding protein 2	23635
205221_at	1.71e-01	1.20e-01	1.59	-5.950232	0.8163335	HGD	homogentisate 1,2-dioxygenase	3081
212841_s_at	1.72e-01	1.20e-01	1.59	-5.950527	0.4051649	PPFIBP2	PPFIA binding protein 2	8495
236994_at	1.72e-01	1.21e-01	1.59	-5.951266	0.3143974	FBXL4	F-box and leucine rich repeat protein 4	26235
224770_s_at	1.72e-01	1.21e-01	1.59	-5.951733	0.3465468	NAV1	neuron navigator 1	89796
243188_at	1.72e-01	1.21e-01	-1.59	-5.951873	-0.1601859	ZNF283	zinc finger protein 283	284349
202121_s_at	1.72e-01	1.21e-01	1.59	-5.952033	0.2052784	CHMP2A	charged multivesicular body protein 2A	27243
213778_x_at	1.72e-01	1.21e-01	-1.58	-5.95219	-0.1920744	ZNF276	zinc finger protein 276	92822
202825_at	1.72e-01	1.21e-01	1.58	-5.952288	0.3342972	SLC25A4	solute carrier family 25 member 4	291
207334_s_at	1.72e-01	1.21e-01	1.58	-5.952534	0.1782355	TGFBR2	transforming growth factor beta receptor 2	7048
228281_at	1.72e-01	1.21e-01	1.58	-5.953269	0.385975	DDIAS	DNA damage induced apoptosis suppressor	220042
205547_s_at	1.72e-01	1.21e-01	-1.58	-5.953303	-0.4080746	TAGLN	transgelin	6876
1569512_at	1.72e-01	1.21e-01	1.58	-5.953394	0.3618338	SVIL	supervillin	6840
230927_at	1.72e-01	1.21e-01	-1.58	-5.954709	-0.220567			
229367_s_at	1.72e-01	1.21e-01	-1.58	-5.954802	-0.6951764	GIMAP6	GTPase, IMAP family member 6	474344
235663_at	1.72e-01	1.21e-01	1.58	-5.954894	0.2946724			
209135_at	1.72e-01	1.21e-01	-1.58	-5.954911	-0.5355838	ASPH	aspartate beta-hydroxylase	444
227794_at	1.72e-01	1.21e-01	1.58	-5.955601	0.9198924	LOC100287413///GLYATL1	uncharacterized LOC100287413///glycine-N-acyltransferase like 1	100287413///92292
213141_at	1.73e-01	1.21e-01	-1.58	-5.957114	-0.1576007	PSKH1	protein serine kinase H1	5681
203654_s_at	1.73e-01	1.21e-01	1.58	-5.957192	0.2225876	COIL	coilin	8161
227277_at	1.73e-01	1.22e-01	1.58	-5.957737	0.2954542	MTDH	metadherin	92140
214250_at	1.73e-01	1.22e-01	1.58	-5.959399	0.4930469	NUMA1	nuclear mitotic apparatus protein 1	4926
243605_at	1.73e-01	1.22e-01	1.58	-5.959401	0.7045573			
244370_at	1.73e-01	1.22e-01	-1.58	-5.959813	-0.5842717	KIAA2022	KIAA2022	340533
241428_x_at	1.73e-01	1.22e-01	-1.58	-5.960342	-0.2286263	TCEA2	transcription elongation factor A2	6919
226349_at	1.73e-01	1.22e-01	-1.58	-5.960477	-0.2539402	C12orf45	chromosome 12 open reading frame 45	121053
240016_at	1.74e-01	1.22e-01	-1.58	-5.960839	-0.3947812			
244382_at	1.74e-01	1.22e-01	1.58	-5.96136	0.3950551			
202032_s_at	1.74e-01	1.22e-01	-1.58	-5.961386	-0.2300724	MAN2A2	mannosidase alpha class 2A member 2	4122
213168_at	1.74e-01	1.22e-01	1.58	-5.961392	0.2266922	SP3	Sp3 transcription factor	6670
216006_at	1.74e-01	1.22e-01	1.58	-5.961797	0.2685561			
210355_at	1.74e-01	1.22e-01	-1.58	-5.962018	-0.8384612	PTHLH	parathyroid hormone like hormone	5744
201168_x_at	1.74e-01	1.22e-01	1.58	-5.962427	0.235548	ARHGDIA	Rho GDP dissociation inhibitor alpha	396
1559739_at	1.74e-01	1.22e-01	1.58	-5.962695	0.7337513	CHPT1	choline phosphotransferase 1	56994
220015_at	1.74e-01	1.22e-01	-1.58	-5.962755	-0.126401	CASZ1	castor zinc finger 1	54897
204211_x_at	1.74e-01	1.22e-01	-1.58	-5.962903	-0.2590873	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	5610
36554_at	1.74e-01	1.22e-01	1.58	-5.963226	0.304481	ASMTL	acetylserotonin O-methyltransferase-like	8623
229394_s_at	1.74e-01	1.22e-01	1.58	-5.96327	0.2018875	ARHGAP35	Rho GTPase activating protein 35	2909
202417_at	1.74e-01	1.22e-01	1.58	-5.963504	0.2313373	KEAP1	kelch like ECH associated protein 1	9817
207713_s_at	1.74e-01	1.23e-01	1.58	-5.963901	0.3412385	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	10616
223954_x_at	1.74e-01	1.23e-01	1.58	-5.964303	0.3226096	NECAB3	N-terminal EF-hand calcium binding protein 3	63941
236317_at	1.74e-01	1.23e-01	1.58	-5.964447	0.4862613			
37232_at	1.74e-01	1.23e-01	-1.58	-5.96449	-0.1180609	KIAA0586	KIAA0586	9786
204942_s_at	1.74e-01	1.23e-01	1.58	-5.964569	1.0457189	ALDH3B2	aldehyde dehydrogenase 3 family member B2	222
229603_at	1.74e-01	1.23e-01	1.58	-5.964805	0.2893465	BBS12	Bardet-Biedl syndrome 12	166379
1552332_at	1.74e-01	1.23e-01	-1.58	-5.965223	-0.1731508	TRIOBP	TRIO and F-actin binding protein	11078
215220_s_at	1.74e-01	1.23e-01	1.58	-5.965535	0.1838685	TPR	translocated promoter region, nuclear basket protein	7175
240485_at	1.74e-01	1.23e-01	1.58	-5.965571	0.3498127			
202740_at	1.74e-01	1.23e-01	1.58	-5.965647	0.3378406	ABHD14A-ACY1///ACY1	ABHD14A-ACY1 readthrough///aminoacylase 1	100526760///95
239833_at	1.74e-01	1.23e-01	1.58	-5.966008	0.3762759			
216550_x_at	1.74e-01	1.23e-01	-1.58	-5.966045	-0.2326236	ANKRD12	ankyrin repeat domain 12	23253
216019_x_at	1.75e-01	1.23e-01	-1.58	-5.966365	-0.0899442	MIR6716///PHLDB1	microRNA 6716///pleckstrin homology like domain family B member 1	102466719///23187
204779_s_at	1.75e-01	1.23e-01	1.57	-5.967614	0.6206028	HOXB7	homeobox B7	3217
225134_at	1.75e-01	1.23e-01	-1.57	-5.967787	-0.1727165	SPRYD3	SPRY domain containing 3	84926
226369_at	1.75e-01	1.23e-01	-1.57	-5.96803	-0.2640396	LINC01089	long intergenic non-protein coding RNA 1089	338799
232805_at	1.75e-01	1.23e-01	1.57	-5.968551	0.6755654			
238644_at	1.75e-01	1.23e-01	1.57	-5.968862	0.3158128	MYSM1	Myb like, SWIRM and MPN domains 1	114803
206171_at	1.75e-01	1.23e-01	1.57	-5.968874	0.453012	ADORA3	adenosine A3 receptor	140
226558_at	1.75e-01	1.23e-01	1.57	-5.969053	0.6361595	TEKT4P2///MAFIP///LOC389834	tektin 4 pseudogene 2///MAFF interacting protein (pseudogene)///ankyrin repeat domain 57 pseudogene	100132288///727764///389834
205884_at	1.75e-01	1.23e-01	1.57	-5.969151	0.2353639	ITGA4	integrin subunit alpha 4	3676
228977_at	1.75e-01	1.23e-01	1.57	-5.969165	0.561681	LOC729680	uncharacterized LOC729680	729680
51146_at	1.75e-01	1.23e-01	-1.57	-5.970065	-0.2417254	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	55650
213383_at	1.75e-01	1.23e-01	-1.57	-5.97031	-0.3350663	SBF1	SET binding factor 1	6305
218633_x_at	1.75e-01	1.24e-01	-1.57	-5.970395	-0.2256718	ABHD10	abhydrolase domain containing 10	55347
229725_at	1.75e-01	1.24e-01	-1.57	-5.970499	-0.1082797	ACSL6	acyl-CoA synthetase long-chain family member 6	23305
216361_s_at	1.75e-01	1.24e-01	-1.57	-5.970818	-0.4063994	KAT6A	lysine acetyltransferase 6A	7994
242515_x_at	1.75e-01	1.24e-01	1.57	-5.971091	0.2625691	AKIP1	A-kinase interacting protein 1	56672
209225_x_at	1.75e-01	1.24e-01	-1.57	-5.971269	-0.2311636	TNPO1	transportin 1	3842
229613_at	1.75e-01	1.24e-01	1.57	-5.971461	0.4574851			
218346_s_at	1.76e-01	1.24e-01	1.57	-5.971627	0.3410781	SESN1	sestrin 1	27244
1559731_x_at	1.76e-01	1.24e-01	1.57	-5.972537	0.24801	MACROD1	MACRO domain containing 1	28992
202659_at	1.76e-01	1.24e-01	-1.57	-5.972559	-0.3271621	PSMB10	proteasome subunit beta 10	5699
224996_at	1.76e-01	1.24e-01	1.57	-5.972921	0.5664966	ASPH	aspartate beta-hydroxylase	444
203871_at	1.76e-01	1.24e-01	1.57	-5.973439	0.2268242	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	26168
209171_at	1.76e-01	1.24e-01	1.57	-5.974113	0.2045965	ITPA	inosine triphosphatase	3704
215608_at	1.76e-01	1.24e-01	1.57	-5.974609	0.447766			
221286_s_at	1.76e-01	1.24e-01	-1.57	-5.975473	-0.9222127	MZB1	marginal zone B and B1 cell specific protein	51237
219337_at	1.76e-01	1.24e-01	-1.57	-5.975632	-0.2350508	C1orf159	chromosome 1 open reading frame 159	54991
222781_s_at	1.76e-01	1.24e-01	-1.57	-5.975703	-0.2918519	C9orf40	chromosome 9 open reading frame 40	55071
240117_at	1.76e-01	1.24e-01	-1.57	-5.97598	-0.0988392	FBN3	fibrillin 3	84467
243656_at	1.76e-01	1.24e-01	-1.57	-5.976298	-0.2463817	LOC642852	uncharacterized LOC642852	642852
1556543_at	1.77e-01	1.24e-01	1.57	-5.976613	0.2715854			
1555653_at	1.77e-01	1.24e-01	1.57	-5.976665	0.2217639			
228024_at	1.77e-01	1.25e-01	1.57	-5.977462	0.3780505	VPS37A	VPS37A, ESCRT-I subunit	137492
202070_s_at	1.77e-01	1.25e-01	1.57	-5.977674	0.4912814	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	3419
223822_at	1.77e-01	1.25e-01	1.57	-5.979074	0.6080576	SUSD4	sushi domain containing 4	55061
202132_at	1.77e-01	1.25e-01	1.57	-5.979123	0.3094384	WWTR1	WW domain containing transcription regulator 1	25937
1554246_at	1.77e-01	1.25e-01	1.57	-5.979233	0.2891503	C1orf210	chromosome 1 open reading frame 210	149466
205967_at	1.77e-01	1.25e-01	-1.57	-5.979249	-0.2942598	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i	554313///121504///8370///8368///8367///8366///8365///8364///8363///8362///8361///8360///8359///8294
226211_at	1.77e-01	1.25e-01	1.57	-5.979636	0.9694487	MEG3	maternally expressed 3 (non-protein coding)	55384
225055_at	1.77e-01	1.25e-01	-1.57	-5.980127	-0.2165814	LINC00674	long intergenic non-protein coding RNA 674	100499466
218808_at	1.77e-01	1.25e-01	-1.57	-5.980175	-0.37039	DALRD3	DALR anticodon binding domain containing 3	55152
235217_at	1.77e-01	1.25e-01	-1.57	-5.980392	-0.3391124	LINC01004	long intergenic non-protein coding RNA 1004	100216546
232068_s_at	1.77e-01	1.25e-01	-1.57	-5.981583	-0.2789885	TLR4	toll like receptor 4	7099
210742_at	1.78e-01	1.25e-01	1.57	-5.982076	0.5705666	CDC14A	cell division cycle 14A	8556
217951_s_at	1.78e-01	1.25e-01	-1.56	-5.98237	-0.3117098	PHF3	PHD finger protein 3	23469
230345_at	1.78e-01	1.25e-01	-1.56	-5.982497	-0.185247	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	8482
209243_s_at	1.78e-01	1.25e-01	1.56	-5.982673	0.6848706	PEG3	paternally expressed 3	5178
227219_x_at	1.78e-01	1.25e-01	-1.56	-5.982738	-0.2962845	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	84557
206072_at	1.78e-01	1.25e-01	1.56	-5.982858	0.2654046	UCN	urocortin	7349
204047_s_at	1.78e-01	1.25e-01	-1.56	-5.982962	-0.1983465	PHACTR2	phosphatase and actin regulator 2	9749
213733_at	1.78e-01	1.25e-01	1.56	-5.983057	0.4013915	MYO1F	myosin IF	4542
236745_at	1.78e-01	1.25e-01	1.56	-5.983197	0.5778138	CCDC78	coiled-coil domain containing 78	124093
204623_at	1.78e-01	1.25e-01	1.56	-5.983205	1.0927782	TFF3	trefoil factor 3	7033
218431_at	1.78e-01	1.26e-01	1.56	-5.983661	0.294728	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	63894
227534_at	1.78e-01	1.26e-01	1.56	-5.983675	0.3075938	AAED1	AhpC/TSA antioxidant enzyme domain containing 1	195827
202684_s_at	1.78e-01	1.26e-01	1.56	-5.983786	0.2391562	RNMT	RNA guanine-7 methyltransferase	8731
239926_at	1.78e-01	1.26e-01	-1.56	-5.983966	-0.3734702			
226624_at	1.78e-01	1.26e-01	-1.56	-5.984073	-0.1525272	RAD54L2	RAD54-like 2 (S. cerevisiae)	23132
211946_s_at	1.78e-01	1.26e-01	1.56	-5.984135	0.1552793	PRRC2C	proline rich coiled-coil 2C	23215
233439_at	1.78e-01	1.26e-01	-1.56	-5.984316	-0.1720795	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	3954
206474_at	1.78e-01	1.26e-01	1.56	-5.984709	0.1934391	CDK17	cyclin dependent kinase 17	5128
242418_at	1.78e-01	1.26e-01	-1.56	-5.984982	-0.5069256	C2orf27A	chromosome 2 open reading frame 27A	29798
230219_at	1.78e-01	1.26e-01	1.56	-5.985074	0.1541638	NDE1	nudE neurodevelopment protein 1	54820
212646_at	1.78e-01	1.26e-01	-1.56	-5.985348	-0.4684463	RFTN1	raftlin, lipid raft linker 1	23180
210969_at	1.78e-01	1.26e-01	1.56	-5.985398	0.2767967	PKN2	protein kinase N2	5586
218898_at	1.78e-01	1.26e-01	1.56	-5.985569	0.3214508	FAM57A	family with sequence similarity 57 member A	79850
222711_s_at	1.78e-01	1.26e-01	-1.56	-5.985717	-0.1268787	RHBDF1	rhomboid 5 homolog 1	64285
204050_s_at	1.78e-01	1.26e-01	1.56	-5.986044	0.206826	CLTA	clathrin light chain A	1211
217080_s_at	1.78e-01	1.26e-01	1.56	-5.986201	0.5315287	HOMER2	homer scaffolding protein 2	9455
224968_at	1.78e-01	1.26e-01	1.56	-5.986276	0.2638607	CFAP36	cilia and flagella associated protein 36	112942
236838_at	1.78e-01	1.26e-01	-1.56	-5.986327	-0.0767545	SRCIN1	SRC kinase signaling inhibitor 1	80725
201199_s_at	1.78e-01	1.26e-01	1.56	-5.987037	0.1931647	PSMD1	proteasome 26S subunit, non-ATPase 1	5707
203822_s_at	1.78e-01	1.26e-01	1.56	-5.987141	0.1616631	ELF2	E74 like ETS transcription factor 2	1998
242827_x_at	1.78e-01	1.26e-01	-1.56	-5.987169	-0.3704729			
231578_at	1.79e-01	1.26e-01	1.56	-5.987376	0.4927626	GBP1	guanylate binding protein 1	2633
221065_s_at	1.79e-01	1.26e-01	1.56	-5.987533	0.4916168	CHST8	carbohydrate sulfotransferase 8	64377
202247_s_at	1.79e-01	1.26e-01	1.56	-5.98793	0.1366778	MTA1	metastasis associated 1	9112
235162_at	1.79e-01	1.26e-01	1.56	-5.988326	0.1232018	MDM4	MDM4, p53 regulator	4194
203729_at	1.79e-01	1.26e-01	1.56	-5.988619	0.4960432	EMP3	epithelial membrane protein 3	2014
232929_at	1.79e-01	1.26e-01	-1.56	-5.988694	-0.6216598	ZBTB20	zinc finger and BTB domain containing 20	26137
218818_at	1.79e-01	1.26e-01	-1.56	-5.988802	-0.1718407	FHL3	four and a half LIM domains 3	2275
214093_s_at	1.79e-01	1.26e-01	-1.56	-5.988824	-0.2127186	FUBP1	far upstream element binding protein 1	8880
212836_at	1.79e-01	1.26e-01	1.56	-5.988838	0.2662214	POLD3	DNA polymerase delta 3, accessory subunit	10714
209824_s_at	1.79e-01	1.26e-01	1.56	-5.988986	0.2837809	ARNTL	aryl hydrocarbon receptor nuclear translocator like	406
234150_at	1.79e-01	1.26e-01	1.56	-5.989072	0.692477			
231779_at	1.79e-01	1.26e-01	-1.56	-5.989538	-0.2475884	IRAK2	interleukin 1 receptor associated kinase 2	3656
229632_s_at	1.79e-01	1.27e-01	-1.56	-5.989894	-0.2576872	INTS10	integrator complex subunit 10	55174
224252_s_at	1.79e-01	1.27e-01	1.56	-5.989915	0.3886965	FXYD5	FXYD domain containing ion transport regulator 5	53827
226003_at	1.79e-01	1.27e-01	1.56	-5.990212	0.3519315	KIF21A	kinesin family member 21A	55605
220149_at	1.79e-01	1.27e-01	-1.56	-5.991011	-0.2114955	C2orf54	chromosome 2 open reading frame 54	79919
202586_at	1.79e-01	1.27e-01	1.56	-5.991573	0.3181895	POLR2L	RNA polymerase II subunit L	5441
217191_x_at	1.79e-01	1.27e-01	1.56	-5.991765	0.3184772			
200094_s_at	1.79e-01	1.27e-01	-1.56	-5.992056	-0.1834323	EEF2	eukaryotic translation elongation factor 2	1938
179_at	1.79e-01	1.27e-01	1.56	-5.992206	0.0940771	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene	441263
207069_s_at	1.80e-01	1.27e-01	-1.56	-5.992799	-0.3359015	SMAD6	SMAD family member 6	4091
1557701_s_at	1.80e-01	1.27e-01	1.56	-5.992859	0.2193929	POLH	DNA polymerase eta	5429
1569114_at	1.80e-01	1.27e-01	-1.56	-5.99299	-0.1003462			
202106_at	1.80e-01	1.27e-01	-1.56	-5.99392	-0.227838	GOLGA3	golgin A3	2802
1560477_a_at	1.80e-01	1.27e-01	1.56	-5.99436	0.3120904	SAMD11	sterile alpha motif domain containing 11	148398
204013_s_at	1.80e-01	1.27e-01	1.56	-5.994644	0.3788844	LCMT2	leucine carboxyl methyltransferase 2	9836
222014_x_at	1.80e-01	1.27e-01	1.56	-5.994883	0.2368609	MTO1	mitochondrial tRNA translation optimization 1	25821
226486_at	1.80e-01	1.27e-01	1.56	-5.994884	0.2382095	MTERF4	mitochondrial transcription termination factor 4	130916
235182_at	1.80e-01	1.27e-01	-1.56	-5.995007	-0.7221124	ISM1	isthmin 1, angiogenesis inhibitor	140862
218005_at	1.80e-01	1.27e-01	1.56	-5.995277	0.3564791	ZNF22	zinc finger protein 22	7570
236395_at	1.80e-01	1.27e-01	-1.56	-5.995449	-0.3458792			
235053_at	1.80e-01	1.28e-01	1.56	-5.996113	0.4757461			
226852_at	1.80e-01	1.28e-01	-1.56	-5.996633	-0.3282836	MTA3	metastasis associated 1 family member 3	57504
210290_at	1.80e-01	1.28e-01	1.56	-5.996721	0.2820506	ZNF174	zinc finger protein 174	7727
219387_at	1.80e-01	1.28e-01	-1.56	-5.996794	-0.2315847	CCDC88A	coiled-coil domain containing 88A	55704
205098_at	1.80e-01	1.28e-01	1.56	-5.996893	0.5648969	CCR1	C-C motif chemokine receptor 1	1230
226336_at	1.80e-01	1.28e-01	-1.56	-5.997148	-0.2268077	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A	101060363///5478
214892_x_at	1.80e-01	1.28e-01	-1.56	-5.997176	-0.2182887	CACTIN	cactin, spliceosome C complex subunit	58509
239071_at	1.80e-01	1.28e-01	-1.56	-5.997195	-0.2065734	RBBP4	RB binding protein 4, chromatin remodeling factor	5928
239268_at	1.80e-01	1.28e-01	-1.56	-5.997251	-0.17378	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	4719
215243_s_at	1.80e-01	1.28e-01	-1.55	-5.997428	-0.1060287	GJB3	gap junction protein beta 3	2707
205035_at	1.80e-01	1.28e-01	1.55	-5.997566	0.233836	CTDP1	CTD phosphatase subunit 1	9150
223763_at	1.80e-01	1.28e-01	1.55	-5.997875	0.1886728	DTNBP1	dystrobrevin binding protein 1	84062
227350_at	1.81e-01	1.28e-01	1.55	-5.998379	0.3447036	HELLS	helicase, lymphoid-specific	3070
221235_s_at	1.81e-01	1.28e-01	1.55	-5.998835	0.2835127	TGFBRAP1	transforming growth factor beta receptor associated protein 1	9392
223235_s_at	1.81e-01	1.28e-01	1.55	-5.998932	0.4510458	SMOC2	SPARC related modular calcium binding 2	64094
206659_at	1.81e-01	1.28e-01	1.55	-5.999398	0.3175899			
242870_at	1.81e-01	1.28e-01	-1.55	-5.999797	-0.0806195			
209873_s_at	1.81e-01	1.28e-01	-1.55	-5.999887	-0.280299	PKP3	plakophilin 3	11187
1554195_a_at	1.81e-01	1.28e-01	1.55	-6.000067	0.6587867	C5orf46	chromosome 5 open reading frame 46	389336
232244_at	1.81e-01	1.28e-01	-1.55	-6.000084	-0.2126975	KIAA1161	KIAA1161	57462
212499_s_at	1.81e-01	1.28e-01	1.55	-6.000087	0.2696926	MAPK1IP1L///FCF1	mitogen-activated protein kinase 1 interacting protein 1 like///FCF1 rRNA-processing protein	93487///51077
218379_at	1.81e-01	1.28e-01	1.55	-6.00016	0.3108944	RBM7	RNA binding motif protein 7	10179
226846_at	1.81e-01	1.28e-01	1.55	-6.000719	0.7709186	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	254295
222936_s_at	1.81e-01	1.28e-01	-1.55	-6.000835	-0.0669134	DESI2	desumoylating isopeptidase 2	51029
219820_at	1.81e-01	1.28e-01	-1.55	-6.000966	-0.1834475	SLC6A16	solute carrier family 6 member 16	28968
217599_s_at	1.81e-01	1.28e-01	-1.55	-6.001153	-0.3429373	MDFIC	MyoD family inhibitor domain containing	29969
1556058_s_at	1.81e-01	1.28e-01	1.55	-6.001337	0.1388634	SPEN	spen family transcriptional repressor	23013
217284_x_at	1.81e-01	1.28e-01	1.55	-6.001654	1.2871545	SERHL2	serine hydrolase-like 2	253190
1556190_s_at	1.81e-01	1.28e-01	1.55	-6.002168	0.3769083	LOC100507516	uncharacterized LOC100507516	100507516
204256_at	1.81e-01	1.29e-01	-1.55	-6.002801	-0.6245482	ELOVL6	ELOVL fatty acid elongase 6	79071
208797_s_at	1.82e-01	1.29e-01	-1.55	-6.00304	-0.272334	GOLGA8A	golgin A8 family member A	23015
202908_at	1.82e-01	1.29e-01	-1.55	-6.003917	-0.390969	WFS1	wolframin ER transmembrane glycoprotein	7466
210608_s_at	1.82e-01	1.29e-01	1.55	-6.004177	0.3209171	FUT2	fucosyltransferase 2	2524
209258_s_at	1.82e-01	1.29e-01	1.55	-6.004339	0.5886495	SMC3	structural maintenance of chromosomes 3	9126
205829_at	1.82e-01	1.29e-01	1.55	-6.004342	0.6420261	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	3292
228709_at	1.82e-01	1.29e-01	-1.55	-6.004657	-0.3877864	TPR	translocated promoter region, nuclear basket protein	7175
210786_s_at	1.82e-01	1.29e-01	1.55	-6.004763	0.3811298	FLI1	Fli-1 proto-oncogene, ETS transcription factor	2313
223265_at	1.82e-01	1.29e-01	-1.55	-6.004801	-0.2528204	SH3BP5L	SH3 binding domain protein 5 like	80851
236931_at	1.82e-01	1.29e-01	-1.55	-6.005127	-0.3330574			
228601_at	1.82e-01	1.29e-01	-1.55	-6.005337	-0.2027688	HAGLR	HOXD antisense growth-associated long non-coding RNA	401022
213188_s_at	1.82e-01	1.29e-01	-1.55	-6.005476	-0.3238031	MINA	MYC induced nuclear antigen	84864
235016_at	1.82e-01	1.29e-01	1.55	-6.005854	0.1976394	REEP3	receptor accessory protein 3	221035
226456_at	1.82e-01	1.29e-01	1.55	-6.006018	0.5539075	RMI2	RecQ mediated genome instability 2	116028
201158_at	1.82e-01	1.29e-01	-1.55	-6.006432	-0.3904222	NMT1	N-myristoyltransferase 1	4836
210258_at	1.82e-01	1.29e-01	1.55	-6.006637	0.568711	RGS13	regulator of G-protein signaling 13	6003
232722_at	1.82e-01	1.29e-01	1.55	-6.007046	0.3257952	RNASET2	ribonuclease T2	8635
204126_s_at	1.82e-01	1.29e-01	1.55	-6.00717	0.2784142	CDC45	cell division cycle 45	8318
225051_at	1.82e-01	1.29e-01	-1.55	-6.007651	-0.3273366	EPB41	erythrocyte membrane protein band 4.1	2035
208611_s_at	1.82e-01	1.29e-01	1.55	-6.007688	0.2614672	SPTAN1	spectrin alpha, non-erythrocytic 1	6709
221920_s_at	1.82e-01	1.29e-01	-1.55	-6.007902	-0.4947887	SLC25A37	solute carrier family 25 member 37	51312
222208_s_at	1.82e-01	1.29e-01	1.55	-6.00816	0.0896889	POLR2J4	RNA polymerase II subunit J4, pseudogene	84820
231950_at	1.82e-01	1.29e-01	-1.55	-6.00819	-0.4047044	ZNF658	zinc finger protein 658	26149
222533_at	1.83e-01	1.30e-01	1.55	-6.008481	0.1988815	CRBN	cereblon	51185
212384_at	1.83e-01	1.30e-01	1.55	-6.008541	0.4137728	ATP6V1G2-DDX39B///SNORD84///DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B	100532737///692199///7919
213600_at	1.83e-01	1.30e-01	1.55	-6.008638	0.1491729	SIPA1L3	signal induced proliferation associated 1 like 3	23094
229870_at	1.83e-01	1.30e-01	1.55	-6.008681	0.355745	LOC644656	uncharacterized LOC644656	644656
235107_at	1.83e-01	1.30e-01	1.55	-6.008928	0.3036781	PIAS2	protein inhibitor of activated STAT 2	9063
226188_at	1.83e-01	1.30e-01	-1.55	-6.009412	-0.5105239	LGALSL	galectin like	29094
222190_s_at	1.83e-01	1.30e-01	1.55	-6.009575	0.1791334	C16orf58	chromosome 16 open reading frame 58	64755
228706_s_at	1.83e-01	1.30e-01	-1.55	-6.010022	-0.0965306	CLDN23	claudin 23	137075
212855_at	1.83e-01	1.30e-01	1.55	-6.010512	0.2533658	DCUN1D4	defective in cullin neddylation 1 domain containing 4	23142
240326_at	1.83e-01	1.30e-01	1.55	-6.010671	0.3562878			
1555978_s_at	1.83e-01	1.30e-01	1.55	-6.011013	0.3954444	MYL12A	myosin light chain 12A	10627
235195_at	1.83e-01	1.30e-01	1.55	-6.011023	0.3111011	FBXW2	F-box and WD repeat domain containing 2	26190
1557432_at	1.83e-01	1.30e-01	-1.55	-6.011039	-0.335202	RASAL2	RAS protein activator like 2	9462
