Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description
854019,cotinine,9815515,5'-hydroxycotinine,Hydroxylation of  carbon next to amide / Human Phase I,Human,CYP2A6,BIOTID00441,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Oscarson, M; (2001); Genetic Polymorphisms in the Cytochrome P450 2A6 (CYP2A6) Gene: Implications for Interindividual Differences in Nicotine Metabolism; Drug Metabolism and Disposition;  February 2001, 29 (2) 91-95; DMD 29:91-95, 200"
6129,carbaryl,21342,5-hydroxycarbaryl,Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2B6;CYP2C19;CYP3A4,BIOTID00334,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12385721
5379265,"5,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",154699736,"5-Hydroxy-3p,4p,5p-trimethoxyflavone, 7-O-glucuronide",Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01566,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z|R(2) http://www.chem.qmul.ac.uk/iubmb/enzyme/EC2/4/1/17.html
65752,rutaecarpine,136734739,"5-Hydroxy-3,13,21-triazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(21),2(10),4(9),5,7,15,17,19-octaen-14-one",Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2C9;CYP2D6;CYP3A4,BIOTID00893,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16318905
444899,arachidonic acid,9862886,5-HETE,"Aliphatic hydroxylation of acyclic 1,2-disubstituted alkene / Human Phase I",Human,CYP1A1; CYP1A2; CYP2C8; CYP2C9,BIOTID00264,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
5386,Tegafur,3385,5-Fluorouracil,N-dealkylation of mixed tertiary amine / Human Phase I,Human,CYP2A6; CYP1A2; CYP2C8,BIOTID01478,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
159055,(+)-Camphor,154699783,5-exo-hydroxycamphor,Hydroxlation of methyl carbon adjacent to an aliphatic ring / Human Phase I,Human,CYP2D6,BIOTID01358,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Jaeger, W. and Haeferl, M.; Metabolism of Terpenoids in Animal Models and Humans (Chapter 9) in Handbook of Essential Oils - Science, Technology, and Applications, Second Edition; Edited by K. Husnu Can Baser and Gerhard Buchbauer; CRC Press 2015; pp. 253-279."
4449,nefazodone,10379527,"5-Ethyl-4-(2-phenoxyethyl)-2-(3-hydroxypropyl)-2H-1,2,4-triazol-3(4H)-one",N-Dealkylation / Human Phase I,Human,CYP3A4,BIOTID00747,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10445380
54677946,laquinimod,154699630,"5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",p-Hydroxylation of anilide / Human Phase I,Human,CYP3A4,BIOTID00657,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Tuvesson,H. et al.(2005); CYTOCHROME P450 3A4 IS THE MAJOR ENZYME RESPONSIBLE FOR THEMETABOLISM OF LAQUINIMOD, A NOVEL IMMUNOMODULATOR; DRUG METABOLISM AND DISPOSITION, 2005, 33, 866-872"
54677946,laquinimod,129041023,"5-chloro-N-ethyl-4-hydroxy-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",N-dealkylation of secondary carboxamide / Human Phase I,Human,CYP3A4,BIOTID00659,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Tuvesson,H. et al.(2005); CYTOCHROME P450 3A4 IS THE MAJOR ENZYME RESPONSIBLE FOR THEMETABOLISM OF LAQUINIMOD, A NOVEL IMMUNOMODULATOR; DRUG METABOLISM AND DISPOSITION, 2005, 33, 866-872"
54677946,laquinimod,154699731,"5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP3A4,BIOTID00660,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Tuvesson,H. et al.(2005); CYTOCHROME P450 3A4 IS THE MAJOR ENZYME RESPONSIBLE FOR THEMETABOLISM OF LAQUINIMOD, A NOVEL IMMUNOMODULATOR; DRUG METABOLISM AND DISPOSITION, 2005, 33, 866-872"
54677946,laquinimod,154699716,"5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP3A4,BIOTID00661,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Tuvesson,H. et al.(2005); CYTOCHROME P450 3A4 IS THE MAJOR ENZYME RESPONSIBLE FOR THEMETABOLISM OF LAQUINIMOD, A NOVEL IMMUNOMODULATOR; DRUG METABOLISM AND DISPOSITION, 2005, 33, 866-872"
54677946,laquinimod,150636292,"5-chloro-N-ethyl-4,6-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP3A4,BIOTID00662,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Tuvesson,H. et al.(2005); CYTOCHROME P450 3A4 IS THE MAJOR ENZYME RESPONSIBLE FOR THEMETABOLISM OF LAQUINIMOD, A NOVEL IMMUNOMODULATOR; DRUG METABOLISM AND DISPOSITION, 2005, 33, 866-872"
54677946,laquinimod,54687473,"5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",N-dealkylation of secondary carboxamide / Human Phase I,Human,CYP3A4,BIOTID00658,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Tuvesson,H. et al.(2005); CYTOCHROME P450 3A4 IS THE MAJOR ENZYME RESPONSIBLE FOR THEMETABOLISM OF LAQUINIMOD, A NOVEL IMMUNOMODULATOR; DRUG METABOLISM AND DISPOSITION, 2005, 33, 866-872"
6918154,zatosetron,10384207,"5-Chloro-3-hydroxy-2,2-dimethyl-N-(8-methyl-8-azabicyclo[3.2.1]octan-3-yl)-3H-1-benzofuran-7-carboxamide",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID01211,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8070310
3151,domperidone,104607,5-Chloro-1-(piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one,N-dealkylation / Human Phase I,Human,CYP3A4,BIOTID00508,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15327587
60149,sertindole,9862272,5-Chloro-1-(4-fluorophenyl)-3-(piperidin-4-yl)-1H-indole,N-dealkylation / Human Phase I,Human,CYP2D6,BIOTID00944,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10482125
65885,ecabapide,19822904,5-amino-2-hydroxy-N-methylbenzamide,N-dealkylation of secondary arylalkylamine / Human Phase I,Human,CYP3A4,BIOTID00514,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Fujimaki, N. et al. (1999); Identification of cytochromes P450 involved in human liver microsomal metabolism of ecabapide, a prokinetic agent; xenobiotica; 29:12, 1273-1282; DOI:10.1080/004982599237930"
29977651,D-702,161569,"5-Amino-2-(3,4-dimethoxyphenyl)-2-isopropylvaleronitrile",N-dealkylation of acyclic tertiary amine / Human Phase I,Human,CYP3A4; CYP3A5,BIOTID01366,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Tracy, T.S. et al. (1999); Cytochrome P450 isoforms involved in metabolism of the enantiomers of verapamil and norverapamil; Br J Clin Pharmacol. 1999 May; 47(5): 545-552; DOI:10.1046/j.1365-2125.1999.00923.x|Wang and Zhou; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754423|Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
13537153,D-617,161569,"5-Amino-2-(3,4-dimethoxyphenyl)-2-isopropylvaleronitrile",N-dealkylation of acyclic secondary amine / Human Phase I,Human,CYP3A4; CYP3A5,BIOTID01365,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Tracy, T.S. et al. (1999); Cytochrome P450 isoforms involved in metabolism of the enantiomers of verapamil and norverapamil; Br J Clin Pharmacol. 1999 May; 47(5): 545-552; DOI:10.1046/j.1365-2125.1999.00923.x|Wang and Zhou; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754423"
104972,Norverapamil,161569,"5-Amino-2-(3,4-dimethoxyphenyl)-2-isopropylvaleronitrile",N-dealkylation of acyclic secondary amine / Human Phase I,Human,CYP2C8; CYP3A4; CYP2D6,BIOTID01442,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Tracy, T.S. et al. (1999); Cytochrome P450 isoforms involved in metabolism of the enantiomers of verapamil and norverapamil; Br J Clin Pharmacol. 1999 May; 47(5): 545-552; DOI:10.1046/j.1365-2125.1999.00923.x|Wang and Zhou; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754423"
4276,myristicin,11389746,"5-allyl-1-methoxy-2,3-dihydroxybenzene",Nifedipine Oxidation / Human Phase I,Human,CYP3A4;CYP1A2,BIOTID00724,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12523956
135413536,aprepitant,135985157,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde",N-dealkylation of alicyclic tertiary amine / Human Phase I,Human,CYP3A4; CYP3A5; CYP1A2; CYP2C19,BIOTID00262,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103-141; PMID:23333322"
135413536,aprepitant,154699529,"5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one",O-dealkylation of dialkylether / Human Phase I,Human,CYP3A4; CYP3A5; CYP1A2; CYP2C19,BIOTID00263,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103-141; PMID:23333322"
4829,Pioglitazone,4147757,"5-[(4-{2-[5-(1-hydroxyethyl)pyridin-2-yl]ethoxy}phenyl)methyl]-1,3-thiazolidine-2,4-dione",Hydroxylation of non-terminal aliphatic carbon adjacent to aromatic ring / Human Phase I,Human,CYP2C8; CYP3A4,BIOTID01453,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
1775,phenytoin,152954,"5-(3,4-dihydroxycyclohexa-1,5-dien-1-yl)-5-phenylimidazolidine-2,4-dione",Dihydrogenation of double bond / Human Phase I,Human,CYP2C9; CYP2C19,BIOTID00804,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3679"
4829,Pioglitazone,9864268,"5-({4-[2-(5-ethylpyridin-2-yl)-2-hydroxyethoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione",Hydroxylation of aliphatic secondary carbon / Human Phase I,Human,CYP2C8; CYP3A4,BIOTID01454,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
129211,tamsulosin,11510266,5-[2-[2-(2-Ethoxyphenoxy)ethylamino]propyl]-2-hydroxybenzenesulfonamide,O-Demethylation / Human Phase I,Human,CYP2D6,BIOTID00974,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9849639
10969297,schembl7562446,18936387,"5-[(3,5-Ditert-butyl-4-hydroxyphenyl)methyl]-1-oxo-1,3-thiazolidin-4-one",S-Oxidation / Human Phase I,Human,CYP3A4,BIOTID00926,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9394028
6199,psoralen,10465439,"5,7,11-Trioxatetracyclo[8.4.0.03,8.04,6]tetradeca-1,3(8),9,13-tetraen-12-one",Epoxidation / Human Phase I,Human,CYP2A6,BIOTID00822,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9665710
444795,Tretinoin,5363137,"5,6-Epoxy-retinoic acid","Epoxitation of 1,1,2,2-tetrasubstituted alkene / Human Phase I",Human,CYP2C8; CYP2C9; CYP1A1; CYP2D6,BIOTID01256,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
444899,arachidonic acid,5283202,"5,6-EET","Epoxidation of 1,2-disubstituted alkene / Human Phase I",Human,CYP1A1; CYP1A2; CYP2B6 (minor); CYP2D6,BIOTID00276,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
68077,tangeretin,44258635,"5,6-Dihydroxy-7,8,4'-trimethoxyflavone",O-dealkylation / Human Phase I,Human,CYP3A4,BIOTID00978,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12828569
9177,"Dibenz[a,j]acridine",154700068,"5,6-DHD",Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP3A4,BIOTID01115,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:7866988
3152,donepezil,10446897,"5,6-dimethoxy-2-(piperidin-4-ylmethyl)-2,3-dihydroinden-1-one",N-dealkylation of alicyclic tertiary amine / Human Phase I,Human,CYP3A4; CYP2C9,BIOTID01375,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3676"
6436048,Pranidipine,173322,"5-methoxycarbonyl-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylic acid",C-de-esterification / Human Phase I,Human,CYP1A2; CYP2D6; CYP3A4,BIOTID01457,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
443869,barnidipine,173322,"5-methoxycarbonyl-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylic acid",O-dealkylation / Human Phase I,Human,CYP2A6;CYP2D6;CYP3A4,BIOTID00294,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9381730
345501,deoxypodophyllotoxin,1689,"5-(4-Hydroxy-3,5-dimethoxyphenyl)-5a,8,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-6-one",O-Demethylation / Human Phase I,Human,CYP3A4,BIOTID00467,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:18050240
44389510,"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl",124202064,"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone-4'-O-methyl-3'-O-glucuronide",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01889,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0059990
72276,Epicatechin,152432,"5-(3',4'-dihydroxyphenyl)-gamma-valerolactone",Flavan-3-ol C-ring fission / Human Gut Microbial,Gut microbial environment,Unspecified gut bacterial enzyme,BIOTID02151,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,
91597,3'-HPPH,169703,"5-(3,4-Dihydroxyphenyl)-5-phenylhydantoin",Hydroxylation of benzene on carbon ortho to a strongly electron donating group / Human Phase I,Human,CYP2C9; CYP2C19,BIOTID01328,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11038165
17732,4-Hydroxyphenytoin,169703,"5-(3,4-Dihydroxyphenyl)-5-phenylhydantoin",Hydroxylation of benzene on carbon ortho to a strongly electron donating group / Human Phase I,Human,CYP2C9; CYP2C19,BIOTID01329,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11038165
44389277,"5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone",124202080,"5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-3'-O-glucuronide",O-glucuronidation / Human Phase II,Human,UGT,BIOTID02059,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0059984
