id,logFC,type,logic,pathway
fu:e20df2505be33cc63e8287c40fb67b72c280a8dacfe76fc0335243db1a564223,,functional_unit,OR,path:hsa04010
fu:9d4b039ee460e01b1ec62a10591b0a5c21206554333358384567b4adf95982bf,,functional_unit,SINGLE,path:hsa04010
fu:ddac8f8b009c54a46167195ab8f2dd2ebd5472c996fa31c14017ff1097979e01,,functional_unit,SINGLE,path:hsa04010
fu:d64c170791593920f56d0d6aeee18cc20945771d25b8d3dcf2ad1d3b6c1aa33f,,functional_unit,SINGLE,path:hsa04010
fu:2e4f8bca22d5dfb309b27f78dd891a521e37417aab685b77b22f3a8a4214a0ec,,functional_unit,SINGLE,path:hsa04010
fu:5b5e4626ca3a9ed9b4f6cbce92c34a399cbdce634e940c8ddd1f587bf4e7e4e9,,functional_unit,SINGLE,path:hsa04010
fu:4e989969a81f4bd898d33df42d249e6421eadae9031f9e255ffbc88a76341749,,functional_unit,SINGLE,path:hsa04010
fu:73b0b1638dd8d8a03c2af45bdb3737dcb9c39c72032bb6848350349ccf589575,,functional_unit,SINGLE,path:hsa04010
fu:1784ba378ff0cdf17de691d6651718f5f54a4196c998fda24ae4c994ffa53b25,,functional_unit,OR,path:hsa04010
fu:532463be37aaa68cd16d667a80a19f9ec580db84df95db6d3f65bce0b6124bf4,,functional_unit,OR,path:hsa04010
fu:0c600b4235779b9f9c30de21a04c10e095f77fc56130c77b772caf9243264887,,functional_unit,OR,path:hsa04010
fu:d5b71c7bbe761a5dc9aef7833be6cf84ab5d828dab2bb72fd435ac02ae2d9c0b,,functional_unit,SINGLE,path:hsa04010
fu:12daed41dad55bedb1042290de043ff6e78af2c932556a26fc3e480cdb394009,,functional_unit,SINGLE,path:hsa04010
fu:fb0a68698cc1e904d870f5ef3981057e333907efd29bebd8b2a9fab9774a724a,,functional_unit,OR,path:hsa04010
fu:f8b5a6dccbd91312a28c9d47294c38427d8763525fcaf8172cca03e37d79d260,,functional_unit,OR,path:hsa04010
fu:a4db95ef208ce958a72df0d50c1bac730763d86c9ea131c0377afcec7f8a1630,,functional_unit,OR,path:hsa04010
fu:3caf9b5f87d63a70dcce3412b65339de9f6db6b4b8d56a08e8f080aff1a80317,,functional_unit,OR,path:hsa04010
fu:a7d43ed04225d75593d792806ecf4a7fdcdfabd65b78644a89e5d02dab1ab986,,functional_unit,SINGLE,path:hsa04010
fu:0ef7119158f6e7096af420c6896d2c0afde93ae9637687b67a86792ee12a0849,,functional_unit,OR,path:hsa04010
fu:23003cc3a6e4336f73efcdefa0ddbd755969f236009a787ba49c7c4de1489970,,functional_unit,OR,path:hsa04010
fu:a6568a8e7f6d1d00af363f369b76cf7feb3a146655301de5892db4c0b5b9d267,,functional_unit,SINGLE,path:hsa04010
fu:72ceeb85a358ba2e0b395a84a66a9098b065bb75cf51517e41ef59c6cf3c06f1,,functional_unit,SINGLE,path:hsa04010
fu:3603721dc6150b3ca8c6dee07a03605d58860c1bea34f99d1269155bd1bcb71f,,functional_unit,SINGLE,path:hsa04010
fu:6e5b131afbce3d1df86f03296fcb9d52e8eba109bb0c90b3290459f6e2c6836b,,functional_unit,SINGLE,path:hsa04010
fu:faeeef089143868dcab1f96199246470dd349ff96a58fa9ae19a4f46b9fdc600,,functional_unit,SINGLE,path:hsa04010
fu:a491a4a93c7a5b3545e9138d2491ad01aebad799f785ad34cfde0e3b6cdab6e2,,functional_unit,OR,path:hsa04010
fu:77f06af5a0aab9e9dcb0edc3d729129a9955288974a01b527e11f1b450404679,,functional_unit,OR,path:hsa04010
fu:060db228d4ecce344877a67f06d280345ff592f6c987f9e36e3628a14360a506,,functional_unit,SINGLE,path:hsa04010
fu:d44cc061253604eb6006e72d5980a409463e18b72b14c3c9fcd4c1e50b74f48a,,functional_unit,SINGLE,path:hsa04010
fu:f88cbaa674b264c130f58bfe224fa3b91eb284cef051b2c90b90249863426945,,functional_unit,SINGLE,path:hsa04010
fu:41ffad66a200d33fabc1300aec6b68a20722f16eaeb15a4a189a6dc9b2a040cf,,functional_unit,SINGLE,path:hsa04010
fu:8f13ff740df8095b99cce4b96dd9ff0b69db89d0c1930b81f2219908d8d98448,,functional_unit,SINGLE,path:hsa04010
fu:9fbdb9acadbc502fde41fa15cad72ee6c4b1735b385386ad455a3be9da20d4e7,,functional_unit,SINGLE,path:hsa04010
fu:f06860e53c0a9a25dbf66d3e003b358f514b58b6583679bf02ad7c4b05b32be6,,functional_unit,SINGLE,path:hsa04010
fu:314abd3f1a80d90d99e4588c090a9959f880fd18a1404d488ee74ee59050e73c,,functional_unit,SINGLE,path:hsa04010
fu:8a37282185578ee5dea62e0f494f6b10a5324536fe7884549618835209cbca40,,functional_unit,OR,path:hsa04010
fu:bf7ffc74f2f067253366827c8046f7ac095347fc168b9c8d7b787b11097e36c8,,functional_unit,SINGLE,path:hsa04010
fu:b1f6c3beda88e32db9a1c91b46f83767c39b7e91b9c28ac1cc808047932f86ed,,functional_unit,SINGLE,path:hsa04010
fu:e32b8fece975aa413d0c66ef57c2c6431dbdc9d9c00d928e5bc622afc850176a,,functional_unit,SINGLE,path:hsa04010
fu:14f7c1fd37f9324fbeb68563c0c7c5517c8e147f56bbfbb62481da30ba59a2c5,,functional_unit,OR,path:hsa04010
fu:30387a5244329a17de2105eaeef1ae8376e6d1c9940d3b89ca55dde11ab7cbd2,,functional_unit,SINGLE,path:hsa04010
fu:93844188cb5d23fdb58e10f01ec3188139005677c1d65133d7c5ead1053f5466,,functional_unit,OR,path:hsa04010
fu:1971bb21cb4f30fdbd158cb4151f34bf54151324d1c2494cd8d9292b4ab61b64,,functional_unit,OR,path:hsa04010
fu:3ab2780dd65cffc1aa792f93856cfad3af965e6949091c11ace0617c7e5f7966,,functional_unit,SINGLE,path:hsa04010
fu:dbecf5814b919a5477a1db710f8ce2a7fe9429da1b31b98cd420e1769a1521eb,,functional_unit,SINGLE,path:hsa04010
fu:f4aecfe0c2d4c27d52cc48fbfb186b34d566db8d769df1f95051ba02b941ad08,,functional_unit,SINGLE,path:hsa04010
fu:e83f952748bfdcdfaf1303c14744414b7da3dc579cda08de13ccdb141b1ffcf8,,functional_unit,SINGLE,path:hsa04010
fu:707ad0cffc5b2d86d8aad1dad285c9cd5f0366686ed8faf34c59d320275d038f,,functional_unit,SINGLE,path:hsa04010
fu:d80c47e1dba166f4874b2637583715bc20305f047c34e535e86549a4d3d9c9e2,,functional_unit,SINGLE,path:hsa04010
fu:267e9b7495a2eaa9b52ce91d24ebed00d1e401eb04cbdd9644b0ff39c9ca66cd,,functional_unit,OR,path:hsa04010
fu:ef688c4ec36356da7eefa0c49bfa0a5e96ff990eed219ada6d9abc7a38458d75,,functional_unit,OR,path:hsa04010
fu:e2934f5d4ef6f7d0c67f21211cd0340578845e045e204d4f12259c3d824f49e6,,functional_unit,SINGLE,path:hsa04010
fu:dc1f1e1be93989da184dd91a8eaba3e4dfa927f9f847f7f79837dae53b6ba5a8,,functional_unit,OR,path:hsa04010
fu:af957d1a488bdb5520aecc509790477724498447d1d7ad70725f6d528bb25c35,,functional_unit,SINGLE,path:hsa04010
fu:8efc10cbfd99ec3e71e313995c667990c94ce221f78172e5ba1d3e140f494a08,,functional_unit,SINGLE,path:hsa04010
fu:7a26cd747a6505cddfeceb5cffc616cbeb57015d3e0c86da76aaef5e97b23075,,functional_unit,SINGLE,path:hsa04010
fu:8b4b37dde9297be3a7aa05f21387bc4e2f98f2066b2f0bd76029efdde2646e33,,functional_unit,OR,path:hsa04010
fu:ef64a04e6eb9bb891ecf997f6231b9cb6a7a60af1443e1ceb32247de499b1c7f,,functional_unit,SINGLE,path:hsa04010
fu:99c792bf24bd8470d9d8f58b63485924b54aaac9ddcd6fc3b7996709a7aafbbd,,functional_unit,SINGLE,path:hsa04010
fu:e37d9f844fe93199980e75b6594566f373ded48f1a0695a3a6f9f9bbe3ea030e,,functional_unit,SINGLE,path:hsa04010
fu:0703554ac1e7565530f6d3e1784ed58f16c1e94180e2141a707900bd368d48dc,,functional_unit,SINGLE,path:hsa04010
fu:630cce7c8d9901928b0c78cf448e6f77ee67e3be763c1b5bab16266ca7cfa1dc,,functional_unit,SINGLE,path:hsa04010
fu:e5efccfa66ff88c22d8765f7dd1908a312dad6ab035a7b662081fb103b3b82a1,,functional_unit,OR,path:hsa04010
fu:1c8896adfb60b496bbaf8a353bc1a6a30cd72e318c595d5031e7ff39f9f7123c,,functional_unit,SINGLE,path:hsa04010
fu:7b6284f4c2b526ab2d7cb940b0113b982b45c605e7c3729c30b0b6aca5787220,,functional_unit,OR,path:hsa04010
fu:c88ab1d093b1f4ab935c82c129aefd75cc07462c254874e404dab00041d5c23d,,functional_unit,SINGLE,path:hsa04010
fu:0bce84db48c33c5b723bda96de34203742d95bae1976b69d1191cd1de5db70fd,,functional_unit,OR,path:hsa04010
fu:5e420f05941cb6081a43c727000f0b965ad45587569a1cae885a869c189597e1,,functional_unit,OR,path:hsa04010
fu:070787e0eee7c3367cfc05caf8a0b56fb6b7087da1bdb7ef856b82b003fb4ad3,,functional_unit,SINGLE,path:hsa04010
fu:d78ed0db3508b2aa17dc827aa3f88aae379f26cffaf904f93b7b79cec45d6a62,,functional_unit,SINGLE,path:hsa04010
fu:7f70d17efa90142ca77a409f0c4e42ab5b836174a5abbfe3f603ec7f31636bac,,functional_unit,OR,path:hsa04010
fu:cde18ec7f1018c3c86907179b8598407aadb36c2e3d26b49b9b097e7f1beca6e,,functional_unit,OR,path:hsa04010
fu:379625cf06357b4b29b1d55e785c1e28d82490773419743bc08dd1e8bd916bc3,,functional_unit,OR,path:hsa04010
fu:e20f673cdbe78e5034978bf2aec75777804c53a479173e0bfb1dd7a521e6e848,,functional_unit,OR,path:hsa04010
fu:f44c4d5b4226c60553d0f6903611ae990e52aba4907f1f988ae6d1ccfc96f64c,,functional_unit,SINGLE,path:hsa04010
fu:cab4c0dfaf176f821d8da5295bab1d724f6d2a7c5161cdb80ef9bde2fcb4ce75,,functional_unit,SINGLE,path:hsa04010
fu:93aad4ff610522c3ba3481ba5492db8cf4c58ced3f174bd6c54b20f38b650811,,functional_unit,OR,path:hsa04010
fu:75b95b749ca9ff695ba1ecaad0e211429ecaf95e6593eb65a1570213726335da,,functional_unit,SINGLE,path:hsa04010
fu:24c02a9cb276f47b5796c2fc03e071e00f423adddf7dd360f2117a7be79dc85e,,functional_unit,OR,path:hsa04010
fu:712d3f2e307960712f8f7ac892448bd5ad630cae9b7dd97ace1239619c801efe,,functional_unit,OR,path:hsa04010
fu:119a02db8768ceadfa489122d36db5b603659dcd389dbcf9865822153e9b6444,,functional_unit,SINGLE,path:hsa04010
fu:01884b0bfdcf66b05b497ff9b30c888f71b830761896fa8e89417b95184f5887,,functional_unit,OR,path:hsa04010
fu:7417886e9b78d222bf76013510b68facd9af928d820275a2630d2ba7a81fe4e0,,functional_unit,SINGLE,path:hsa04010
fu:f586a471f3c6e2af967760b25d2ed62d4a51518fedb409cf8d531cbbe2c26571,,functional_unit,OR,path:hsa04010
fu:c72347a55259e53ea590f60265fd56b19d8b036a58cfce375b71fab05fcdaba7,,functional_unit,SINGLE,path:hsa04010
fu:831688651754a31459e25059fa08a0fc4eb62265a6ec20f0cffd7edf13b27f09,,functional_unit,SINGLE,path:hsa04010
fu:5967974e6c51ae9a416c13856c81a3c246da5ea58e14acb820579117ad3a396d,,functional_unit,OR,path:hsa04010
fu:9db10e5dd5e606df1c6d82024a02825a4ad9d330f2e89c67e2675dfb21f20456,,functional_unit,SINGLE,path:hsa04010
fu:1b3dbcb87d2db0a8cec37777b136cb88c0927a5376660e801d81733e29df0b54,,functional_unit,SINGLE,path:hsa04010
fu:a3f2663b5aa95d79437c936a473af8d38654e8e751e07eb3a2ceed2d799c8741,,functional_unit,SINGLE,path:hsa04010
fu:7edb4bc0989a78ab2f3c7aa4c9c5513820d48df0e51b3c7534b3b43a973bf331,,functional_unit,SINGLE,path:hsa04010
fu:323518dc763dadc1e277c74122e9b3b085639abe76d024c1ad0765b21ee8f554,,functional_unit,SINGLE,path:hsa04010
fu:2e0adbfe408d82b32ac46cefc7a79593a21d7a7230f6a6a7355fd21a63264e33,,functional_unit,SINGLE,path:hsa04010
fu:5c3f19b6b6afc7965298124bc3ff079a2dc95b1381cd495b44bd15b1d9bd90ab,,functional_unit,SINGLE,path:hsa04010
fu:89c532737e78ce58a2a94fb6ef993106ebe40f26c0185c543369f5ff5d6fcf1d,,functional_unit,SINGLE,path:hsa04010
fu:852e63fe5a79f0e72a09cb4e9301ed0742c224033cf0ba77fe747dc2d1b60e39,,functional_unit,SINGLE,path:hsa04010
fu:1293aabc7d9be29c2a493d302247e58520146c546c1956cda254be8480c527de,,functional_unit,OR,path:hsa04010
fu:84692161c0557d0f75da23e1f5a34e6ef09ce8d0dfa0a79ba2fb35501b68c6aa,,functional_unit,OR,path:hsa04010
fu:5670ba6c97f929ace90df9c33a929c195cffe83dc50fe4304d743795dfd92dbb,,functional_unit,OR,path:hsa04010
fu:e0c5c39903ec776bd435971db9105b1318f9e061b0379d3026c0565f13091456,,functional_unit,SINGLE,path:hsa04010
fu:9f4809138a800ea38b00483325afcc23f9df85066bdafd0394186142781b312b,,functional_unit,SINGLE,path:hsa04010
fu:198e05b949c4888a5ff3b09f9f893d3b98d70ab34defa0436e0a3f30f0fb11f1,,functional_unit,OR,path:hsa04010
fu:5d98fc210da7e2e1c74ce5cc25faed3242559c521d65c334990558f5842cff4b,,functional_unit,SINGLE,path:hsa04010
fu:6738a5cb3d1acef83359ebd1f24a746c53764177a20a976b4f4c11ff24a3a794,,functional_unit,AND,path:hsa04010
fu:5c1da86a671666064947fab8dc2c8783e502175cefa547a79fe0fafcad53550d,,functional_unit,AND,path:hsa04010
