node_index,id,type,logic,embedding_l2_norm
1418,MIMAT0019842,mir,,0.0
1419,MIMAT0002809,mir,,0.0
1420,MIMAT0002871,mir,,0.0
1421,MIMAT0005904,mir,,0.0
1422,MIMAT0022484,mir,,0.0
1423,MIMAT0000428,mir,,0.0
1424,MIMAT0027638,mir,,0.0
1425,MIMAT0027656,mir,,0.0
1426,MIMAT0003302,mir,,0.0
1427,MIMAT0027554,mir,,0.0
1428,MIMAT0022295,mir,,0.0
1429,MIMAT0027636,mir,,0.0
1430,MIMAT0016884,mir,,0.0
1431,MIMAT0022967,mir,,0.0
1432,MIMAT0018965,mir,,0.0
1433,MIMAT0019835,mir,,0.0
1434,MIMAT0026617,mir,,0.0
1435,MIMAT0015041,mir,,0.0
1436,MIMAT0015066,mir,,0.0
1437,MIMAT0016871,mir,,0.0
1438,MIMAT0018987,mir,,0.0
1439,MIMAT0018930,mir,,0.0
1440,MIMAT0019962,mir,,0.0
1441,MIMAT0030416,mir,,0.0
1442,MIMAT0031890,mir,,0.0
1443,MIMAT0004565,mir,,0.0
1444,MIMAT0000418,mir,,0.0
1445,MIMAT0005869,mir,,0.0
1446,MIMAT0019712,mir,,0.0
1447,MIMAT0019788,mir,,0.0
1448,MIMAT0027386,mir,,0.0
1449,MIMAT0027389,mir,,0.0
1450,MIMAT0028121,mir,,0.0
1451,MIMAT0028227,mir,,0.0
1452,MIMAT0000763,mir,,0.0
1453,MIMAT0028213,mir,,0.0
1454,MIMAT0019759,mir,,0.0
1455,MIMAT0001343,mir,,0.0
1456,MIMAT0003247,mir,,0.0
1457,MIMAT0004947,mir,,0.0
1458,MIMAT0018114,mir,,0.0
1459,MIMAT0000759,mir,,0.0
1460,MIMAT0003884,mir,,0.0
1461,MIMAT0022946,mir,,0.0
1462,MIMAT0019791,mir,,0.0
1463,MIMAT0000257,mir,,0.0
1464,MIMAT0007888,mir,,0.0
1465,MIMAT0027499,mir,,0.0
1466,MIMAT0019886,mir,,0.0
1467,MIMAT0019214,mir,,0.0
1468,MIMAT0027405,mir,,0.0
1469,MIMAT0031179,mir,,0.0
1470,MIMAT0004986,mir,,0.0
1471,MIMAT0005825,mir,,0.0
1472,MIMAT0015377,mir,,0.0
1473,MIMAT0015014,mir,,0.0
1474,MIMAT0018006,mir,,0.0
1475,MIMAT0020956,mir,,0.0
1476,MIMAT0019716,mir,,0.0
1477,MIMAT0019781,mir,,0.0
1478,MIMAT0022979,mir,,0.0
1479,MIMAT0004611,mir,,0.0
1480,MIMAT0019955,mir,,0.0
1481,MIMAT0003249,mir,,0.0
1482,MIMAT0019709,mir,,0.0
1483,MIMAT0031007,mir,,0.0
1484,MIMAT0022691,mir,,0.0
1485,MIMAT0004588,mir,,0.0
1486,MIMAT0000441,mir,,0.0
1487,MIMAT0026734,mir,,0.0
1488,MIMAT0022942,mir,,0.0
1489,MIMAT0005898,mir,,0.0
1490,MIMAT0014997,mir,,0.0
1491,MIMAT0018203,mir,,0.0
1492,MIMAT0019003,mir,,0.0
1493,MIMAT0019730,mir,,0.0
1494,MIMAT0019891,mir,,0.0
1495,MIMAT0027475,mir,,0.0
1496,MIMAT0027577,mir,,0.0
1497,MIMAT0030992,mir,,0.0
1498,MIMAT0004919,mir,,0.0
1499,MIMAT0019798,mir,,0.0
1500,MIMAT0019912,mir,,0.0
1501,MIMAT0000097,mir,,0.0
1502,MIMAT0022707,mir,,0.0
1503,MIMAT0005949,mir,,0.0
1504,MIMAT0018989,mir,,0.0
1505,MIMAT0000227,mir,,0.0
1506,MIMAT0004676,mir,,0.0
1507,MIMAT0004687,mir,,0.0
1508,MIMAT0011157,mir,,0.0
1509,MIMAT0019198,mir,,0.0
1510,MIMAT0016879,mir,,0.0
1511,MIMAT0019220,mir,,0.0
1512,MIMAT0019717,mir,,0.0
1513,MIMAT0019920,mir,,0.0
1514,MIMAT0025455,mir,,0.0
1515,MIMAT0025465,mir,,0.0
1516,MIMAT0027382,mir,,0.0
1517,MIMAT0027433,mir,,0.0
1518,MIMAT0027519,mir,,0.0
1519,MIMAT0027565,mir,,0.0
1520,MIMAT0027689,mir,,0.0
1521,MIMAT0027691,mir,,0.0
1522,MIMAT0019857,mir,,0.0
1523,MIMAT0019883,mir,,0.0
1524,MIMAT0019001,mir,,0.0
1525,MIMAT0031119,mir,,0.0
