MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Fatty Liver	Hyperlipidemia, Familial Combined	0.9618
Fatty Liver	Hypoalphalipoproteinemias	0.93514
Fatty Liver	Dyslipidemias	0.929188
AIDS-Related Opportunistic Infections	Entamoebiasis	0.883204
AIDS-Related Opportunistic Infections	Inflammatory Bowel Diseases	0.838906
AIDS-Related Opportunistic Infections	Celiac Disease	0.855023
Wolff-Parkinson-White Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.908677
Wolff-Parkinson-White Syndrome	Death, Sudden, Cardiac	0.934064
Heart Diseases	Aortic Valve Stenosis	0.882845
Heart Diseases	Cardiomyopathy, Hypertrophic	0.884932
Entamoebiasis	Vipoma	0.919647
Entamoebiasis	Enterocolitis	0.901803
Entamoebiasis	Inflammatory Bowel Diseases	0.840407
Entamoebiasis	Celiac Disease	0.895313
Neutropenia	Pancytopenia	0.879061
Neutropenia	Lymphohistiocytosis, Hemophagocytic	0.80105
Neutropenia	Hereditary Autoinflammatory Diseases	0.866125
Pulmonary Embolism	Pulmonary Fibrosis	0.820483
Pulmonary Embolism	Lymphangioleiomyomatosis	0.831116
Myocardial Reperfusion Injury	Reperfusion Injury	0.900946
Myocardial Reperfusion Injury	Polycythemia	0.915145
Diabetes Mellitus	Glucose Intolerance	0.949045
Diabetes Mellitus	Hyperlipoproteinemias	0.914581
Diabetes Mellitus	Endometrial Hyperplasia	0.902974
Diabetes Mellitus	Hyperuricemia	0.864876
Diabetes Mellitus	Lipid Metabolism Disorders	0.857292
Diabetes Mellitus	Bardet-Biedl Syndrome	0.897043
Diabetes Mellitus	Hyperlipidemia, Familial Combined	0.958193
Diabetes Mellitus	Hypoalphalipoproteinemias	0.9503
Diabetes Mellitus	Dyslipidemias	0.935345
Hypertension, Renal	Kidney Failure, Chronic	0.902079
Hypertension, Renal	Glomerulosclerosis, Focal Segmental	0.805964
Hypertension, Renal	Renal Insufficiency	0.940069
Craniosynostoses	Orofaciodigital Syndromes	0.81997
Craniosynostoses	Fibromatosis, Gingival	0.865058
Craniosynostoses	Hypertelorism	0.834492
Craniosynostoses	Syndactyly	0.868614
Craniosynostoses	Polydactyly	0.843141
Craniosynostoses	Hand Deformities, Congenital	0.857413
Craniosynostoses	Chromosome Breakage	0.889575
Craniosynostoses	Cri-du-Chat Syndrome	0.849686
Craniosynostoses	Wolf-Hirschhorn Syndrome	0.820358
Cholelithiasis	Gallstones	0.98902
Hypotension, Orthostatic	Long QT Syndrome	0.887297
Hypotension, Orthostatic	Arrhythmogenic Right Ventricular Dysplasia	0.835245
Hypotension, Orthostatic	Torsades de Pointes	0.840508
Hypotension, Orthostatic	Heart Block	0.879771
Hypotension, Orthostatic	Death, Sudden, Cardiac	0.807489
Hypotension, Orthostatic	Tachycardia, Ventricular	0.866519
Hypotension, Orthostatic	Brugada Syndrome	0.871666
Heart Septal Defects, Atrial	Hypertension, Pulmonary	0.807186
Hirschsprung Disease	Megacolon	0.977637
Hirschsprung Disease	Multiple Endocrine Neoplasia Type 2b	0.862143
Hirschsprung Disease	Anus Diseases	0.898427
Hypogonadism	Eunuchism	0.812045
Hypogonadism	Kallmann Syndrome	0.913948
Polydactyly	Smith-Lemli-Opitz Syndrome	0.876675
Polydactyly	Macrocephaly	0.832167
Polydactyly	Fibromatosis, Gingival	0.80519
Polydactyly	Xeroderma Pigmentosum	0.803221
Polydactyly	Chromosome Breakage	0.83728
Polydactyly	Cri-du-Chat Syndrome	0.869929
Cushing Syndrome	Pituitary ACTH Hypersecretion	0.87935
Cushing Syndrome	Endometrial Hyperplasia	0.886014
Cushing Syndrome	Acanthosis Nigricans	0.954254
Cushing Syndrome	Polycystic Ovary Syndrome	0.894041
Bronchial Hyperreactivity	Respiratory Hypersensitivity	0.832925
Myopathies, Nemaline	Myositis, Inclusion Body	0.827881
Blindness	Optic Atrophy, Hereditary, Leber	0.854919
Blindness	Optic Atrophies, Hereditary	0.813228
Mevalonate Kinase Deficiency	Hereditary Autoinflammatory Diseases	0.900829
Xeroderma Pigmentosum	Orofaciodigital Syndromes	0.871656
Xeroderma Pigmentosum	Fibromatosis, Gingival	0.934896
Xeroderma Pigmentosum	Hypertelorism	0.857974
Xeroderma Pigmentosum	Wolf-Hirschhorn Syndrome	0.823272
Proteinuria	Nephrotic Syndrome	0.9937
Proteinuria	Nephrosis	0.988762
Proteinuria	Lecithin Acyltransferase Deficiency	0.995019
Proteinuria	Immune Complex Diseases	0.904121
Proteinuria	Glomerulonephritis, Membranoproliferative	0.9813
Proteinuria	Oculocerebrorenal Syndrome	0.874829
Proteinuria	Glomerulosclerosis, Focal Segmental	0.998468
Proteinuria	Glomerulonephritis, IGA	0.866215
Rhinitis, Allergic, Seasonal	Rhinitis, Allergic, Perennial	0.976313
Cardiomyopathy, Dilated	Ventricular Dysfunction, Left	0.948292
Cardiomyopathy, Dilated	Cardiomyopathy, Restrictive	0.826491
Myocardial Infarction	Myocardial Stunning	0.940106
Myocardial Infarction	Coronary Stenosis	0.906333
Myocardial Infarction	Coronary Restenosis	0.943375
Staphylococcal Skin Infections	Dermatitis	0.849574
Cleft Palate	Cleft Lip	0.970755
Myopathy, Central Core	Myopathies, Structural, Congenital	0.899884
Myopathy, Central Core	Myopathies, Nemaline	0.841368
Bacterial Infections	Gram-Negative Bacterial Infections	0.835858
Bacterial Infections	Communicable Diseases	0.948336
Bone Neoplasms	Opioid-Related Disorders	0.827192
Polycystic Kidney, Autosomal Dominant	Renal Insufficiency	0.902789
Hand Deformities, Congenital	Coloboma	0.857863
Hand Deformities, Congenital	Blepharophimosis	0.867673
Hand Deformities, Congenital	Nails, Malformed	0.845315
Hand Deformities, Congenital	Orofaciodigital Syndromes	0.857104
Hand Deformities, Congenital	Fibromatosis, Gingival	0.87633
Hand Deformities, Congenital	Hypertelorism	0.941051
Hand Deformities, Congenital	Xeroderma Pigmentosum	0.86684
Hand Deformities, Congenital	Chromosome Breakage	0.887149
Hand Deformities, Congenital	Wolf-Hirschhorn Syndrome	0.835068
Hand Deformities, Congenital	Foot Deformities, Congenital	0.923577
Keratoconus	Corneal Dystrophies, Hereditary	0.823596
Colorectal Neoplasms, Hereditary Nonpolyposis	Cafe-au-Lait Spots	0.953854
Infection	Malaria	0.812962
Infection	Neutropenia	0.844494
Infection	Bacterial Infections	0.934135
Bone Diseases, Metabolic	Bone Resorption	0.833223
Congenital Hypothyroidism	Coloboma	0.896017
Congenital Hypothyroidism	Nails, Malformed	0.816124
Congenital Hypothyroidism	Tooth Abnormalities	0.840326
Congenital Hypothyroidism	Orofaciodigital Syndromes	0.821642
Congenital Hypothyroidism	Fibromatosis, Gingival	0.83856
Congenital Hypothyroidism	Hypertelorism	0.835352
Congenital Hypothyroidism	Hand Deformities, Congenital	0.83761
Salmonella Infections, Animal	Entamoebiasis	0.845078
Salmonella Infections, Animal	Inflammatory Bowel Diseases	0.850442
Glaucoma, Open-Angle	Low Tension Glaucoma	0.94979
Mood Disorders	Depressive Disorder	0.844228
Mood Disorders	Depressive Disorder, Major	0.820039
Epilepsy, Generalized	Classical Lissencephalies and Subcortical Band Heterotopias	0.881602
Epilepsy, Generalized	Incontinentia Pigmenti	0.876469
Epilepsy, Generalized	Epilepsy, Absence	0.813497
Epilepsy, Generalized	Seizures	0.844218
Epilepsy, Generalized	Seizures, Febrile	0.845991
Lipid Metabolism Disorders	Hyperlipoproteinemias	0.825252
Lipid Metabolism Disorders	Hypoalphalipoproteinemias	0.848201
Lipid Metabolism Disorders	Dyslipidemias	0.877798
Stereotypic Movement Disorder	Chromosome Breakage	0.817372
Hyperinsulinism	Metabolic Diseases	0.955192
Hyperinsulinism	Hypercholesterolemia	0.809877
Hyperinsulinism	Glucose Intolerance	0.968732
Hyperinsulinism	Hyperlipoproteinemias	0.924413
Hyperinsulinism	Endometrial Hyperplasia	0.94465
Hyperinsulinism	Endometrial Neoplasms	0.940178
Hyperinsulinism	Diabetes Mellitus	0.969844
Hyperinsulinism	Cushing Syndrome	0.813863
Hyperinsulinism	Hypothalamic Diseases	0.850321
Hyperinsulinism	Bardet-Biedl Syndrome	0.914436
Hyperinsulinism	Hypoalphalipoproteinemias	0.965888
Hyperinsulinism	Dyslipidemias	0.936131
Appendicitis	Peritonitis	0.94653
Muscular Dystrophy, Facioscapulohumeral	Myositis, Inclusion Body	0.846779
Progeria	Werner Syndrome	0.97877
Blood Coagulation Disorders	Hemorrhagic Disorders	0.819894
Homocystinuria	Amino Acid Metabolism, Inborn Errors	0.861482
Brain Neoplasms	Glioblastoma	0.827372
Brain Neoplasms	Intracranial Arteriovenous Malformations	0.842662
Brain Neoplasms	Astrocytoma	0.850011
Rickets	Hypocalcemia	0.93206
Rickets	Hypoparathyroidism	0.911767
Arthritis, Experimental	Neurogenic Inflammation	0.816798
Death, Sudden, Cardiac	Arrhythmogenic Right Ventricular Dysplasia	0.918616
Abortion, Spontaneous	Premature Birth	0.839874
Abortion, Spontaneous	Fetal Death	0.802656
Abortion, Spontaneous	Fetal Growth Retardation	0.822877
Abortion, Spontaneous	Hyaline Membrane Disease	0.812427
Carcinoma, Renal Cell	Kidney Neoplasms	0.800235
Ectodermal Dysplasia	Chromosome Disorders	0.815068
Ectodermal Dysplasia	Craniofacial Dysostosis	0.865958
Ectodermal Dysplasia	Amino Acid Metabolism, Inborn Errors	0.805192
Ectodermal Dysplasia	Fibromatosis, Gingival	0.828533
Ectodermal Dysplasia	Hypertelorism	0.828724
Ectodermal Dysplasia	Chromosome Aberrations	0.835299
Ectodermal Dysplasia	Syndactyly	0.806214
Ectodermal Dysplasia	Xeroderma Pigmentosum	0.828001
Ectodermal Dysplasia	Hand Deformities, Congenital	0.824598
Ectodermal Dysplasia	Chromosome Breakage	0.810072
Chromosome Breakage	Blepharophimosis	0.908825
Chromosome Breakage	Macrocephaly	0.85008
Chromosome Breakage	Orofaciodigital Syndromes	0.851511
Chromosome Breakage	Fibromatosis, Gingival	0.933633
Chromosome Breakage	Hypertelorism	0.865904
Chromosome Breakage	Xeroderma Pigmentosum	0.931248
Chromosome Breakage	Wolf-Hirschhorn Syndrome	0.884691
Cri-du-Chat Syndrome	Macrocephaly	0.803949
Cri-du-Chat Syndrome	Chromosome Breakage	0.826058
Goiter	Deafness	0.913079
Meningomyelocele	Spina Bifida Cystica	0.895833
Parkinson Disease	Parkinson Disease, Secondary	0.832781
Choanal Atresia	Hypertelorism	0.809895
Epilepsies, Partial	Classical Lissencephalies and Subcortical Band Heterotopias	0.812969
Epilepsies, Partial	Incontinentia Pigmenti	0.830532
Liver Diseases	Gallbladder Neoplasms	0.823494
Liver Diseases	Hepatic Veno-Occlusive Disease	0.842556
Liver Diseases	Jaundice, Chronic Idiopathic	0.899012
Liver Diseases	Hyperbilirubinemia	0.85684
Liver Diseases	Spherocytosis, Hereditary	0.8761
Liver Diseases	Hepatitis	0.961975
Liver Diseases	Protoporphyria, Erythropoietic	0.838557
Liver Diseases	Hepatitis B, Chronic	0.82738
Liver Diseases	Drug-Induced Liver Injury	0.950571
Liver Diseases	Liver Failure	0.817143
Cholestasis, Intrahepatic	Candidiasis, Vulvovaginal	0.873439
Cholestasis, Intrahepatic	Dermatitis, Allergic Contact	0.84027
Cholestasis, Intrahepatic	Keloid	0.854675
Cholestasis, Intrahepatic	Dermatitis	0.829513
Cholestasis, Intrahepatic	Liver Cirrhosis, Biliary	0.869967
Cholestasis, Intrahepatic	Pruritus	0.924153
Cholestasis, Intrahepatic	Dermatitis, Atopic	0.90396
Frontotemporal Dementia	Pick Disease of the Brain	0.97513
Primary Ovarian Insufficiency	Gonadal Dysgenesis	0.985235
Exostoses, Multiple Hereditary	Craniofacial Dysostosis	0.83881
Exostoses, Multiple Hereditary	Fibromatosis, Gingival	0.855428
Exostoses, Multiple Hereditary	Hallermann's Syndrome	0.858467
Exostoses, Multiple Hereditary	Syndactyly	0.852104
Exostoses, Multiple Hereditary	Craniosynostoses	0.838812
Exostoses, Multiple Hereditary	Xeroderma Pigmentosum	0.843561
Exostoses, Multiple Hereditary	Hand Deformities, Congenital	0.808104
Exostoses, Multiple Hereditary	Chromosome Breakage	0.874222
Glomerulosclerosis, Focal Segmental	Nephrotic Syndrome	0.993939
Glomerulosclerosis, Focal Segmental	Nephrosis	0.987949
Glomerulosclerosis, Focal Segmental	Denys-Drash Syndrome	0.958784
Glomerulosclerosis, Focal Segmental	Lecithin Acyltransferase Deficiency	0.995165
Glomerulosclerosis, Focal Segmental	Immune Complex Diseases	0.906962
Glomerulosclerosis, Focal Segmental	Anemia, Macrocytic	0.834157
Glomerulosclerosis, Focal Segmental	Hematuria	0.938179
Pre-Eclampsia	Hypertension, Pregnancy-Induced	0.942472
Acne Vulgaris	Dermatitis, Seborrheic	0.902395
Acne Vulgaris	Alopecia	0.926259
Leukemia	Leukemia, Myeloid, Acute	0.850886
Leukemia	Leukemia, Lymphoid	0.807489
Leukemia	Leukemia, Myeloid	0.842408
Tachycardia, Ventricular	Arrhythmogenic Right Ventricular Dysplasia	0.979451
Tachycardia, Ventricular	Torsades de Pointes	0.962598
Tachycardia, Ventricular	Coffin-Lowry Syndrome	0.833079
Tachycardia, Ventricular	Romano-Ward Syndrome	0.820721
Tachycardia, Ventricular	Death, Sudden, Cardiac	0.949027
Tachycardia, Ventricular	Ventricular Fibrillation	0.899273
Tachycardia, Ventricular	Atrioventricular Block	0.961193
Cholangiocarcinoma	Bile Duct Neoplasms	0.962963
Intestinal Diseases	Inflammatory Bowel Diseases	0.808853
Intestinal Diseases	Celiac Disease	0.838719
Liver Neoplasms, Experimental	Mammary Neoplasms, Experimental	0.85455
Liver Neoplasms, Experimental	Liver Cirrhosis, Experimental	0.809022
Brain Diseases	Central Nervous System Diseases	0.839746
Brain Diseases	Brain Neoplasms	0.848345
Mitochondrial Myopathies	Mitochondrial Encephalomyopathies	0.969837
Hypothalamic Diseases	Glucose Intolerance	0.805023
Hypothalamic Diseases	Diabetes Mellitus	0.819489
Hypothalamic Diseases	Hypoalphalipoproteinemias	0.821128
Keratitis	Deafness	0.826422
Keratitis	Waardenburg's Syndrome	0.874331
Atherosclerosis	Hyperglycemia	0.820345
Atherosclerosis	Diabetes Mellitus	0.80254
Atherosclerosis	Venous Thromboembolism	0.848101
Atherosclerosis	Dyslipidemias	0.800951
Renal Insufficiency	Nephrosis	0.854325
Retinal Diseases	Retinal Dystrophies	0.872163
Retinal Diseases	Optic Disk Drusen	0.852917
Choroidal Neovascularization	Retinal Vein Occlusion	0.838415
Choroidal Neovascularization	Optic Atrophy, Hereditary, Leber	0.807197
Parathyroid Neoplasms	Hyperparathyroidism	0.832396
Sebaceous Gland Neoplasms	Xeroderma Pigmentosum	0.814474
Sebaceous Gland Neoplasms	Chromosome Breakage	0.84063
Sebaceous Gland Neoplasms	Wolf-Hirschhorn Syndrome	0.881806
Anemia, Hemolytic, Autoimmune	Autoimmune Lymphoproliferative Syndrome	0.905414
Anemia, Hemolytic, Autoimmune	Thrombocytopenia	0.8693
Respiratory Distress Syndrome, Newborn	Fetal Growth Retardation	0.88964
Ventricular Fibrillation	Arrhythmogenic Right Ventricular Dysplasia	0.838166
Ventricular Fibrillation	Death, Sudden, Cardiac	0.896588
Seizures	Classical Lissencephalies and Subcortical Band Heterotopias	0.924068
Seizures	Incontinentia Pigmenti	0.916078
Seizures	Seizures, Febrile	0.933501
Seizures	Malformations of Cortical Development	0.80826
Colitis	Rectal Neoplasms	0.832419
Colitis	Crohn Disease	0.858269
Colitis	Celiac Disease	0.918447
Rectal Neoplasms	Vipoma	0.813169
Rectal Neoplasms	Mucositis	0.820845
Rectal Neoplasms	Gastrinoma	0.831916
Rectal Neoplasms	AIDS-Related Opportunistic Infections	0.805436
Rectal Neoplasms	Inflammatory Bowel Diseases	0.829441
Leishmaniasis, Cutaneous	Sciatic Neuropathy	0.912481
Leishmaniasis, Cutaneous	Arthritis, Experimental	0.818009
Leishmaniasis, Cutaneous	Hyperalgesia	0.92933
Pulmonary Fibrosis	Lymphangioleiomyomatosis	0.814732
Ophthalmoplegia	Duane Retraction Syndrome	0.952907
Multiple Myeloma	Blood Protein Disorders	0.843263
Glomerulonephritis	Kidney Failure, Chronic	0.85458
Glomerulonephritis	Nephrotic Syndrome	0.98505
Glomerulonephritis	Nephrosis	0.972429
Glomerulonephritis	Denys-Drash Syndrome	0.941078
Glomerulonephritis	Lecithin Acyltransferase Deficiency	0.975109
Glomerulonephritis	Immune Complex Diseases	0.959973
Glomerulonephritis	Glomerulonephritis, Membranoproliferative	0.992972
Glomerulonephritis	Nephritis, Interstitial	0.960564
Glomerulonephritis	Anemia, Macrocytic	0.819261
Glomerulonephritis	Proteinuria	0.979704
Glomerulonephritis	Glomerulosclerosis, Focal Segmental	0.980296
Glomerulonephritis	Glomerulonephritis, IGA	0.941909
Glomerulonephritis	Lupus Nephritis	0.983708
Glomerulonephritis	Hematuria	0.948578
Neurofibromatosis 1	Cafe-au-Lait Spots	0.878898
Neurofibromatosis 1	Fibrous Dysplasia, Polyostotic	0.90744
Neurofibromatosis 1	Colorectal Neoplasms, Hereditary Nonpolyposis	0.889801
Pruritus	Keratosis	0.836664
Dysgammaglobulinemia	Immunologic Deficiency Syndromes	0.963102
Urinary Incontinence	Female Urogenital Diseases	0.84731
Urinary Incontinence	Prostatic Intraepithelial Neoplasia	0.889435
Inflammatory Bowel Diseases	Vipoma	0.842759
Inflammatory Bowel Diseases	Colonic Polyps	0.810404
Inflammatory Bowel Diseases	Gastrinoma	0.860118
Inflammatory Bowel Diseases	Celiac Disease	0.895477
Myositis, Inclusion Body	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.805718
Acrocephalosyndactylia	Tooth Abnormalities	0.800933
Acrocephalosyndactylia	Craniofacial Dysostosis	0.85264
Acrocephalosyndactylia	Orofaciodigital Syndromes	0.817132
Acrocephalosyndactylia	Syndactyly	0.823166
Acrocephalosyndactylia	Craniosynostoses	0.804065
Acrocephalosyndactylia	Hand Deformities, Congenital	0.804068
Urologic Diseases	Spina Bifida Cystica	0.824023
Heart Septal Defects, Ventricular	Heart Septal Defects	0.890063
Brugada Syndrome	Long QT Syndrome	0.923816
Brugada Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.894273
Brugada Syndrome	Torsades de Pointes	0.87753
Brugada Syndrome	Heart Block	0.900443
Brugada Syndrome	Death, Sudden, Cardiac	0.85998
Brugada Syndrome	Tachycardia, Ventricular	0.919221
Brugada Syndrome	Ventricular Fibrillation	0.851739
Pierre Robin Syndrome	Orofaciodigital Syndromes	0.804234
Pierre Robin Syndrome	Hand Deformities, Congenital	0.814526
Spinal Diseases	Spondylitis, Ankylosing	0.896713
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Diseases	0.837075
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Myopathies	0.948561
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Encephalomyopathies	0.946373
Insulin Resistance	Hyperlipidemias	0.93064
Insulin Resistance	Obesity	0.98831
Insulin Resistance	Metabolic Diseases	0.953963
Insulin Resistance	Glucose Intolerance	0.949921
Insulin Resistance	Hyperlipoproteinemias	0.918081
Insulin Resistance	Endometrial Hyperplasia	0.948721
Insulin Resistance	Gout	0.870972
Insulin Resistance	Metabolic Syndrome X	0.990537
Insulin Resistance	Endometrial Neoplasms	0.948006
Insulin Resistance	Diabetes Mellitus	0.96949
Insulin Resistance	Cushing Syndrome	0.809648
Insulin Resistance	Lipid Metabolism Disorders	0.875838
Insulin Resistance	Hyperinsulinism	0.990462
Insulin Resistance	Hypothalamic Diseases	0.840197
Insulin Resistance	Bardet-Biedl Syndrome	0.926454
Insulin Resistance	Hypertriglyceridemia	0.96867
Insulin Resistance	Hyperlipidemia, Familial Combined	0.98213
Insulin Resistance	Hypoalphalipoproteinemias	0.979885
Insulin Resistance	Dyslipidemias	0.943671
Bardet-Biedl Syndrome	Glucose Intolerance	0.856229
Bardet-Biedl Syndrome	Hyperlipoproteinemias	0.879098
Bardet-Biedl Syndrome	Hypoalphalipoproteinemias	0.937214
Bardet-Biedl Syndrome	Dyslipidemias	0.869479
Agranulocytosis	Neutropenia	0.962287
Amyloidosis	Nephrotic Syndrome	0.80273
Respiratory Insufficiency	Respiratory Distress Syndrome, Adult	0.90147
Respiratory Insufficiency	Lung Diseases, Obstructive	0.888211
Respiratory Insufficiency	Acidosis	0.852074
Hypertriglyceridemia	Obesity	0.970329
Hypertriglyceridemia	Metabolic Diseases	0.939837
Hypertriglyceridemia	Hypercholesterolemia	0.84882
Hypertriglyceridemia	Glucose Intolerance	0.945944
Hypertriglyceridemia	Hyperlipoproteinemias	0.914077
Hypertriglyceridemia	Gout	0.877421
Hypertriglyceridemia	Endometrial Neoplasms	0.931646
Hypertriglyceridemia	Diabetes Mellitus	0.969682
Hypertriglyceridemia	Lipid Metabolism Disorders	0.897941
Hypertriglyceridemia	Hyperinsulinism	0.966631
Hypertriglyceridemia	Hyperlipoproteinemia Type IV	0.901059
Hypertriglyceridemia	Bardet-Biedl Syndrome	0.888309
Hypertriglyceridemia	Hyperlipidemia, Familial Combined	0.956352
Hypertriglyceridemia	Hypoalphalipoproteinemias	0.941429
Hypertriglyceridemia	Dyslipidemias	0.944397
Hemangioma, Capillary	Anisometropia	0.919126
Amyotrophic Lateral Sclerosis	Motor Neuron Disease	0.847346
Fetal Growth Retardation	Premature Birth	0.943272
Fetal Growth Retardation	Fetal Membranes, Premature Rupture	0.838303
Fetal Growth Retardation	Anemia, Neonatal	0.813004
Fetal Growth Retardation	Hernia, Umbilical	0.83539
Vulvar Neoplasms	Lichenoid Eruptions	0.826915
Arthritis	Osteoarthritis	0.828054
Arthritis	Femur Head Necrosis	0.816435
Idiopathic Pulmonary Fibrosis	Pulmonary Emphysema	0.829352
Idiopathic Pulmonary Fibrosis	Pulmonary Alveolar Proteinosis	0.930452
Idiopathic Pulmonary Fibrosis	Pulmonary Embolism	0.824559
Idiopathic Pulmonary Fibrosis	Pulmonary Fibrosis	0.998885
Idiopathic Pulmonary Fibrosis	Lymphangioleiomyomatosis	0.827632
Lipodystrophy	Acanthosis Nigricans	0.805544
Seizures, Febrile	Classical Lissencephalies and Subcortical Band Heterotopias	0.890083
Seizures, Febrile	Incontinentia Pigmenti	0.894294
Crohn Disease	Exocrine Pancreatic Insufficiency	0.810847
Crohn Disease	Gastrinoma	0.834324
Crohn Disease	AIDS-Related Opportunistic Infections	0.811493
Crohn Disease	Salmonella Infections, Animal	0.815337
Crohn Disease	Inflammatory Bowel Diseases	0.924343
Crohn Disease	Celiac Disease	0.835875
Angelman Syndrome	Chromosome Disorders	0.805043
Angelman Syndrome	Cri-du-Chat Syndrome	0.815327
Ankylosis	Oral Submucous Fibrosis	0.807303
Uremia	Psoriasis	0.801284
Uremia	Cholestasis, Intrahepatic	0.82779
Craniofacial Abnormalities	Smith-Lemli-Opitz Syndrome	0.85866
Craniofacial Abnormalities	Blepharophimosis	0.894211
Craniofacial Abnormalities	Silver-Russell Syndrome	0.811827
Craniofacial Abnormalities	Nails, Malformed	0.819484
Craniofacial Abnormalities	Tooth Abnormalities	0.885435
Craniofacial Abnormalities	Macrocephaly	0.848982
Craniofacial Abnormalities	Chromosome Disorders	0.962867
Craniofacial Abnormalities	Craniofacial Dysostosis	0.921708
Craniofacial Abnormalities	Microcephaly	0.958629
Craniofacial Abnormalities	Rubinstein-Taybi Syndrome	0.8144
Craniofacial Abnormalities	Dwarfism	0.916311
Craniofacial Abnormalities	Orofaciodigital Syndromes	0.855738
Craniofacial Abnormalities	Abnormalities, Multiple	0.969733
Craniofacial Abnormalities	Amino Acid Metabolism, Inborn Errors	0.922953
Craniofacial Abnormalities	Mental Retardation	0.938513
Craniofacial Abnormalities	Fibromatosis, Gingival	0.901645
Craniofacial Abnormalities	Piebaldism	0.857053
Craniofacial Abnormalities	Phenylketonurias	0.92525
Craniofacial Abnormalities	De Lange Syndrome	0.877001
Craniofacial Abnormalities	Klinefelter Syndrome	0.906455
Craniofacial Abnormalities	Fragile X Syndrome	0.884953
Craniofacial Abnormalities	Hallermann's Syndrome	0.849436
Craniofacial Abnormalities	Down Syndrome	0.889793
Craniofacial Abnormalities	Hypertelorism	0.87625
Craniofacial Abnormalities	Skin Abnormalities	0.888664
Craniofacial Abnormalities	Metabolism, Inborn Errors	0.88535
Craniofacial Abnormalities	Mucopolysaccharidosis IV	0.816003
Craniofacial Abnormalities	Chromosome Aberrations	0.959551
Craniofacial Abnormalities	Syndactyly	0.909097
Craniofacial Abnormalities	Craniosynostoses	0.937373
Craniofacial Abnormalities	Polydactyly	0.898217
Craniofacial Abnormalities	Xeroderma Pigmentosum	0.887926
Craniofacial Abnormalities	Hand Deformities, Congenital	0.889411
Craniofacial Abnormalities	Congenital Hypothyroidism	0.81246
Craniofacial Abnormalities	Anophthalmos	0.852175
Craniofacial Abnormalities	Ectodermal Dysplasia	0.832778
Craniofacial Abnormalities	Chromosome Breakage	0.919825
Craniofacial Abnormalities	Cri-du-Chat Syndrome	0.882232
Craniofacial Abnormalities	Exostoses, Multiple Hereditary	0.858541
Craniofacial Abnormalities	Sebaceous Gland Neoplasms	0.818278
Craniofacial Abnormalities	Wolf-Hirschhorn Syndrome	0.887362
Craniofacial Abnormalities	Foot Deformities, Congenital	0.801715
Craniofacial Abnormalities	Genetic Diseases, Inborn	0.842687
Craniofacial Abnormalities	Maple Syrup Urine Disease	0.818484
Hyperlipidemia, Familial Combined	Glucose Intolerance	0.925601
Hyperlipidemia, Familial Combined	Hyperlipoproteinemias	0.930638
Hyperlipidemia, Familial Combined	Hypoalphalipoproteinemias	0.983403
Hyperlipidemia, Familial Combined	Dyslipidemias	0.931483
Alopecia	Hirsutism	0.914761
Hematologic Diseases	Blood Platelet Disorders	0.908843
Hematologic Diseases	Anemia, Aplastic	0.846753
Hematologic Diseases	Thrombocytopenia	0.899009
Bundle-Branch Block	Long QT Syndrome	0.892398
Bundle-Branch Block	Arrhythmogenic Right Ventricular Dysplasia	0.898551
Bundle-Branch Block	Torsades de Pointes	0.906176
Bundle-Branch Block	Heart Block	0.929465
Bundle-Branch Block	Death, Sudden, Cardiac	0.951802
Bundle-Branch Block	Tachycardia, Ventricular	0.931014
Bundle-Branch Block	Ventricular Fibrillation	0.89524
Bundle-Branch Block	Brugada Syndrome	0.856597
Carcinoma, Transitional Cell	Urinary Bladder Neoplasms	0.852237
Stroke	Infarction, Middle Cerebral Artery	0.87799
Hemophilia B	Factor VII Deficiency	0.848976
Pancreatic Neoplasms	Pancreatic Diseases	0.845415
Hemophilia A	Hemorrhagic Disorders	0.811986
Hemophilia A	von Willebrand Diseases	0.924488
Hemophilia A	Hemophilia B	0.973634
Hemophilia A	Factor VII Deficiency	0.865897
Obsessive-Compulsive Disorder	Tourette Syndrome	0.811767
Diabetes Insipidus, Neurogenic	Diabetes Insipidus, Nephrogenic	0.977553
Multiple System Atrophy	Supranuclear Palsy, Progressive	0.950598
Multiple System Atrophy	Tauopathies	0.921987
Pancreatic Diseases	Pancreatitis	0.815662
Glomerulonephritis, IGA	Nephrotic Syndrome	0.882263
Glomerulonephritis, IGA	Lecithin Acyltransferase Deficiency	0.864658
Glomerulonephritis, IGA	Immune Complex Diseases	0.957496
Glomerulonephritis, IGA	Glomerulonephritis, Membranoproliferative	0.934368
Glomerulonephritis, IGA	Hematuria	0.875594
Celiac Disease	Vipoma	0.905156
Celiac Disease	Gastrinoma	0.841829
Joint Diseases	Soft Tissue Neoplasms	0.8201
Joint Diseases	Osteoarthritis	0.828675
Joint Diseases	Osteolysis	0.80747
Mammary Neoplasms, Animal	Liver Cirrhosis, Experimental	0.817525
Colorectal Neoplasms	Mucositis	0.803778
