ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
213350_at,RPS11,ribosomal protein S11,6205,3.47e-13,3.27e-15,-12.2,24.544,-2.6698
223289_s_at,USP38,ubiquitin specific peptidase 38,84640,3.55e-13,3.35e-15,12.2,24.519,3.22955
226961_at,PRR15,proline rich 15,222171,3.65e-13,3.46e-15,12.2,24.4876,3.80473
202817_s_at,SS18,"SS18, nBAF chromatin remodeling complex subunit",6760,3.69e-13,3.5e-15,12.2,24.4744,2.95545
201727_s_at,ELAVL1,ELAV like RNA binding protein 1,1994,3.69e-13,3.52e-15,12.2,24.4705,2.24337
205878_at,POU6F1,POU class 6 homeobox 1,5463,3.78e-13,3.63e-15,-12.2,24.4393,-2.3315
236657_at,LOC100288911,uncharacterized LOC100288911,100288911,3.78e-13,3.65e-15,-12.2,24.4348,-2.22613
217054_at,MUC3A,"mucin 3A, cell surface associated",4584,3.78e-13,3.66e-15,-12.2,24.4315,-1.70227
223373_s_at,PLA2G12A,phospholipase A2 group XIIA,81579,3.8e-13,3.69e-15,12.2,24.4234,1.86269
214757_at,PMS2P2,"PMS1 homolog 2, mismatch repair system component pseudogene 2",5380,3.82e-13,3.72e-15,12.2,24.4157,2.71518
210108_at,CACNA1D,calcium voltage-gated channel subunit alpha1 D,776,3.82e-13,3.73e-15,12.2,24.411,4.9632
205588_s_at,FGFR1OP,FGFR1 oncogene partner,11116,3.89e-13,3.81e-15,12.2,24.3902,3.08247
201446_s_at,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,7072,3.93e-13,3.86e-15,12.2,24.3773,2.97771
205208_at,ALDH1L1,aldehyde dehydrogenase 1 family member L1,10840,3.94e-13,3.89e-15,-12.2,24.3698,-2.1984
210178_x_at,SRSF10,serine and arginine rich splicing factor 10,10772,3.99e-13,3.98e-15,12.2,24.348,3.51991
228593_at,MTMR9LP,"myotubularin related protein 9-like, pseudogene",339483,4.06e-13,4.07e-15,-12.2,24.3265,-1.43346
227680_at,ZNF326,zinc finger protein 326,284695,4.17e-13,4.19e-15,12.2,24.2963,1.24992
217969_at,VPS51,"VPS51, GARP complex subunit",738,4.21e-13,4.26e-15,-12.1,24.2812,-1.86221
216988_s_at,PTP4A2,"protein tyrosine phosphatase type IVA, member 2",8073,4.21e-13,4.26e-15,12.1,24.2808,2.70767
212271_at,MAPK1,mitogen-activated protein kinase 1,5594,4.23e-13,4.31e-15,12.1,24.2696,3.07731
227366_at,RILP,Rab interacting lysosomal protein,83547,4.26e-13,4.36e-15,-12.1,24.2565,-1.45397
223021_x_at,VTA1,vesicle trafficking 1,51534,4.26e-13,4.37e-15,12.1,24.2559,2.73788
226601_at,SLC30A7,solute carrier family 30 member 7,148867,4.27e-13,4.38e-15,12.1,24.2517,1.58386
37892_at,COL11A1,collagen type XI alpha 1 chain,1301,4.29e-13,4.43e-15,12.1,24.2423,7.94893
223160_s_at,PPP4R3A,protein phosphatase 4 regulatory subunit 3A,55671,4.34e-13,4.49e-15,12.1,24.2286,2.11201
214882_s_at,MIR636,microRNA 636///serine and arginine rich splicing factor 2,693221,4.43e-13,4.63e-15,12.1,24.1969,1.9664
209284_s_at,FAM208A,family with sequence similarity 208 member A,23272,4.44e-13,4.68e-15,12.1,24.1874,1.82008
226319_s_at,ALYREF,Aly/REF export factor,10189,4.52e-13,4.78e-15,12.1,24.1665,4.41989
226094_at,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,5286,4.68e-13,4.98e-15,12.1,24.1255,4.02415
213706_at,GPD1,glycerol-3-phosphate dehydrogenase 1,2819,4.82e-13,5.14e-15,-12.1,24.0936,-5.61331
227875_at,KLHL13,kelch like family member 13,90293,4.91e-13,5.27e-15,-12.1,24.0686,-5.54294
212016_s_at,MIR4745,microRNA 4745///polypyrimidine tract binding protein 1,100616459,4.91e-13,5.28e-15,12.1,24.0682,3.32019
214500_at,H2AFY,H2A histone family member Y,9555,4.97e-13,5.35e-15,12.1,24.0537,3.82774
242706_s_at,MED23,mediator complex subunit 23,9439,5.07e-13,5.48e-15,12.1,24.0296,3.36698
222893_s_at,RPAP2,RNA polymerase II associated protein 2,79871,5.13e-13,5.57e-15,12,24.0147,2.07047
236359_at,SCN4B,sodium voltage-gated channel beta subunit 4,6330,5.13e-13,5.58e-15,-12,24.0121,-4.09408
1554365_a_at,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,5527,5.28e-13,5.78e-15,12,23.9774,3.19383
215936_s_at,KIAA1033,KIAA1033,23325,5.28e-13,5.78e-15,12,23.9772,3.36016
202487_s_at,H2AFV,H2A histone family member V,94239,5.35e-13,5.87e-15,12,23.9613,2.08755
201262_s_at,BGN,biglycan,633,5.38e-13,5.92e-15,12,23.9532,4.75435
1552610_a_at,JAK1,Janus kinase 1,3716,5.47e-13,6.04e-15,12,23.934,4.8515
206825_at,OXTR,oxytocin receptor,5021,5.65e-13,6.26e-15,-12,23.8975,-5.75625
210432_s_at,SCN3A,sodium voltage-gated channel alpha subunit 3,6328,5.67e-13,6.31e-15,-12,23.8909,-3.26362
202593_s_at,GDE1,glycerophosphodiester phosphodiesterase 1,51573,5.67e-13,6.32e-15,12,23.8891,5.0615
209162_s_at,PRPF4,pre-mRNA processing factor 4,9128,5.67e-13,6.34e-15,12,23.8857,4.3737
200996_at,ACTR3,ARP3 actin related protein 3 homolog,10096,5.81e-13,6.51e-15,12,23.8591,1.82951
226930_at,FNDC1,fibronectin type III domain containing 1,84624,5.84e-13,6.61e-15,12,23.8447,5.11715
200712_s_at,MAPRE1,microtubule associated protein RP/EB family member 1,22919,5.84e-13,6.62e-15,12,23.8431,3.60727
207079_s_at,MED6,mediator complex subunit 6,10001,5.84e-13,6.65e-15,12,23.8386,2.57986
201005_at,CD9,CD9 molecule,928,5.87e-13,6.7e-15,12,23.8306,2.94483
219023_at,AP1AR,adaptor related protein complex 1 associated regulatory protein,55435,6.13e-13,7.01e-15,12,23.7854,2.62237
201695_s_at,PNP,purine nucleoside phosphorylase,4860,6.3e-13,7.26e-15,11.9,23.7517,3.63276
1555831_s_at,LRRC41,leucine rich repeat containing 41,10489,6.62e-13,7.64e-15,11.9,23.7001,3.14811
206262_at,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",126,6.64e-13,7.69e-15,-11.9,23.6943,-3.26152
228618_at,PEAR1,platelet endothelial aggregation receptor 1,375033,6.88e-13,8.02e-15,-11.9,23.6527,-3.13894
202346_at,UBE2K,ubiquitin conjugating enzyme E2 K,3093,7.21e-13,8.43e-15,11.9,23.603,1.51929
209649_at,STAM2,signal transducing adaptor molecule 2,10254,7.39e-13,8.65e-15,11.9,23.5766,2.31067
32259_at,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit,2145,7.59e-13,8.92e-15,-11.9,23.5472,-1.71278
218260_at,DDA1,DET1 and DDB1 associated 1,79016,7.95e-13,9.37e-15,11.9,23.4981,3.24693
209175_at,SEC23IP,SEC23 interacting protein,11196,8.08e-13,9.55e-15,11.8,23.4793,2.54701
218872_at,TESC,tescalcin,54997,8.34e-13,9.88e-15,-11.8,23.4449,-3.77896
226276_at,TMEM167A,transmembrane protein 167A,153339,8.48e-13,1.01e-14,11.8,23.4255,2.12
202404_s_at,COL1A2,collagen type I alpha 2 chain,1278,8.6e-13,1.03e-14,11.8,23.4086,3.30705
201109_s_at,THBS1,thrombospondin 1,7057,8.67e-13,1.04e-14,11.8,23.3981,3.9229
232392_at,SRSF3,serine and arginine rich splicing factor 3,6428,8.73e-13,1.05e-14,11.8,23.3882,3.41693
223324_s_at,TRPM7,transient receptor potential cation channel subfamily M member 7,54822,8.8e-13,1.06e-14,11.8,23.3773,1.99657
212577_at,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,23347,8.98e-13,1.09e-14,11.8,23.3518,2.3554
221748_s_at,TNS1,tensin 1,7145,9.54e-13,1.16e-14,-11.8,23.2865,-2.89788
208664_s_at,TTC3P1,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3,286495,9.58e-13,1.17e-14,11.8,23.2791,4.22377
209339_at,SIAH2,siah E3 ubiquitin protein ligase 2,6478,9.89e-13,1.21e-14,11.8,23.2425,4.18658
201298_s_at,MOB1A,MOB kinase activator 1A,55233,9.89e-13,1.21e-14,11.8,23.2401,2.60256
228582_x_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),378938,1e-12,1.24e-14,11.7,23.2197,5.98235
211015_s_at,HSPA4,heat shock protein family A (Hsp70) member 4,3308,1.01e-12,1.25e-14,11.7,23.2114,2.18218
207821_s_at,PTK2,protein tyrosine kinase 2,5747,1.02e-12,1.27e-14,11.7,23.1972,2.49639
243690_at,TRIOBP,TRIO and F-actin binding protein,11078,1.02e-12,1.27e-14,-11.7,23.1943,-1.21073
211450_s_at,MSH6,mutS homolog 6,2956,1.02e-12,1.28e-14,11.7,23.1888,3.7224
210480_s_at,MYO6,myosin VI,4646,1.06e-12,1.33e-14,11.7,23.1532,4.50532
223263_s_at,FGFR1OP2,FGFR1 oncogene partner 2,26127,1.07e-12,1.35e-14,11.7,23.1363,2.93064
200641_s_at,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,7534,1.09e-12,1.37e-14,11.7,23.1178,4.63123
214941_s_at,PRPF40A,pre-mRNA processing factor 40 homolog A,55660,1.15e-12,1.47e-14,11.7,23.0522,2.46926
1569003_at,VMP1,vacuole membrane protein 1,81671,1.15e-12,1.47e-14,11.7,23.0487,5.6982
220235_s_at,LRIF1,ligand dependent nuclear receptor interacting factor 1,55791,1.16e-12,1.48e-14,11.7,23.0412,3.08875
203102_s_at,MGAT2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",4247,1.17e-12,1.51e-14,11.7,23.0256,1.54812
205713_s_at,COMP,cartilage oligomeric matrix protein,1311,1.19e-12,1.54e-14,11.7,23.0043,6.77976
221729_at,COL5A2,collagen type V alpha 2 chain,1290,1.2e-12,1.55e-14,11.7,22.9999,3.76364
206209_s_at,CA4,carbonic anhydrase 4,762,1.21e-12,1.57e-14,-11.7,22.9845,-4.51964
202166_s_at,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2,5504,1.22e-12,1.59e-14,11.7,22.9756,3.33742
222385_x_at,SEC61A1,Sec61 translocon alpha 1 subunit,29927,1.23e-12,1.61e-14,11.7,22.9607,4.45553
213741_s_at,KPNA1,karyopherin subunit alpha 1,3836,1.27e-12,1.67e-14,11.6,22.926,2.09752
206472_s_at,TLE3,transducin like enhancer of split 3,7090,1.27e-12,1.68e-14,11.6,22.9206,2.66496
219058_x_at,TINAGL1,tubulointerstitial nephritis antigen like 1,64129,1.27e-12,1.68e-14,-11.6,22.9198,-1.81751
212933_x_at,SNORD68,"small nucleolar RNA, C/D box 68///ribosomal protein L13",606500,1.29e-12,1.7e-14,-11.6,22.9044,-1.26665
206695_x_at,ZNF43,zinc finger protein 43,7594,1.32e-12,1.75e-14,11.6,22.8761,2.37025
219064_at,ITIH5,inter-alpha-trypsin inhibitor heavy chain family member 5,80760,1.37e-12,1.82e-14,-11.6,22.8372,-4.72582
218401_s_at,ZNF281,zinc finger protein 281,23528,1.43e-12,1.91e-14,11.6,22.7918,3.26925
212932_at,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1,22930,1.46e-12,1.96e-14,11.6,22.7643,2.23762
37384_at,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent 1F",9647,1.51e-12,2.03e-14,-11.6,22.7277,-2.16584
225659_at,SPOPL,speckle type BTB/POZ protein like,339745,1.55e-12,2.1e-14,11.6,22.698,2.68788
208852_s_at,CANX,calnexin,821,1.58e-12,2.14e-14,11.5,22.6794,3.03921
203549_s_at,LPL,lipoprotein lipase,4023,1.58e-12,2.14e-14,-11.5,22.6754,-5.28472
222521_x_at,NDUFC2-KCTD14,NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2,100532726,1.59e-12,2.17e-14,-11.5,22.6654,-1.76203
210284_s_at,TAB2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,23118,1.59e-12,2.17e-14,11.5,22.6624,3.25003
223278_at,GJB2,gap junction protein beta 2,2706,1.6e-12,2.19e-14,11.5,22.6535,6.17255
222393_s_at,NAA50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit",80218,1.63e-12,2.24e-14,11.5,22.6324,3.29174
214119_s_at,LOC101929368,uncharacterized LOC101929368///FK506 binding protein 1A,101929368,1.63e-12,2.24e-14,11.5,22.6318,3.4917
226028_at,ROBO4,roundabout guidance receptor 4,54538,1.67e-12,2.31e-14,-11.5,22.6034,-2.69835
229713_at,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,5305,1.72e-12,2.39e-14,11.5,22.5668,4.72695
211228_s_at,RAD17,RAD17 checkpoint clamp loader component,5884,1.73e-12,2.42e-14,11.5,22.5544,1.75863
242844_at,PGGT1B,protein geranylgeranyltransferase type I subunit beta,5229,1.73e-12,2.43e-14,11.5,22.5527,2.82866
210756_s_at,NOTCH2,notch 2,4853,1.73e-12,2.43e-14,11.5,22.5492,3.33187
1565269_s_at,ATF1,activating transcription factor 1,466,1.73e-12,2.44e-14,11.5,22.5477,2.63277
1552509_a_at,CD300LG,CD300 molecule like family member g,146894,1.74e-12,2.45e-14,-11.5,22.5417,-5.74976
210639_s_at,ATG5,autophagy related 5,9474,1.76e-12,2.49e-14,11.5,22.5252,3.53477
205604_at,HOXD9,homeobox D9,3235,1.76e-12,2.5e-14,-11.5,22.5238,-1.99652
225617_at,ODF2,outer dense fiber of sperm tails 2,4957,1.79e-12,2.54e-14,11.5,22.5086,2.67017
224779_s_at,FAM96A,family with sequence similarity 96 member A,84191,1.81e-12,2.57e-14,11.5,22.4956,1.9143
228653_at,SAMD5,sterile alpha motif domain containing 5,389432,1.82e-12,2.59e-14,-11.5,22.4865,-3.69921
233997_at,LOC101930064,collagen alpha-1(I) chain-like///uncharacterized LOC100287166,101930064,1.83e-12,2.62e-14,-11.5,22.4776,-1.58148
203087_s_at,KIF2A,kinesin family member 2A,3796,1.92e-12,2.74e-14,11.5,22.4302,2.81456
212144_at,SUN2,Sad1 and UNC84 domain containing 2,25777,1.93e-12,2.77e-14,-11.5,22.4224,-1.43067
230398_at,TNS4,tensin 4,84951,1.94e-12,2.8e-14,-11.4,22.4112,-2.36208
241774_at,PSMA3-AS1,PSMA3 antisense RNA 1,379025,1.95e-12,2.82e-14,11.4,22.4032,2.92014
202129_s_at,RIOK3,RIO kinase 3,8780,1.96e-12,2.83e-14,11.4,22.3983,3.08153
208744_x_at,HSPH1,heat shock protein family H (Hsp110) member 1,10808,2.24e-12,3.27e-14,11.4,22.2567,3.2765
229846_s_at,MAPKAP1,mitogen-activated protein kinase associated protein 1,79109,2.26e-12,3.3e-14,11.4,22.2465,2.86111
202407_s_at,PRPF31,pre-mRNA processing factor 31,26121,2.26e-12,3.31e-14,11.4,22.2434,2.59844
208819_at,RAB8A,"RAB8A, member RAS oncogene family",4218,2.31e-12,3.39e-14,11.4,22.2195,1.78619
201548_s_at,KDM5B,lysine demethylase 5B,10765,2.32e-12,3.42e-14,11.4,22.2102,2.69672
223559_s_at,INIP,INTS3 and NABP interacting protein,58493,2.33e-12,3.44e-14,11.4,22.2062,2.01129
225468_at,PATL1,"PAT1 homolog 1, processing body mRNA decay factor",219988,2.47e-12,3.66e-14,11.3,22.1434,3.32376
211672_s_at,ARPC4-TTLL3,ARPC4-TTLL3 readthrough///actin related protein 2/3 complex subunit 4,100526693,2.48e-12,3.68e-14,11.3,22.139,3.96046
205292_s_at,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,3181,2.56e-12,3.8e-14,11.3,22.107,1.45367
224752_at,LOC101930655,uncharacterized LOC101930655///chromosome 7 open reading frame 73,101930655,2.59e-12,3.86e-14,11.3,22.0905,1.37797
1554456_a_at,LINS1,lines homolog 1,55180,2.62e-12,3.91e-14,11.3,22.0787,2.43915
222538_s_at,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",26060,2.67e-12,4e-14,11.3,22.0567,3.51966
201821_s_at,TIMM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast),10440,2.74e-12,4.11e-14,11.3,22.0279,2.31707
1553117_a_at,STK38,serine/threonine kinase 38,11329,2.75e-12,4.13e-14,11.3,22.0241,2.96016
1556123_a_at,RAB11B-AS1,RAB11B antisense RNA 1,100507567,2.77e-12,4.17e-14,-11.3,22.0132,-1.88427
201383_s_at,NBR1,"NBR1, autophagy cargo receptor",4077,2.77e-12,4.18e-14,11.3,22.0119,3.06204
209570_s_at,NSG1,neuron specific gene family member 1,27065,2.85e-12,4.33e-14,-11.3,21.977,-2.8193
226187_at,CDS1,CDP-diacylglycerol synthase 1,1040,2.92e-12,4.43e-14,11.3,21.9535,2.3369
200798_x_at,MCL1,BCL2 family apoptosis regulator,4170,2.93e-12,4.46e-14,11.3,21.9479,3.23065
212071_s_at,SPTBN1,"spectrin beta, non-erythrocytic 1",6711,2.94e-12,4.5e-14,-11.3,21.9393,-1.95252
1558093_s_at,SNHG4,small nucleolar RNA host gene 4///matrin 3,724102,2.96e-12,4.56e-14,11.3,21.9253,4.0659
214257_s_at,SEC22B,"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)",9554,2.98e-12,4.6e-14,11.3,21.9168,1.78787
201376_s_at,HNRNPF,heterogeneous nuclear ribonucleoprotein F,3185,3.02e-12,4.68e-14,11.3,21.8986,3.07812
202852_s_at,AAGAB,alpha- and gamma-adaptin binding protein,79719,3.03e-12,4.7e-14,11.3,21.8952,1.81605
227721_at,CPAMD8,"C3 and PZP like, alpha-2-macroglobulin domain containing 8",27151,3.06e-12,4.76e-14,-11.3,21.8833,-2.68428
232312_at,PPP6R3,protein phosphatase 6 regulatory subunit 3,55291,3.11e-12,4.88e-14,11.2,21.8579,2.22778
203007_x_at,LYPLA1,lysophospholipase I,10434,3.17e-12,4.98e-14,11.2,21.8377,3.63057
229021_at,MCTP2,multiple C2 and transmembrane domain containing 2,55784,3.25e-12,5.13e-14,-11.2,21.8082,-1.26733
203226_s_at,TSPAN31,tetraspanin 31,6302,3.32e-12,5.24e-14,11.2,21.7867,2.488
218765_at,SIDT2,SID1 transmembrane family member 2,51092,3.32e-12,5.25e-14,-11.2,21.7845,-1.20586
209361_s_at,PCBP4,poly(rC) binding protein 4,57060,3.33e-12,5.28e-14,-11.2,21.7791,-1.93395
206036_s_at,REL,"REL proto-oncogene, NF-kB subunit",5966,3.33e-12,5.3e-14,11.2,21.7764,3.36626
222804_x_at,DCAF10,DDB1 and CUL4 associated factor 10,79269,3.34e-12,5.32e-14,11.2,21.7714,3.82578
222386_s_at,COPZ1,coatomer protein complex subunit zeta 1,22818,3.35e-12,5.35e-14,11.2,21.7662,2.95776
201946_s_at,CCT2,chaperonin containing TCP1 subunit 2,10576,3.35e-12,5.36e-14,11.2,21.7643,3.99507
200730_s_at,PTP4A1,"protein tyrosine phosphatase type IVA, member 1",7803,3.37e-12,5.41e-14,11.2,21.7554,4.20807
221079_s_at,METTL2A,methyltransferase like 2A///methyltransferase like 2B,339175,3.38e-12,5.43e-14,11.2,21.7512,2.6505
203622_s_at,PNO1,partner of NOB1 homolog,56902,3.47e-12,5.6e-14,11.2,21.7214,2.22257
209305_s_at,GADD45B,growth arrest and DNA damage inducible beta,4616,3.48e-12,5.62e-14,11.2,21.7176,4.38652
209027_s_at,ABI1,abl interactor 1,10006,3.5e-12,5.67e-14,11.2,21.7078,2.8474
213274_s_at,CTSB,cathepsin B,1508,3.5e-12,5.69e-14,11.2,21.7048,3.56704
200922_at,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,10945,3.51e-12,5.72e-14,11.2,21.7006,4.06271
224990_at,SMIM14,small integral membrane protein 14,201895,3.55e-12,5.81e-14,11.2,21.6852,2.38761
200840_at,KARS,lysyl-tRNA synthetase,3735,3.65e-12,5.98e-14,-11.2,21.6557,-1.18044
224458_at,TMEM246,transmembrane protein 246,84302,3.76e-12,6.18e-14,-11.2,21.6223,-1.50324
208698_s_at,NONO,"non-POU domain containing, octamer-binding",4841,3.76e-12,6.19e-14,11.2,21.6218,2.03758
212196_at,IL6ST,interleukin 6 signal transducer,3572,3.87e-12,6.38e-14,11.1,21.5917,2.79479
204512_at,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1,3096,4.15e-12,6.86e-14,11.1,21.5191,1.40537
201490_s_at,PPIF,peptidylprolyl isomerase F,10105,4.16e-12,6.91e-14,11.1,21.5114,4.14382
1554577_a_at,PSMD10,"proteasome 26S subunit, non-ATPase 10",5716,4.24e-12,7.08e-14,11.1,21.4878,2.60759
239523_at,TUSC5,tumor suppressor candidate 5,286753,4.24e-12,7.09e-14,-11.1,21.4857,-4.77654
229905_at,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,5910,4.24e-12,7.1e-14,11.1,21.4851,3.67342
212322_at,SGPL1,sphingosine-1-phosphate lyase 1,8879,4.28e-12,7.17e-14,11.1,21.4751,3.09834
201444_s_at,ATP6AP2,ATPase H+ transporting accessory protein 2,10159,4.33e-12,7.3e-14,11.1,21.458,3.6433
218979_at,RMI1,RecQ mediated genome instability 1,80010,4.33e-12,7.3e-14,11.1,21.4576,2.33729
201021_s_at,DSTN,"destrin, actin depolymerizing factor",11034,4.42e-12,7.45e-14,11.1,21.4367,2.23169
201295_s_at,WSB1,WD repeat and SOCS box containing 1,26118,4.43e-12,7.49e-14,11.1,21.4314,3.57705
203357_s_at,CAPN7,calpain 7,23473,4.51e-12,7.66e-14,11.1,21.4096,3.27598
233851_s_at,TOR3A,torsin family 3 member A,64222,4.57e-12,7.77e-14,11.1,21.3947,2.18299
209074_s_at,FAM107A,family with sequence similarity 107 member A,11170,4.57e-12,7.79e-14,-11.1,21.3924,-3.73017
209218_at,SQLE,squalene epoxidase,6713,4.74e-12,8.12e-14,11.1,21.3517,3.43629
221792_at,RAB6B,"RAB6B, member RAS oncogene family",51560,4.87e-12,8.39e-14,-11,21.3194,-1.40832
207847_s_at,MUC1,"mucin 1, cell surface associated",4582,4.93e-12,8.53e-14,11,21.3026,4.17222
202137_s_at,ZMYND11,zinc finger MYND-type containing 11,10771,4.93e-12,8.54e-14,11,21.3013,3.11972
221928_at,ACACB,acetyl-CoA carboxylase beta,32,4.93e-12,8.55e-14,-11,21.3003,-3.96602
224596_at,SLC44A1,solute carrier family 44 member 1,23446,4.93e-12,8.56e-14,11,21.2985,1.93568
210051_at,RAPGEF3,Rap guanine nucleotide exchange factor 3,10411,4.94e-12,8.6e-14,-11,21.2944,-3.69281
203996_s_at,C21orf2,chromosome 21 open reading frame 2,755,4.96e-12,8.67e-14,-11,21.2866,-1.53964
1553105_s_at,DSG2,desmoglein 2,1829,5e-12,8.75e-14,11,21.2767,4.48346
201672_s_at,USP14,ubiquitin specific peptidase 14,9097,5.05e-12,8.86e-14,11,21.2653,1.7008
223341_s_at,SCOC,short coiled-coil protein,60592,5.05e-12,8.88e-14,11,21.2629,3.16873
232612_s_at,ATG16L1,autophagy related 16 like 1,55054,5.05e-12,8.89e-14,11,21.2613,2.05046
212065_s_at,USP34,ubiquitin specific peptidase 34,9736,5.07e-12,8.96e-14,11,21.2532,2.7916
222713_s_at,FANCF,Fanconi anemia complementation group F,2188,5.14e-12,9.11e-14,11,21.237,1.98229
216331_at,ITGA7,integrin subunit alpha 7,3679,5.15e-12,9.14e-14,-11,21.2337,-3.52533
212902_at,SEC24A,"SEC24 homolog A, COPII coat complex component",10802,5.18e-12,9.21e-14,11,21.2258,2.54039
222518_at,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,10564,5.38e-12,9.59e-14,11,21.186,3.59066
224368_s_at,NDRG3,NDRG family member 3,57446,5.42e-12,9.67e-14,11,21.1781,3.06317
201485_s_at,RCN2,reticulocalbin 2,5955,5.46e-12,9.76e-14,11,21.1688,2.12879
212286_at,ANKRD12,ankyrin repeat domain 12,23253,5.56e-12,9.99e-14,11,21.145,2.60841
216976_s_at,RYK,receptor-like tyrosine kinase,6259,5.56e-12,1e-13,11,21.1441,2.29922
229128_s_at,ANP32E,acidic nuclear phosphoprotein 32 family member E,81611,5.71e-12,1.03e-13,11,21.1163,4.79766
201898_s_at,UBE2A,ubiquitin conjugating enzyme E2 A,7319,5.71e-12,1.03e-13,11,21.1143,1.95668
205425_at,HIP1,huntingtin interacting protein 1,3092,5.81e-12,1.05e-13,11,21.0915,3.16297
239805_at,SLC13A2,solute carrier family 13 member 2,9058,5.93e-12,1.08e-13,-11,21.0704,-2.57563
213138_at,ARID5A,AT-rich interaction domain 5A,10865,5.94e-12,1.08e-13,-11,21.0657,-2.20972
200992_at,IPO7,importin 7,10527,6.17e-12,1.13e-13,10.9,21.0245,1.68312
219017_at,ETNK1,ethanolamine kinase 1,55500,6.24e-12,1.14e-13,10.9,21.0118,3.65501
1554553_s_at,YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein",90522,6.3e-12,1.16e-13,10.9,21.0005,2.57493
1559397_s_at,PRR14,proline rich 14,78994,6.31e-12,1.16e-13,10.9,20.9931,2.55346
