MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Tachycardia	Long QT Syndrome	0.898531
Tachycardia	Arrhythmogenic Right Ventricular Dysplasia	0.889203
Tachycardia	Torsades de Pointes	0.918245
Tachycardia	Coffin-Lowry Syndrome	0.746853
Tachycardia	Death, Sudden, Cardiac	0.932147
Tachycardia	Tachycardia, Ventricular	0.932539
Tachycardia	Ventricular Fibrillation	0.915387
Tachycardia	Brugada Syndrome	0.858437
Tachycardia	Cardiomyopathy, Hypertrophic	0.742516
Drug Eruptions	Candidiasis, Vulvovaginal	0.861565
Drug Eruptions	Keloid	0.854632
Drug Eruptions	Dermatitis, Contact	0.856871
Drug Eruptions	Polycythemia Vera	0.738232
Drug Eruptions	Exanthema	0.739559
Drug Eruptions	Facial Dermatoses	0.721506
Drug Eruptions	Porokeratosis	0.878121
Drug Eruptions	Psoriasis	0.810436
Drug Eruptions	Urticaria	0.915423
Drug Eruptions	Drug Hypersensitivity	0.759685
Drug Eruptions	Liver Cirrhosis, Biliary	0.80704
Drug Eruptions	Folliculitis	0.904343
Drug Eruptions	Staphylococcal Skin Infections	0.768102
Drug Eruptions	Cholestasis, Intrahepatic	0.83282
Drug Eruptions	Parapsoriasis	0.814253
Drug Eruptions	Dermatitis, Atopic	0.886223
Drug Eruptions	Keratosis	0.81232
Dermatitis, Contact	Candidiasis, Vulvovaginal	0.821539
Dermatitis, Contact	Dermatitis, Allergic Contact	0.946101
Dermatitis, Contact	Pruritus	0.803779
Dermatitis, Contact	Keratosis	0.861482
Anemia, Megaloblastic	Nephrotic Syndrome	0.737604
Anemia, Megaloblastic	Glomerulonephritis, Membranoproliferative	0.733955
Anemia, Megaloblastic	Glomerulosclerosis, Focal Segmental	0.740518
Hypersensitivity	Bronchial Hyperreactivity	0.71518
Hypersensitivity	Respiratory Hypersensitivity	0.768781
Hypersensitivity	Hypersensitivity, Immediate	0.860369
Dermatitis	Keloid	0.877278
Dermatitis	Keratosis	0.844957
Atrial Fibrillation	Cardiomyopathy, Hypertrophic, Familial	0.729196
Atrial Fibrillation	Long QT Syndrome	0.709636
Atrial Fibrillation	Arrhythmogenic Right Ventricular Dysplasia	0.776002
Atrial Fibrillation	Torsades de Pointes	0.734472
Atrial Fibrillation	Tachycardia	0.790393
Atrial Fibrillation	Heart Block	0.73208
Atrial Fibrillation	Death, Sudden, Cardiac	0.835338
Atrial Fibrillation	Tachycardia, Ventricular	0.77709
Atrial Fibrillation	Ventricular Fibrillation	0.766236
Atrial Fibrillation	Atrioventricular Block	0.741479
Atrial Fibrillation	Brugada Syndrome	0.707983
Atrial Fibrillation	Bundle-Branch Block	0.793084
Dementia, Vascular	Atrophy	0.760951
Phenylketonurias	Chromosome Disorders	0.929187
Phenylketonurias	Rubinstein-Taybi Syndrome	0.815822
Phenylketonurias	Orofaciodigital Syndromes	0.837492
Phenylketonurias	Nevus	0.729092
Phenylketonurias	Amino Acid Metabolism, Inborn Errors	0.946359
Phenylketonurias	Klinefelter Syndrome	0.906218
Phenylketonurias	Hypertelorism	0.812128
Phenylketonurias	Congenital Abnormalities	0.747423
Phenylketonurias	Syndactyly	0.879203
Phenylketonurias	Polydactyly	0.856875
Phenylketonurias	Hand Deformities, Congenital	0.837039
Phenylketonurias	Ectodermal Dysplasia	0.797998
Phenylketonurias	Chromosome Breakage	0.950907
Phenylketonurias	Cri-du-Chat Syndrome	0.855332
Phenylketonurias	Exostoses, Multiple Hereditary	0.864586
Phenylketonurias	Cryptorchidism	0.771431
Phenylketonurias	Pierre Robin Syndrome	0.724916
Phenylketonurias	Angelman Syndrome	0.714612
Phenylketonurias	Foot Deformities, Congenital	0.739572
Phenylketonurias	Maple Syrup Urine Disease	0.87122
Neovascularization, Pathologic	Respiratory Distress Syndrome, Adult	0.719438
Neovascularization, Pathologic	Hypertension, Pulmonary	0.948095
Neovascularization, Pathologic	Reperfusion Injury	0.911438
Neovascularization, Pathologic	Polycythemia	0.932511
Neovascularization, Pathologic	Persistent Fetal Circulation Syndrome	0.723799
Neovascularization, Pathologic	Heart Septal Defects, Atrial	0.703818
Pulmonary Emphysema	Respiratory Distress Syndrome, Adult	0.708784
Pulmonary Emphysema	Pulmonary Fibrosis	0.83021
Hydrops Fetalis	Anemia, Diamond-Blackfan	0.951221
Headache	Sinus Thrombosis, Intracranial	0.801585
Ataxia	Hereditary Central Nervous System Demyelinating Diseases	0.852037
Muscular Dystrophy, Oculopharyngeal	Muscular Dystrophies, Limb-Girdle	0.768547
Muscular Dystrophy, Oculopharyngeal	Muscular Dystrophy, Facioscapulohumeral	0.835684
Malaria, Falciparum	Leukemia, Myeloid, Acute	0.723549
Malaria, Falciparum	Neutropenia	0.768305
Endometrial Hyperplasia	Glucose Intolerance	0.884298
Neurodegenerative Diseases	Niemann-Pick Disease, Type C	0.792093
Neurodegenerative Diseases	Supranuclear Palsy, Progressive	0.866325
Neurodegenerative Diseases	Tauopathies	0.9385
Neurodegenerative Diseases	Parkinsonian Disorders	0.775935
Neurodegenerative Diseases	Pick Disease of the Brain	0.810571
Neurodegenerative Diseases	Nerve Degeneration	0.818641
Neurodegenerative Diseases	Frontotemporal Dementia	0.769204
Neurodegenerative Diseases	Multiple System Atrophy	0.865622
Neurodegenerative Diseases	Striatonigral Degeneration	0.85635
Reperfusion Injury	Polycythemia	0.878841
Reperfusion Injury	Persistent Fetal Circulation Syndrome	0.712816
Gout	Hyperlipoproteinemias	0.854737
Gout	Endometrial Hyperplasia	0.821754
Gout	Hyperuricemia	0.75077
Gout	Diabetes Mellitus	0.892317
Gout	Dyslipidemias	0.843673
Growth Disorders	Smith-Lemli-Opitz Syndrome	0.707854
Growth Disorders	Wilms Tumor	0.746687
Growth Disorders	Chromosome Disorders	0.740376
Growth Disorders	Craniofacial Dysostosis	0.755965
Growth Disorders	Dwarfism	0.898184
Growth Disorders	Amino Acid Metabolism, Inborn Errors	0.745586
Growth Disorders	Fibromatosis, Gingival	0.701564
Growth Disorders	Phenylketonurias	0.843541
Growth Disorders	Klinefelter Syndrome	0.751841
Growth Disorders	Congenital Abnormalities	0.804961
Growth Disorders	Dwarfism, Pituitary	0.766811
Growth Disorders	Chromosome Aberrations	0.757522
Growth Disorders	Craniosynostoses	0.715529
Growth Disorders	Polydactyly	0.729579
Growth Disorders	Congenital Hypothyroidism	0.761055
Growth Disorders	Chromosome Breakage	0.728603
Growth Disorders	Cri-du-Chat Syndrome	0.716283
Growth Disorders	Cryptorchidism	0.759787
Diabetes, Gestational	Persistent Hyperinsulinemia Hypoglycemia of Infancy	0.855494
Muscle Weakness	Myositis, Inclusion Body	0.809193
Muscle Weakness	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.717381
Muscle Weakness	Stroke	0.719204
Mouth Abnormalities	Syndactyly	0.703119
Aneurysm, Dissecting	Tietze's Syndrome	0.714674
Aneurysm, Dissecting	Aortic Aneurysm	0.797276
Choroid Diseases	Retinal Dystrophies	0.764079
Choroid Diseases	Retinal Degeneration	0.787169
Choroid Diseases	Retinal Diseases	0.885456
Polycythemia	Persistent Fetal Circulation Syndrome	0.81513
Cataract	Vitreoretinopathy, Proliferative	0.73616
Cataract	Refractive Errors	0.748022
Cataract	Fuchs' Endothelial Dystrophy	0.778885
Cataract	Gyrate Atrophy	0.768996
Cataract	Retinal Detachment	0.857917
Cataract	Aphakia	0.752488
Cataract	Myopia	0.835341
Hyperpigmentation	Port-Wine Stain	0.729606
Hyperpigmentation	Cafe-au-Lait Spots	0.809888
Hyperpigmentation	Colorectal Neoplasms, Hereditary Nonpolyposis	0.812927
Hyperpigmentation	Neurofibromatosis 1	0.757077
Hematologic Neoplasms	Neutropenia	0.904963
Prader-Willi Syndrome	Metabolic Diseases	0.805053
Prader-Willi Syndrome	Glucose Intolerance	0.725659
Prader-Willi Syndrome	Endometrial Hyperplasia	0.704452
Prader-Willi Syndrome	Diabetes Mellitus	0.738969
Prader-Willi Syndrome	Hypoalphalipoproteinemias	0.742748
Prader-Willi Syndrome	Dyslipidemias	0.728781
Enterocolitis, Necrotizing	Premature Birth	0.746381
Polycythemia Vera	Dermatitis, Allergic Contact	0.726685
Polycythemia Vera	Keloid	0.78721
Polycythemia Vera	Liver Cirrhosis, Biliary	0.72394
Polycythemia Vera	Lichenoid Eruptions	0.719591
Polycythemia Vera	Dermatitis, Atopic	0.77725
Glaucoma	Macular Degeneration	0.822954
Glaucoma	Low Tension Glaucoma	0.754705
Glaucoma	Uveitis	0.732625
Glaucoma	Glaucoma, Open-Angle	0.862315
Glaucoma	Retinal Diseases	0.960221
Glaucoma	Choroidal Neovascularization	0.811116
Glaucoma	Choroideremia	0.770442
Hypertrophy, Left Ventricular	Diabetes Mellitus	0.716162
Hypertrophy, Left Ventricular	Diabetic Angiopathies	0.850643
Leukemia, Myeloid	Leukemia, Myeloid, Acute	0.834767
Leukemia, Myeloid	Lymphoma, Non-Hodgkin	0.753215
Leukemia, Myeloid	Lymphoma	0.741743
De Lange Syndrome	Coloboma	0.792883
De Lange Syndrome	Tooth Abnormalities	0.850928
De Lange Syndrome	Chromosome Disorders	0.859076
De Lange Syndrome	Rubinstein-Taybi Syndrome	0.74727
De Lange Syndrome	Dwarfism	0.904444
De Lange Syndrome	Orofaciodigital Syndromes	0.809424
De Lange Syndrome	Abnormalities, Multiple	0.898237
De Lange Syndrome	Amino Acid Metabolism, Inborn Errors	0.862853
De Lange Syndrome	Fibromatosis, Gingival	0.864671
De Lange Syndrome	Piebaldism	0.784108
De Lange Syndrome	Phenylketonurias	0.902011
De Lange Syndrome	Growth Disorders	0.79785
De Lange Syndrome	Klinefelter Syndrome	0.848122
De Lange Syndrome	Tuberous Sclerosis	0.72112
De Lange Syndrome	Down Syndrome	0.815235
De Lange Syndrome	Hypertelorism	0.825461
De Lange Syndrome	Hair Diseases	0.761098
De Lange Syndrome	Congenital Abnormalities	0.764835
De Lange Syndrome	Skin Abnormalities	0.807712
De Lange Syndrome	Metabolism, Inborn Errors	0.820879
De Lange Syndrome	Chromosome Aberrations	0.884081
De Lange Syndrome	Syndactyly	0.801981
De Lange Syndrome	Polydactyly	0.798282
De Lange Syndrome	Xeroderma Pigmentosum	0.853524
De Lange Syndrome	Hand Deformities, Congenital	0.856598
De Lange Syndrome	Ectodermal Dysplasia	0.789632
De Lange Syndrome	Chromosome Breakage	0.869103
De Lange Syndrome	Exostoses, Multiple Hereditary	0.81508
De Lange Syndrome	Cryptorchidism	0.76239
De Lange Syndrome	Wolf-Hirschhorn Syndrome	0.790913
De Lange Syndrome	Foot Deformities, Congenital	0.768478
Hyperammonemia	Ornithine Carbamoyltransferase Deficiency Disease	0.814567
Fetal Death	Premature Birth	0.786657
Fetal Death	Fetal Growth Retardation	0.883056
Fetal Death	Hernia, Umbilical	0.705787
Hypopigmentation	Wolf-Hirschhorn Syndrome	0.738051
Apnea	Myasthenic Syndromes, Congenital	0.799831
Bloom Syndrome	Dyskeratosis Congenita	0.799796
Bloom Syndrome	Werner Syndrome	0.913479
Bloom Syndrome	Progeria	0.920805
Cockayne Syndrome	Dyskeratosis Congenita	0.849632
Dyskeratosis Congenita	DNA Repair-Deficiency Disorders	0.70441
Dyskeratosis Congenita	Werner Syndrome	0.813719
Dyskeratosis Congenita	Progeria	0.865659
Dyskeratosis Congenita	Cutis Laxa	0.853246
Ischemia	Hyperemia	0.823753
Ischemia	Peripheral Vascular Diseases	0.861316
Ischemia	Arteritis	0.749295
Synovitis	Hypoproteinemia	0.810679
Synovitis	Bone Marrow Diseases	0.917384
Tauopathies	Supranuclear Palsy, Progressive	0.962614
Tauopathies	Striatonigral Degeneration	0.940952
Kartagener Syndrome	Ciliary Motility Disorders	0.825955
Neoplasm Recurrence, Local	Uterine Cervical Neoplasms	0.736809
Neoplasm Recurrence, Local	Carcinoma, Small Cell	0.700377
Huntington Disease	Movement Disorders	0.719562
Huntington Disease	Chorea	0.75595
Fibrosarcoma	Melanoma, Experimental	0.866272
Williams Syndrome	Asperger Syndrome	0.731689
Hemorrhagic Disorders	Factor XI Deficiency	0.741521
Hemorrhagic Disorders	Thrombasthenia	0.862731
Hemorrhagic Disorders	Hemophilia B	0.750273
Klinefelter Syndrome	Coloboma	0.722874
Klinefelter Syndrome	Blepharophimosis	0.8321
Klinefelter Syndrome	Nails, Malformed	0.772858
Klinefelter Syndrome	Macrocephaly	0.820382
Klinefelter Syndrome	Chromosome Disorders	0.904694
Klinefelter Syndrome	Craniofacial Dysostosis	0.849909
Klinefelter Syndrome	Rubinstein-Taybi Syndrome	0.778767
Klinefelter Syndrome	Orofaciodigital Syndromes	0.784625
Klinefelter Syndrome	Nevus	0.703155
Klinefelter Syndrome	Amino Acid Metabolism, Inborn Errors	0.879916
Klinefelter Syndrome	Fibromatosis, Gingival	0.859049
Klinefelter Syndrome	Piebaldism	0.824152
Klinefelter Syndrome	Hallermann's Syndrome	0.829999
Klinefelter Syndrome	Hypertelorism	0.77654
Klinefelter Syndrome	Chromosome Aberrations	0.906221
Klinefelter Syndrome	Syndactyly	0.835611
Klinefelter Syndrome	Craniosynostoses	0.874852
Klinefelter Syndrome	Carbohydrate Metabolism, Inborn Errors	0.74852
Klinefelter Syndrome	Polydactyly	0.818262
Klinefelter Syndrome	Xeroderma Pigmentosum	0.850459
Klinefelter Syndrome	Hand Deformities, Congenital	0.812233
Klinefelter Syndrome	Stereotypic Movement Disorder	0.778436
Klinefelter Syndrome	Ectodermal Dysplasia	0.76127
Klinefelter Syndrome	Chromosome Breakage	0.883855
Klinefelter Syndrome	Cri-du-Chat Syndrome	0.855394
Klinefelter Syndrome	Exostoses, Multiple Hereditary	0.825488
Klinefelter Syndrome	Sebaceous Gland Neoplasms	0.789171
Klinefelter Syndrome	Pierre Robin Syndrome	0.710294
Klinefelter Syndrome	Wolf-Hirschhorn Syndrome	0.788757
Klinefelter Syndrome	Foot Deformities, Congenital	0.711901
Magnesium Deficiency	Rickets	0.930342
Spasms, Infantile	Classical Lissencephalies and Subcortical Band Heterotopias	0.7306
Spasms, Infantile	Chromosome Disorders	0.759501
Spasms, Infantile	Nevus	0.723107
Spasms, Infantile	Amino Acid Metabolism, Inborn Errors	0.811902
Spasms, Infantile	Fibromatosis, Gingival	0.719946
Spasms, Infantile	Polydactyly	0.725004
Spasms, Infantile	Angelman Syndrome	0.764574
Blood Protein Disorders	Immunologic Deficiency Syndromes	0.732424
Blood Protein Disorders	Job's Syndrome	0.719813
Blood Protein Disorders	Lymphopenia	0.703453
Blood Protein Disorders	Hypergammaglobulinemia	0.723482
Afibrinogenemia	Hemorrhagic Disorders	0.78949
Afibrinogenemia	von Willebrand Diseases	0.712979
Fragile X Syndrome	Macrocephaly	0.78042
Fragile X Syndrome	Chromosome Disorders	0.902268
Fragile X Syndrome	Rubinstein-Taybi Syndrome	0.785663
Fragile X Syndrome	Orofaciodigital Syndromes	0.771651
Fragile X Syndrome	Amino Acid Metabolism, Inborn Errors	0.885827
Fragile X Syndrome	Fibromatosis, Gingival	0.846053
Fragile X Syndrome	Klinefelter Syndrome	0.91404
Fragile X Syndrome	Hypertelorism	0.753448
Fragile X Syndrome	Polydactyly	0.810315
Fragile X Syndrome	Hand Deformities, Congenital	0.782626
Fragile X Syndrome	Ectodermal Dysplasia	0.736808
Fragile X Syndrome	Chromosome Breakage	0.877917
Fragile X Syndrome	Cri-du-Chat Syndrome	0.847289
Fragile X Syndrome	Exostoses, Multiple Hereditary	0.822971
Exanthema	Drug Hypersensitivity	0.780162
Exanthema	Parapsoriasis	0.703581
Hyperglycemia	Hyperlipidemias	0.879178
Hyperglycemia	Obesity	0.866684
Hyperglycemia	Metabolic Diseases	0.898297
Hyperglycemia	Hypercholesterolemia	0.796461
Hyperglycemia	Glucose Intolerance	0.918439
Hyperglycemia	Hyperlipoproteinemias	0.841719
Hyperglycemia	Endometrial Hyperplasia	0.825355
Hyperglycemia	Metabolic Syndrome X	0.888138
Hyperglycemia	Endometrial Neoplasms	0.842645
Hyperglycemia	Diabetes Mellitus	0.9032
Hyperglycemia	Hyperinsulinism	0.906921
Hyperglycemia	Hypothalamic Diseases	0.789888
Hyperglycemia	Insulin Resistance	0.881306
Hyperglycemia	Bardet-Biedl Syndrome	0.800797
Hyperglycemia	Hypertriglyceridemia	0.884034
Hyperglycemia	Dyslipidemias	0.869207
Nephrocalcinosis	Pseudohypoaldosteronism	0.845344
Nephrocalcinosis	Dent Disease	0.957523
Nephrocalcinosis	Nephrolithiasis	0.955794
Coronary Disease	Myocardial Stunning	0.764542
Coronary Disease	Thoracic Diseases	0.74726
Coronary Disease	Coronary Aneurysm	0.736915
Coronary Disease	Coronary Stenosis	0.869782
Coronary Disease	Coronary Restenosis	0.877266
Coronary Disease	Myocardial Infarction	0.809236
Coronary Disease	Hyperlipoproteinemia Type II	0.751913
Coronary Disease	Microvascular Angina	0.751614
Peripheral Nervous System Diseases	Sciatic Neuropathy	0.766939
Neuromuscular Diseases	Muscular Diseases	0.85663
Neuromuscular Diseases	Myositis	0.801194
Neuromuscular Diseases	Muscular Dystrophies	0.877687
Neuromuscular Diseases	Muscular Atrophy	0.854791
Neuromuscular Diseases	Amyotrophic Lateral Sclerosis	0.757294
Color Vision Defects	Leber Congenital Amaurosis	0.862798
Werner Syndrome	DNA Repair-Deficiency Disorders	0.864892
Arrhythmias, Cardiac	Hypotension	0.722869
Arrhythmias, Cardiac	Sick Sinus Syndrome	0.857815
Arrhythmias, Cardiac	Long QT Syndrome	0.856832
Arrhythmias, Cardiac	Arrhythmogenic Right Ventricular Dysplasia	0.83104
Arrhythmias, Cardiac	Torsades de Pointes	0.886575
Arrhythmias, Cardiac	Romano-Ward Syndrome	0.721996
Arrhythmias, Cardiac	Tachycardia	0.954636
Arrhythmias, Cardiac	Atrial Fibrillation	0.762694
Arrhythmias, Cardiac	Heart Block	0.912102
Arrhythmias, Cardiac	Death, Sudden, Cardiac	0.924242
Arrhythmias, Cardiac	Tachycardia, Ventricular	0.888033
Arrhythmias, Cardiac	Ventricular Fibrillation	0.92535
Arrhythmias, Cardiac	Brugada Syndrome	0.803407
Arrhythmias, Cardiac	Bundle-Branch Block	0.953066
Arrhythmias, Cardiac	Cardiomyopathy, Hypertrophic	0.787883
Spinocerebellar Ataxias	Myoclonic Epilepsies, Progressive	0.850783
Spinocerebellar Ataxias	Spinocerebellar Degenerations	0.720857
Spinocerebellar Ataxias	Machado-Joseph Disease	0.751368
Cholangitis, Sclerosing	Liver Cirrhosis, Biliary	0.703784
Cholangitis, Sclerosing	Spherocytosis, Hereditary	0.730834
Tuberous Sclerosis	Classical Lissencephalies and Subcortical Band Heterotopias	0.795839
Tuberous Sclerosis	Chromosome Disorders	0.792283
Tuberous Sclerosis	Dwarfism	0.717857
Tuberous Sclerosis	Incontinentia Pigmenti	0.752771
Tuberous Sclerosis	Lissencephaly	0.70104
Tuberous Sclerosis	Fibromatosis, Gingival	0.784248
Tuberous Sclerosis	Piebaldism	0.701914
Tuberous Sclerosis	Klinefelter Syndrome	0.740846
Tuberous Sclerosis	Fragile X Syndrome	0.726638
Tuberous Sclerosis	Craniosynostoses	0.735546
Tuberous Sclerosis	Polydactyly	0.722776
Tuberous Sclerosis	Xeroderma Pigmentosum	0.76623
Tuberous Sclerosis	Chromosome Breakage	0.748058
Tuberous Sclerosis	Exostoses, Multiple Hereditary	0.705437
Tuberous Sclerosis	Angelman Syndrome	0.789112
DiGeorge Syndrome	Asperger Syndrome	0.770009
Retinal Detachment	Vitreoretinopathy, Proliferative	0.814057
Retinal Detachment	Myopia, Degenerative	0.839123
Pancreatic Cyst	Pancreatic Diseases	0.844054
Lymphoproliferative Disorders	Immunologic Deficiency Syndromes	0.858919
Lymphoproliferative Disorders	Candidiasis, Chronic Mucocutaneous	0.787168
Hallermann's Syndrome	Orofaciodigital Syndromes	0.790434
Hallermann's Syndrome	Fibromatosis, Gingival	0.860928
Hallermann's Syndrome	Hypertelorism	0.773904
Muscular Dystrophy, Duchenne	Muscular Dystrophies, Limb-Girdle	0.725799
Muscular Dystrophy, Duchenne	Myositis, Inclusion Body	0.708229
Carcinoma, Non-Small-Cell Lung	Carcinoma, Small Cell	0.812717
Carcinoma, Non-Small-Cell Lung	Neoplasm Recurrence, Local	0.755907
Carcinoma, Non-Small-Cell Lung	Sarcoma	0.8173
Hypertension	Diabetic Nephropathies	0.714844
Hypertension	Hyperlipidemias	0.786447
Hypertension	Diabetes Mellitus, Experimental	0.738444
Hypertension	Hypercholesterolemia	0.783311
Hypertension	Glucose Intolerance	0.721626
Hypertension	Gout	0.700833
Hypertension	Hypertrophy, Left Ventricular	0.924357
Hypertension	Hyperglycemia	0.726304
Hypertension	Metabolic Syndrome X	0.712086
Hypertension	Diabetes Mellitus, Type 1	0.767432
Hypertension	Diabetes Mellitus, Type 2	0.940996
Hypertension	Hyperuricemia	0.918647
Hypertension	Diabetes Mellitus	0.799046
Hypertension	Diabetic Angiopathies	0.817999
Hypertension	Renal Insufficiency	0.706543
Hypertension	Hypertriglyceridemia	0.722837
Intracranial Arteriovenous Malformations	Sinus Thrombosis, Intracranial	0.793539
Coronary Aneurysm	Myocardial Infarction	0.818903
Duodenal Ulcer	Stomach Ulcer	0.928334
Anemia, Hemolytic, Congenital	Hydrops Fetalis	0.810049
Anemia, Hemolytic, Congenital	Anemia, Diamond-Blackfan	0.771562
Anemia, Hemolytic, Congenital	Myeloproliferative Disorders	0.751266
Polycystic Ovary Syndrome	Pituitary ACTH Hypersecretion	0.758058
Polycystic Ovary Syndrome	Endometrial Hyperplasia	0.714722
Polycystic Ovary Syndrome	Lipodystrophy, Familial Partial	0.757505
Polycystic Ovary Syndrome	Acne Vulgaris	0.847725
Polycystic Ovary Syndrome	Alopecia	0.791943
Dandy-Walker Syndrome	Orofaciodigital Syndromes	0.738673
Pancreatitis	Gastrointestinal Stromal Tumors	0.735261
Vaginal Diseases	Female Urogenital Diseases	0.754543
Acquired Immunodeficiency Syndrome	Vipoma	0.741666
Acquired Immunodeficiency Syndrome	Agammaglobulinemia	0.706724
Acquired Immunodeficiency Syndrome	Gram-Negative Bacterial Infections	0.743545
Acquired Immunodeficiency Syndrome	Gastrointestinal Neoplasms	0.749025
Acquired Immunodeficiency Syndrome	Gastrinoma	0.710587
Acquired Immunodeficiency Syndrome	Adenocarcinoma	0.714991
Acquired Immunodeficiency Syndrome	AIDS-Related Opportunistic Infections	0.831405
Acquired Immunodeficiency Syndrome	Entamoebiasis	0.756855
Acquired Immunodeficiency Syndrome	Salmonella Infections, Animal	0.769299
Acquired Immunodeficiency Syndrome	HIV Seropositivity	0.760822
Acquired Immunodeficiency Syndrome	Rectal Neoplasms	0.729724
Acquired Immunodeficiency Syndrome	Inflammatory Bowel Diseases	0.767675
Acquired Immunodeficiency Syndrome	Crohn Disease	0.750367
Acquired Immunodeficiency Syndrome	Celiac Disease	0.753077
Acquired Immunodeficiency Syndrome	Colorectal Neoplasms	0.751436
Acquired Immunodeficiency Syndrome	Colonic Neoplasms	0.753999
Acquired Immunodeficiency Syndrome	Graft vs Host Disease	0.762847
Glomerulonephritis, Membranoproliferative	Hypertension, Pregnancy-Induced	0.747156
Glomerulonephritis, Membranoproliferative	Nephrotic Syndrome	0.985657
Glomerulonephritis, Membranoproliferative	Lecithin Acyltransferase Deficiency	0.982269
Glomerulonephritis, Membranoproliferative	Immune Complex Diseases	0.950177
Glomerulonephritis, Membranoproliferative	Renal Insufficiency	0.735234
Glomerulonephritis, Membranoproliferative	Polycystic Kidney Diseases	0.704047
Glomerulonephritis, Membranoproliferative	Hematuria	0.945331
Leukocytosis	Hereditary Autoinflammatory Diseases	0.805059
Leukocytosis	Neutropenia	0.884805
Leukocytosis	Agranulocytosis	0.86759
Down Syndrome	Smith-Lemli-Opitz Syndrome	0.770155
Down Syndrome	Nails, Malformed	0.71409
Down Syndrome	Tooth Abnormalities	0.80943
Down Syndrome	Macrocephaly	0.74961
Down Syndrome	Chromosome Disorders	0.88125
Down Syndrome	Craniofacial Dysostosis	0.81933
Down Syndrome	Rubinstein-Taybi Syndrome	0.793906
Down Syndrome	Dwarfism	0.825017
Down Syndrome	Orofaciodigital Syndromes	0.748134
Down Syndrome	Abnormalities, Multiple	0.861212
Down Syndrome	Amino Acid Metabolism, Inborn Errors	0.831387
Down Syndrome	Autistic Disorder	0.820955
Down Syndrome	Fibromatosis, Gingival	0.791423
Down Syndrome	Piebaldism	0.757299
Down Syndrome	Phenylketonurias	0.839867
Down Syndrome	Growth Disorders	0.723073
Down Syndrome	Williams Syndrome	0.707572
Down Syndrome	Klinefelter Syndrome	0.868426
Down Syndrome	Fragile X Syndrome	0.848459
Down Syndrome	Tuberous Sclerosis	0.706048
Down Syndrome	DiGeorge Syndrome	0.73829
Down Syndrome	Hallermann's Syndrome	0.764425
Down Syndrome	Hypertelorism	0.731437
Down Syndrome	Skin Abnormalities	0.818095
Down Syndrome	Metabolism, Inborn Errors	0.796019
Down Syndrome	Mucopolysaccharidosis II	0.825061
Down Syndrome	Chromosome Aberrations	0.851692
Down Syndrome	Syndactyly	0.791955
Down Syndrome	Acrocallosal Syndrome	0.754775
Down Syndrome	Craniosynostoses	0.869653
Down Syndrome	Polydactyly	0.871984
Down Syndrome	Xeroderma Pigmentosum	0.786749
Down Syndrome	Hand Deformities, Congenital	0.752471
Down Syndrome	Congenital Hypothyroidism	0.707746
Down Syndrome	Stereotypic Movement Disorder	0.713089
Down Syndrome	Homocystinuria	0.720669
Down Syndrome	Ectodermal Dysplasia	0.729939
Down Syndrome	Chromosome Breakage	0.810244
Down Syndrome	Cri-du-Chat Syndrome	0.939509
Down Syndrome	Exostoses, Multiple Hereditary	0.801253
Down Syndrome	Acrocephalosyndactylia	0.718205
Down Syndrome	Pierre Robin Syndrome	0.731932
Down Syndrome	Angelman Syndrome	0.831812
Down Syndrome	Mucopolysaccharidosis III	0.725989
Down Syndrome	Developmental Disabilities	0.861931
Down Syndrome	Wolf-Hirschhorn Syndrome	0.748128
Down Syndrome	Maple Syrup Urine Disease	0.736883
Angina, Unstable	Myocardial Infarction	0.827584
Adrenal Hyperplasia, Congenital	46, XY Disorders of Sex Development	0.878912
Adrenal Hyperplasia, Congenital	Disorders of Sex Development	0.839584
Adrenal Hyperplasia, Congenital	Adrenocortical Carcinoma	0.804248
Adrenal Hyperplasia, Congenital	Antley-Bixler Syndrome Phenotype	0.878912
Psoriasis	Eczema	0.818586
Psoriasis	Candidiasis, Vulvovaginal	0.828553
Psoriasis	Dermatitis, Allergic Contact	0.810931
Psoriasis	Keloid	0.769642
Psoriasis	Photosensitivity Disorders	0.714449
Psoriasis	Dermatitis, Contact	0.758473
Psoriasis	Dermatitis	0.839433
Psoriasis	Porokeratosis	0.789247
Psoriasis	Urticaria	0.870382
Psoriasis	Liver Cirrhosis, Biliary	0.750055
Psoriasis	Folliculitis	0.818796
Psoriasis	Erythrokeratodermia Variabilis	0.796281
Psoriasis	Cholestasis, Intrahepatic	0.751859
Psoriasis	Pruritus	0.802707
Psoriasis	Vulvar Neoplasms	0.78361
Psoriasis	Parapsoriasis	0.725957
Psoriasis	Dermatitis, Atopic	0.846015
Psoriasis	Keratosis	0.774874
Hyperbilirubinemia	Crigler-Najjar Syndrome	0.87645
Hyperbilirubinemia	Gilbert Disease	0.905013
Hyperbilirubinemia	Hyperbilirubinemia, Hereditary	0.924712
Optic Atrophy, Hereditary, Leber	Optic Atrophies, Hereditary	0.869612
Ductus Arteriosus, Patent	Heart Septal Defects	0.77729
Carcinoma	Adenocarcinoma	0.74035
Carcinoma	Carcinoma, Squamous Cell	0.728723
Schizophrenia	Psychoses, Substance-Induced	0.864438
Schizophrenia	Lewy Body Disease	0.866296
