MeSH Disease ID,MeSH Symptom Term,TFIDF score
MESH:D054198,Facial Pain,1.97233
MESH:D015470,Facial Pain,1.97233
MESH:D005910,Facial Pain,3.94466
MESH:D009101,Facial Pain,1.97233
MESH:D001943,Facial Pain,7.88931
MESH:D008175,Facial Pain,31.5573
MESH:D011471,Facial Pain,3.94466
MESH:D001749,Facial Pain,1.97233
MESH:D008557,Facial Pain,1.97233
MESH:D002538,Facial Pain,9.86164
MESH:D009190,Facial Pain,1.97233
MESH:D019851,Facial Pain,1.97233
MESH:D054198,Headache,11.4993
MESH:D015464,Headache,5.30739
MESH:D015470,Headache,10.6148
MESH:D015473,Headache,4.42282
MESH:D008415,Headache,3.53826
MESH:D012516,Headache,2.65369
MESH:D005910,Headache,15.0376
MESH:D008527,Headache,12.3839
MESH:D012175,Headache,0.884564
MESH:D011125,Headache,1.76913
MESH:D006528,Headache,3.53826
MESH:D018288,Headache,3.53826
MESH:D009456,Headache,16.8067
MESH:D009101,Headache,6.19195
MESH:D008258,Headache,2.65369
MESH:D001943,Headache,22.1141
MESH:D015179,Headache,2.65369
MESH:D013274,Headache,3.53826
MESH:D010190,Headache,0.884564
MESH:D010051,Headache,11.4993
MESH:D020288,Headache,2.65369
MESH:D008175,Headache,21.2295
MESH:D011471,Headache,7.96108
MESH:D001749,Headache,9.73021
MESH:D016864,Headache,1.76913
MESH:D006502,Headache,1.76913
MESH:D054990,Headache,2.65369
MESH:D002538,Headache,69.8806
MESH:D018860,Headache,0.884564
MESH:D000741,Headache,6.19195
MESH:D013922,Headache,5.30739
MESH:D000361,Headache,1.76913
MESH:D009190,Headache,2.65369
MESH:D011087,Headache,3.53826
MESH:D055728,Headache,2.65369
MESH:D017681,Headache,0.884564
MESH:D010505,Headache,4.42282
MESH:D008180,Headache,50.4202
MESH:D015470,Neck Pain,3.91758
MESH:D012516,Neck Pain,1.95879
MESH:D009456,Neck Pain,11.7528
MESH:D009101,Neck Pain,5.87638
MESH:D008175,Neck Pain,3.91758
MESH:D011471,Neck Pain,3.91758
MESH:D001749,Neck Pain,1.95879
MESH:D008557,Neck Pain,1.95879
MESH:D006502,Neck Pain,1.95879
MESH:D010505,Neck Pain,1.95879
MESH:D008180,Neck Pain,1.95879
MESH:D012516,Neuralgia,1.53831
MESH:D005910,Neuralgia,3.07663
MESH:D008527,Neuralgia,3.07663
MESH:D018288,Neuralgia,1.53831
MESH:D009456,Neuralgia,4.61494
MESH:D009101,Neuralgia,4.61494
MESH:D001943,Neuralgia,13.8448
MESH:D010190,Neuralgia,3.07663
MESH:D010051,Neuralgia,1.53831
MESH:D008175,Neuralgia,6.15326
MESH:D011471,Neuralgia,6.15326
MESH:D006502,Neuralgia,1.53831
MESH:D002538,Neuralgia,4.61494
MESH:D004916,Neuralgia,7.69157
MESH:D010505,Neuralgia,1.53831
MESH:D008180,Neuralgia,1.53831
MESH:D009101,"Neuralgia, Postherpetic",8.19772
MESH:D054198,Sciatica,2.16941
MESH:D015470,Sciatica,2.16941
MESH:D012516,Sciatica,6.50823
MESH:D006528,Sciatica,2.16941
MESH:D009456,Sciatica,4.33882
MESH:D009101,Sciatica,6.50823
MESH:D001943,Sciatica,6.50823
MESH:D013274,Sciatica,4.33882
MESH:D010190,Sciatica,2.16941
MESH:D010051,Sciatica,4.33882
MESH:D008175,Sciatica,8.67764
MESH:D011471,Sciatica,6.50823
MESH:D008180,Sciatica,2.16941
MESH:D054198,"Pain, Intractable",3.98597
MESH:D015470,"Pain, Intractable",1.99298
MESH:D008415,"Pain, Intractable",3.98597
MESH:D012516,"Pain, Intractable",13.9509
MESH:D012175,"Pain, Intractable",1.99298
MESH:D006528,"Pain, Intractable",1.99298
MESH:D009101,"Pain, Intractable",17.9369
MESH:D001943,"Pain, Intractable",85.6983
MESH:D015179,"Pain, Intractable",3.98597
MESH:D013274,"Pain, Intractable",15.9439
MESH:D010190,"Pain, Intractable",101.642
MESH:D010051,"Pain, Intractable",15.9439
MESH:D008175,"Pain, Intractable",97.6562
MESH:D011471,"Pain, Intractable",83.7053
MESH:D001749,"Pain, Intractable",1.99298
MESH:D006502,"Pain, Intractable",1.99298
MESH:D054990,"Pain, Intractable",1.99298
MESH:D004916,"Pain, Intractable",5.97895
MESH:D000741,"Pain, Intractable",3.98597
MESH:D055728,"Pain, Intractable",3.98597
MESH:D010505,"Pain, Intractable",1.99298
MESH:D008175,"Pain, Referred",4.00355
MESH:D054198,Paralysis,1.93789
MESH:D015464,Paralysis,0.968943
MESH:D015470,Paralysis,5.81366
MESH:D015473,Paralysis,0.968943
MESH:D012516,Paralysis,0.484471
MESH:D005910,Paralysis,4.84471
MESH:D008527,Paralysis,0.968943
MESH:D006528,Paralysis,0.484471
MESH:D018288,Paralysis,1.45341
MESH:D009456,Paralysis,2.90683
MESH:D009101,Paralysis,8.72048
MESH:D008258,Paralysis,1.45341
MESH:D001943,Paralysis,11.1428
MESH:D015179,Paralysis,0.484471
MESH:D013274,Paralysis,0.484471
MESH:D010190,Paralysis,0.968943
MESH:D010051,Paralysis,1.45341
MESH:D008175,Paralysis,11.1428
MESH:D011471,Paralysis,7.75154
MESH:D001749,Paralysis,0.968943
MESH:D054990,Paralysis,0.484471
MESH:D002538,Paralysis,2.90683
MESH:D013922,Paralysis,0.484471
MESH:D000361,Paralysis,1.93789
MESH:D011087,Paralysis,0.484471
MESH:D010505,Paralysis,3.3913
MESH:D008180,Paralysis,10.6584
MESH:D054198,Facial Paralysis,13.571
MESH:D054429,Facial Paralysis,1.3571
MESH:D015470,Facial Paralysis,16.2852
MESH:D012516,Facial Paralysis,2.71419
MESH:D005910,Facial Paralysis,4.07129
MESH:D008527,Facial Paralysis,1.3571
MESH:D018288,Facial Paralysis,1.3571
MESH:D009456,Facial Paralysis,8.14258
MESH:D009101,Facial Paralysis,5.42839
MESH:D008258,Facial Paralysis,2.71419
MESH:D001943,Facial Paralysis,6.78548
MESH:D013274,Facial Paralysis,1.3571
MESH:D010190,Facial Paralysis,2.71419
MESH:D010051,Facial Paralysis,4.07129
MESH:D008175,Facial Paralysis,10.8568
MESH:D011471,Facial Paralysis,5.42839
MESH:D002538,Facial Paralysis,12.2139
MESH:D013922,Facial Paralysis,1.3571
MESH:D011087,Facial Paralysis,1.3571
MESH:D008180,Facial Paralysis,12.2139
MESH:D018288,Gastroparesis,6.59499
MESH:D009456,Gastroparesis,3.2975
MESH:D013274,Gastroparesis,3.2975
MESH:D010190,Gastroparesis,19.785
MESH:D008175,Gastroparesis,6.59499
MESH:D054198,Hemiplegia,5.17853
MESH:D012516,Hemiplegia,3.8839
MESH:D005910,Hemiplegia,18.1249
MESH:D018288,Hemiplegia,1.29463
MESH:D009456,Hemiplegia,6.47316
MESH:D009101,Hemiplegia,3.8839
MESH:D008258,Hemiplegia,1.29463
MESH:D001943,Hemiplegia,2.58926
MESH:D013274,Hemiplegia,1.29463
MESH:D010190,Hemiplegia,5.17853
MESH:D010051,Hemiplegia,1.29463
MESH:D008175,Hemiplegia,15.5356
MESH:D011471,Hemiplegia,5.17853
MESH:D001749,Hemiplegia,1.29463
MESH:D009634,Hemiplegia,1.29463
MESH:D006502,Hemiplegia,1.29463
MESH:D002538,Hemiplegia,27.1873
MESH:D013922,Hemiplegia,7.76779
MESH:D000361,Hemiplegia,1.29463
MESH:D011087,Hemiplegia,11.6517
MESH:D055728,Hemiplegia,2.58926
MESH:D017681,Hemiplegia,1.29463
MESH:D019851,Hemiplegia,3.8839
MESH:D010505,Hemiplegia,1.29463
MESH:D008180,Hemiplegia,34.9551
MESH:D015464,Ophthalmoplegia,2.65969
MESH:D015470,Ophthalmoplegia,3.98954
MESH:D005910,Ophthalmoplegia,17.288
MESH:D008527,Ophthalmoplegia,3.98954
MESH:D006528,Ophthalmoplegia,2.65969
MESH:D018288,Ophthalmoplegia,7.97908
MESH:D009456,Ophthalmoplegia,3.98954
MESH:D009101,Ophthalmoplegia,15.9582
MESH:D008258,Ophthalmoplegia,1.32985
MESH:D001943,Ophthalmoplegia,9.30893
MESH:D013274,Ophthalmoplegia,1.32985
MESH:D010051,Ophthalmoplegia,1.32985
MESH:D008175,Ophthalmoplegia,14.6283
MESH:D011471,Ophthalmoplegia,5.31939
MESH:D001749,Ophthalmoplegia,1.32985
MESH:D001260,Ophthalmoplegia,1.32985
MESH:D002538,Ophthalmoplegia,19.9477
MESH:D018860,Ophthalmoplegia,1.32985
MESH:D000741,Ophthalmoplegia,1.32985
MESH:D011087,Ophthalmoplegia,3.98954
MESH:D055728,Ophthalmoplegia,1.32985
MESH:D008180,Ophthalmoplegia,18.6179
MESH:D008175,"Supranuclear Palsy, Progressive",3.03415
MESH:D002538,"Supranuclear Palsy, Progressive",3.03415
MESH:D054198,Paraplegia,7.66488
MESH:D015464,Paraplegia,2.55496
MESH:D015470,Paraplegia,21.7171
MESH:D009396,Paraplegia,5.10992
MESH:D012516,Paraplegia,6.3874
MESH:D005910,Paraplegia,2.55496
MESH:D006528,Paraplegia,3.83244
MESH:D018288,Paraplegia,5.10992
MESH:D009456,Paraplegia,10.2198
MESH:D009101,Paraplegia,24.2721
MESH:D001943,Paraplegia,16.6072
MESH:D013274,Paraplegia,1.27748
MESH:D010051,Paraplegia,2.55496
MESH:D008175,Paraplegia,16.6072
MESH:D011471,Paraplegia,26.8271
MESH:D001749,Paraplegia,19.1622
MESH:D008557,Paraplegia,1.27748
MESH:D002538,Paraplegia,2.55496
MESH:D000741,Paraplegia,2.55496
MESH:D013922,Paraplegia,1.27748
MESH:D000361,Paraplegia,1.27748
MESH:D011087,Paraplegia,5.10992
MESH:D055728,Paraplegia,6.3874
MESH:D017681,Paraplegia,2.55496
MESH:D019851,Paraplegia,3.83244
MESH:D008180,Paraplegia,15.3298
MESH:D018288,Brown-Sequard Syndrome,3.53517
MESH:D008175,Brown-Sequard Syndrome,14.1407
MESH:D008180,Brown-Sequard Syndrome,3.53517
MESH:D054198,Quadriplegia,5.47656
MESH:D015464,Quadriplegia,1.36914
MESH:D015470,Quadriplegia,4.10742
MESH:D015473,Quadriplegia,1.36914
MESH:D008415,Quadriplegia,1.36914
MESH:D005910,Quadriplegia,4.10742
MESH:D008527,Quadriplegia,1.36914
MESH:D006528,Quadriplegia,1.36914
MESH:D018288,Quadriplegia,4.10742
MESH:D009456,Quadriplegia,2.73828
MESH:D009101,Quadriplegia,6.8457
MESH:D008258,Quadriplegia,2.73828
MESH:D001943,Quadriplegia,5.47656
MESH:D013274,Quadriplegia,2.73828
MESH:D010190,Quadriplegia,1.36914
MESH:D008175,Quadriplegia,4.10742
MESH:D011471,Quadriplegia,2.73828
MESH:D001749,Quadriplegia,5.47656
MESH:D012415,Quadriplegia,1.36914
MESH:D002538,Quadriplegia,2.73828
MESH:D005199,Quadriplegia,1.36914
MESH:D017681,Quadriplegia,1.36914
MESH:D019851,Quadriplegia,1.36914
MESH:D016114,Quadriplegia,1.36914
MESH:D008180,Quadriplegia,23.2754
MESH:D017074,Quadriplegia,1.36914
MESH:D015470,Respiratory Paralysis,2.48942
MESH:D018288,Respiratory Paralysis,4.97884
MESH:D009456,Respiratory Paralysis,4.97884
MESH:D009101,Respiratory Paralysis,2.48942
MESH:D001943,Respiratory Paralysis,4.97884
MESH:D008175,Respiratory Paralysis,12.4471
MESH:D054990,Respiratory Paralysis,2.48942
MESH:D008180,Respiratory Paralysis,7.46826
MESH:D054198,Vocal Cord Paralysis,3.97556
MESH:D012516,Vocal Cord Paralysis,1.98778
MESH:D005910,Vocal Cord Paralysis,5.96334
MESH:D018288,Vocal Cord Paralysis,3.97556
MESH:D009456,Vocal Cord Paralysis,3.97556
MESH:D009101,Vocal Cord Paralysis,1.98778
MESH:D001943,Vocal Cord Paralysis,1.98778
MESH:D013274,Vocal Cord Paralysis,1.98778
MESH:D008175,Vocal Cord Paralysis,59.6334
MESH:D011471,Vocal Cord Paralysis,7.95112
MESH:D054990,Vocal Cord Paralysis,3.97556
MESH:D011038,Vocal Cord Paralysis,1.98778
MESH:D008180,Vocal Cord Paralysis,31.8045
MESH:D054198,Paresis,7.72641
MESH:D015470,Paresis,2.57547
MESH:D012516,Paresis,2.57547
MESH:D005910,Paresis,12.8774
MESH:D008527,Paresis,1.28774
MESH:D006528,Paresis,1.28774
MESH:D009456,Paresis,2.57547
MESH:D009101,Paresis,3.86321
MESH:D008258,Paresis,1.28774
MESH:D001943,Paresis,5.15094
MESH:D010190,Paresis,1.28774
MESH:D008175,Paresis,7.72641
MESH:D009634,Paresis,1.28774
MESH:D002538,Paresis,16.7406
MESH:D013922,Paresis,1.28774
MESH:D011087,Paresis,1.28774
MESH:D055728,Paresis,1.28774
MESH:D017681,Paresis,1.28774
MESH:D008180,Paresis,6.43868
MESH:D017074,Paresis,1.28774
MESH:D054198,Paraparesis,2.23589
MESH:D012516,Paraparesis,2.23589
MESH:D009456,Paraparesis,2.23589
MESH:D009101,Paraparesis,6.70766
MESH:D001943,Paraparesis,4.47177
MESH:D010051,Paraparesis,2.23589
MESH:D008175,Paraparesis,2.23589
MESH:D011471,Paraparesis,6.70766
MESH:D010505,Paraparesis,2.23589
MESH:D008180,Paraparesis,11.1794
MESH:D008175,"Paraparesis, Spastic",6.34241
MESH:D006502,"Paraparesis, Spastic",3.1712
MESH:D000741,"Paraparesis, Spastic",3.1712
MESH:D008180,"Paraparesis, Spastic",3.1712
MESH:D015470,Psychophysiologic Disorders,2.96501
MESH:D008527,Psychophysiologic Disorders,1.48251
MESH:D001943,Psychophysiologic Disorders,62.2652
MESH:D015179,Psychophysiologic Disorders,2.96501
MESH:D013274,Psychophysiologic Disorders,2.96501
MESH:D010190,Psychophysiologic Disorders,4.44752
MESH:D008175,Psychophysiologic Disorders,11.86
MESH:D011471,Psychophysiologic Disorders,1.48251
MESH:D001749,Psychophysiologic Disorders,2.96501
MESH:D000741,Psychophysiologic Disorders,1.48251
MESH:D013922,Psychophysiologic Disorders,1.48251
MESH:D011087,Psychophysiologic Disorders,1.48251
MESH:D019851,Psychophysiologic Disorders,1.48251
MESH:D010505,Psychophysiologic Disorders,1.48251
MESH:D008180,Psychophysiologic Disorders,11.86
MESH:D005910,Pupil Disorders,1.74612
MESH:D012175,Pupil Disorders,13.969
MESH:D001943,Pupil Disorders,1.74612
MESH:D002538,Pupil Disorders,5.23837
MESH:D008180,Pupil Disorders,1.74612
MESH:D012415,Miosis,2.09545
MESH:D015473,Horner Syndrome,2.20963
MESH:D009456,Horner Syndrome,6.62888
MESH:D001943,Horner Syndrome,8.83851
MESH:D013274,Horner Syndrome,2.20963
MESH:D008175,Horner Syndrome,26.5155
MESH:D011471,Horner Syndrome,4.41925
MESH:D011087,Horner Syndrome,2.20963
MESH:D015470,Tonic Pupil,3.92851
MESH:D018288,Tonic Pupil,15.7141
MESH:D008175,Tonic Pupil,15.7141
MESH:D002538,Tonic Pupil,3.92851
MESH:D054198,"Reflex, Abnormal",4.22139
MESH:D005910,"Reflex, Abnormal",7.03565
MESH:D008527,"Reflex, Abnormal",1.40713
MESH:D012175,"Reflex, Abnormal",1.40713
MESH:D018288,"Reflex, Abnormal",2.81426
MESH:D009456,"Reflex, Abnormal",1.40713
MESH:D009101,"Reflex, Abnormal",2.81426
MESH:D008175,"Reflex, Abnormal",8.44279
MESH:D001260,"Reflex, Abnormal",1.40713
MESH:D002538,"Reflex, Abnormal",1.40713
MESH:D004916,"Reflex, Abnormal",1.40713
MESH:D013922,"Reflex, Abnormal",1.40713
MESH:D008180,"Reflex, Abnormal",4.22139
MESH:D008180,"Reflex, Babinski",3.52707
MESH:D054198,Seizures,21.9743
MESH:D015464,Seizures,2.5355
MESH:D015470,Seizures,4.22583
MESH:D009396,Seizures,1.69033
MESH:D008415,Seizures,1.69033
MESH:D012516,Seizures,2.5355
MESH:D005910,Seizures,49.8648
MESH:D008527,Seizures,1.69033
MESH:D012175,Seizures,0.845167
MESH:D006528,Seizures,4.22583
MESH:D018288,Seizures,3.38067
MESH:D009456,Seizures,10.9872
MESH:D009101,Seizures,3.38067
MESH:D001943,Seizures,5.91617
MESH:D013274,Seizures,0.845167
MESH:D010190,Seizures,24.5098
MESH:D010051,Seizures,5.91617
MESH:D008175,Seizures,19.4388
MESH:D001749,Seizures,2.5355
MESH:D006502,Seizures,1.69033
MESH:D054990,Seizures,1.69033
MESH:D002538,Seizures,71.8392
MESH:D018860,Seizures,2.5355
MESH:D000741,Seizures,3.38067
MESH:D005199,Seizures,1.69033
MESH:D013922,Seizures,0.845167
MESH:D000361,Seizures,4.22583
MESH:D009190,Seizures,0.845167
MESH:D055728,Seizures,1.69033
MESH:D019851,Seizures,1.69033
MESH:D008180,Seizures,94.6587
MESH:D017074,Seizures,0.845167
MESH:D012516,Sensation Disorders,0.343322
MESH:D005910,Sensation Disorders,0.686644
MESH:D006528,Sensation Disorders,0.343322
MESH:D018288,Sensation Disorders,3.0899
MESH:D009456,Sensation Disorders,0.343322
MESH:D009101,Sensation Disorders,0.686644
MESH:D001943,Sensation Disorders,2.40325
MESH:D015179,Sensation Disorders,1.37329
MESH:D013274,Sensation Disorders,0.343322
MESH:D010051,Sensation Disorders,1.02997
MESH:D008175,Sensation Disorders,5.14983
MESH:D011471,Sensation Disorders,0.343322
MESH:D002538,Sensation Disorders,1.37329
MESH:D008180,Sensation Disorders,0.686644
MESH:D054198,Dizziness,1.34247
MESH:D008415,Dizziness,1.34247
MESH:D008527,Dizziness,4.02741
MESH:D012175,Dizziness,1.34247
MESH:D006528,Dizziness,1.34247
MESH:D018288,Dizziness,5.36989
MESH:D009456,Dizziness,1.34247
MESH:D009101,Dizziness,9.3973
MESH:D008258,Dizziness,4.02741
MESH:D001943,Dizziness,18.7946
MESH:D046152,Dizziness,1.34247
MESH:D015179,Dizziness,1.34247
MESH:D013274,Dizziness,4.02741
MESH:D010190,Dizziness,6.71236
MESH:D010051,Dizziness,2.68494
MESH:D008175,Dizziness,22.822
MESH:D011471,Dizziness,4.02741
MESH:D001749,Dizziness,2.68494
MESH:D009634,Dizziness,1.34247
MESH:D054990,Dizziness,2.68494
MESH:D002538,Dizziness,5.36989
MESH:D000741,Dizziness,1.34247
MESH:D013922,Dizziness,1.34247
MESH:D011087,Dizziness,5.36989
MESH:D017681,Dizziness,2.68494
MESH:D019851,Dizziness,2.68494
MESH:D010505,Dizziness,1.34247
MESH:D008180,Dizziness,2.68494
MESH:D054198,Hearing Disorders,1.47003
MESH:D008415,Hearing Disorders,1.47003
MESH:D005910,Hearing Disorders,5.88013
MESH:D008527,Hearing Disorders,1.47003
MESH:D009456,Hearing Disorders,5.14512
MESH:D009101,Hearing Disorders,1.47003
MESH:D010190,Hearing Disorders,1.47003
MESH:D010051,Hearing Disorders,4.4101
MESH:D008175,Hearing Disorders,0.735017
MESH:D001749,Hearing Disorders,1.47003
MESH:D002538,Hearing Disorders,1.47003
MESH:D000741,Hearing Disorders,2.20505
MESH:D005199,Hearing Disorders,0.735017
MESH:D016116,Hearing Disorders,0.735017
MESH:D008180,Hearing Disorders,2.20505
MESH:D054198,Hearing Loss,1.6071
MESH:D015464,Hearing Loss,1.6071
MESH:D015470,Hearing Loss,1.6071
MESH:D015473,Hearing Loss,0.803551
MESH:D008415,Hearing Loss,0.803551
MESH:D012516,Hearing Loss,4.01775
MESH:D005910,Hearing Loss,3.2142
MESH:D008527,Hearing Loss,4.8213
MESH:D012175,Hearing Loss,4.8213
MESH:D018288,Hearing Loss,1.6071
MESH:D009456,Hearing Loss,3.2142
MESH:D008258,Hearing Loss,0.803551
MESH:D001943,Hearing Loss,0.803551
MESH:D015179,Hearing Loss,0.803551
MESH:D013274,Hearing Loss,0.803551
MESH:D010051,Hearing Loss,4.8213
MESH:D008175,Hearing Loss,0.803551
MESH:D011471,Hearing Loss,0.803551
MESH:D001749,Hearing Loss,0.803551
MESH:D009634,Hearing Loss,0.803551
MESH:D002538,Hearing Loss,1.6071
MESH:D009190,Hearing Loss,1.6071
MESH:D008180,Hearing Loss,3.2142
MESH:D054198,Deafness,4.91411
MESH:D015464,Deafness,1.22853
MESH:D015470,Deafness,3.68558
MESH:D012516,Deafness,2.45705
MESH:D005910,Deafness,6.14264
MESH:D008527,Deafness,2.45705
MESH:D018288,Deafness,2.45705
MESH:D009456,Deafness,18.4279
MESH:D009101,Deafness,2.45705
MESH:D008258,Deafness,4.91411
MESH:D001943,Deafness,2.45705
MESH:D015179,Deafness,1.22853
MESH:D010190,Deafness,1.22853
MESH:D010051,Deafness,3.68558
MESH:D008175,Deafness,3.68558
MESH:D001749,Deafness,1.22853
MESH:D044542,Deafness,1.22853
MESH:D009634,Deafness,3.68558
MESH:D002538,Deafness,1.22853
MESH:D000741,Deafness,1.22853
MESH:D014923,Deafness,1.22853
MESH:D000361,Deafness,2.45705
MESH:D009190,Deafness,2.45705
MESH:D011087,Deafness,3.68558
MESH:D010505,Deafness,3.68558
MESH:D008180,Deafness,3.68558
MESH:D017492,Deafness,1.22853
MESH:D054198,"Hearing Loss, Bilateral",2.21179
MESH:D015464,"Hearing Loss, Bilateral",8.84715
MESH:D009456,"Hearing Loss, Bilateral",2.21179
MESH:D009101,"Hearing Loss, Bilateral",2.21179
MESH:D008258,"Hearing Loss, Bilateral",2.21179
MESH:D013274,"Hearing Loss, Bilateral",4.42358
MESH:D010190,"Hearing Loss, Bilateral",6.63537
MESH:D010051,"Hearing Loss, Bilateral",8.84715
MESH:D008175,"Hearing Loss, Bilateral",4.42358
MESH:D012415,"Hearing Loss, Bilateral",2.21179
MESH:D009634,"Hearing Loss, Bilateral",2.21179
MESH:D029503,"Hearing Loss, Bilateral",2.21179
MESH:D005199,"Hearing Loss, Bilateral",2.21179
MESH:D008180,"Hearing Loss, Bilateral",4.42358
MESH:D008415,"Hearing Loss, Conductive",4.53484
MESH:D009456,"Hearing Loss, Conductive",11.3371
MESH:D009634,"Hearing Loss, Conductive",6.80226
MESH:D005199,"Hearing Loss, Conductive",4.53484
MESH:D008180,"Hearing Loss, Conductive",2.26742
MESH:D015464,"Hearing Loss, Functional",4.25301
MESH:D054198,"Hearing Loss, High-Frequency",3.10561
MESH:D015470,"Hearing Loss, High-Frequency",3.10561
MESH:D012516,"Hearing Loss, High-Frequency",3.10561
MESH:D018288,"Hearing Loss, High-Frequency",3.10561
MESH:D010051,"Hearing Loss, High-Frequency",9.31682
MESH:D008175,"Hearing Loss, High-Frequency",3.10561
MESH:D054198,"Hearing Loss, Sensorineural",3.64457
MESH:D015464,"Hearing Loss, Sensorineural",4.85942
MESH:D015470,"Hearing Loss, Sensorineural",1.21486
MESH:D008415,"Hearing Loss, Sensorineural",1.21486
MESH:D012516,"Hearing Loss, Sensorineural",2.42971
MESH:D005910,"Hearing Loss, Sensorineural",1.21486
MESH:D008527,"Hearing Loss, Sensorineural",8.50399
MESH:D011125,"Hearing Loss, Sensorineural",1.21486
MESH:D006528,"Hearing Loss, Sensorineural",1.21486
MESH:D009456,"Hearing Loss, Sensorineural",12.1486
MESH:D009101,"Hearing Loss, Sensorineural",3.64457
MESH:D008258,"Hearing Loss, Sensorineural",1.21486
MESH:D001943,"Hearing Loss, Sensorineural",4.85942
MESH:D013274,"Hearing Loss, Sensorineural",2.42971
MESH:D010051,"Hearing Loss, Sensorineural",4.85942
MESH:D008175,"Hearing Loss, Sensorineural",7.28914
MESH:D011471,"Hearing Loss, Sensorineural",1.21486
MESH:D044542,"Hearing Loss, Sensorineural",1.21486
MESH:D009634,"Hearing Loss, Sensorineural",3.64457
MESH:D006502,"Hearing Loss, Sensorineural",1.21486
MESH:D054990,"Hearing Loss, Sensorineural",1.21486
MESH:D002538,"Hearing Loss, Sensorineural",8.50399
MESH:D000741,"Hearing Loss, Sensorineural",1.21486
MESH:D013922,"Hearing Loss, Sensorineural",1.21486
MESH:D000361,"Hearing Loss, Sensorineural",3.64457
MESH:D009190,"Hearing Loss, Sensorineural",1.21486
MESH:D019851,"Hearing Loss, Sensorineural",3.64457
MESH:D016116,"Hearing Loss, Sensorineural",1.21486
MESH:D010505,"Hearing Loss, Sensorineural",3.64457
MESH:D008180,"Hearing Loss, Sensorineural",27.9417
MESH:D017074,"Hearing Loss, Sensorineural",1.21486
MESH:D005910,"Hearing Loss, Central",3.2536
MESH:D008527,"Hearing Loss, Central",6.50721
MESH:D015464,"Hearing Loss, Sudden",10.3412
MESH:D009101,"Hearing Loss, Sudden",2.5853
MESH:D013274,"Hearing Loss, Sudden",2.5853
MESH:D010190,"Hearing Loss, Sudden",2.5853
MESH:D008175,"Hearing Loss, Sudden",7.75591
MESH:D002538,"Hearing Loss, Sudden",2.5853
MESH:D000741,"Hearing Loss, Sudden",2.5853
MESH:D010505,"Hearing Loss, Sudden",2.5853
MESH:D008180,"Hearing Loss, Sudden",7.75591
MESH:D015464,"Hearing Loss, Unilateral",3.58518
MESH:D018288,"Hearing Loss, Unilateral",3.58518
MESH:D011471,"Hearing Loss, Unilateral",3.58518
MESH:D014923,"Hearing Loss, Unilateral",3.58518
MESH:D015464,Tinnitus,3.94807
MESH:D012516,Tinnitus,1.97403
MESH:D005910,Tinnitus,1.97403
MESH:D008527,Tinnitus,3.94807
MESH:D009101,Tinnitus,3.94807
MESH:D008258,Tinnitus,1.97403
MESH:D001943,Tinnitus,1.97403
MESH:D010051,Tinnitus,5.9221
MESH:D008175,Tinnitus,1.97403
MESH:D001749,Tinnitus,1.97403
MESH:D054990,Tinnitus,3.94807
MESH:D002538,Tinnitus,51.3249
MESH:D000741,Tinnitus,1.97403
MESH:D008180,Tinnitus,5.9221
MESH:D001943,Olfaction Disorders,9.15292
MESH:D013274,Olfaction Disorders,2.28823
MESH:D002538,Olfaction Disorders,2.28823
MESH:D016114,Olfaction Disorders,2.28823
MESH:D008180,Olfaction Disorders,4.57646
MESH:D001943,Somatosensory Disorders,1.04553
MESH:D010190,Somatosensory Disorders,1.04553
MESH:D011471,Somatosensory Disorders,1.04553
MESH:D008180,Somatosensory Disorders,1.04553
MESH:D012516,Hyperalgesia,14.3647
MESH:D009456,Hyperalgesia,2.39411
MESH:D009101,Hyperalgesia,2.39411
MESH:D001943,Hyperalgesia,2.39411
MESH:D015179,Hyperalgesia,2.39411
MESH:D013274,Hyperalgesia,2.39411
MESH:D011471,Hyperalgesia,2.39411
MESH:D010190,Hyperesthesia,2.69486
MESH:D054198,Hypesthesia,6.88784
MESH:D012516,Hypesthesia,1.72196
MESH:D005910,Hypesthesia,3.44392
MESH:D008527,Hypesthesia,1.72196
MESH:D018288,Hypesthesia,3.44392
MESH:D009456,Hypesthesia,3.44392
MESH:D009101,Hypesthesia,12.0537
MESH:D008258,Hypesthesia,3.44392
MESH:D001943,Hypesthesia,20.6635
MESH:D010051,Hypesthesia,6.88784
MESH:D008175,Hypesthesia,12.0537
MESH:D011471,Hypesthesia,6.88784
MESH:D001749,Hypesthesia,1.72196
MESH:D002538,Hypesthesia,1.72196
MESH:D018860,Hypesthesia,1.72196
MESH:D011087,Hypesthesia,1.72196
MESH:D008180,Hypesthesia,6.88784
MESH:D054198,Paresthesia,10.8641
MESH:D015470,Paresthesia,6.79009
MESH:D012516,Paresthesia,4.07405
MESH:D005910,Paresthesia,4.07405
MESH:D006528,Paresthesia,2.71604
MESH:D018288,Paresthesia,12.2222
MESH:D009456,Paresthesia,2.71604
MESH:D009101,Paresthesia,12.2222
MESH:D008258,Paresthesia,4.07405
MESH:D001943,Paresthesia,52.9627
MESH:D015179,Paresthesia,10.8641
MESH:D010190,Paresthesia,2.71604
MESH:D010051,Paresthesia,17.6542
MESH:D008175,Paresthesia,32.5924
MESH:D011471,Paresthesia,6.79009
MESH:D001749,Paresthesia,1.35802
MESH:D006502,Paresthesia,1.35802
MESH:D002538,Paresthesia,8.14811
MESH:D004916,Paresthesia,4.07405
